,account_number,SEX_F,SEX_M,age_group,income_group,account_age,LIFESTAGE_1,LIFESTAGE_2,LIFESTAGE_3,LIFESTAGE_4,LIFESTAGE_5,LIFESTAGE_6,LIFESTAGE_7,LIFESTAGE_8,LIFESTAGE_9,LIFESTAGE_10,nh_level,invest_exp_group,HOLDINGS_TYPE_1.0,HOLDINGS_TYPE_2.0,HOLDINGS_TYPE_3.0,HOLDINGS_TYPE_4.0,loyalty,SECTOR_1.0,SECTOR_2.0,SECTOR_3.0,SECTOR_4.0,SECTOR_5.0,SECTOR_6.0,SECTOR_7.0,SECTOR_8.0,SECTOR_9.0,SECTOR_10.0,SECTOR_11.0,SECTOR_12.0,SECTOR_13.0,SECTOR_14.0,SECTOR_15.0,SECTOR_16.0,kr_stock_yn,overseas_stock_yn,risk_tolerance,sophistication,stock_wealth_level,trading_frequency,peak_asset_value,value_weighted_volatility,leverage,TOTAL_DURATION,TOTAL_VIEW_CNT,TOTAL_FOREIGN,TOTAL_ADV,TOTAL_AI,TOTAL_NTP,TOTAL_MAT,Label
522,522,1.0,0.0,0.25,0.0,0.0313394845688832,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.1,7.622064313692273e-05,0.1239525176023955,0.0,0.0001517263718367,0.0003905279227464,0.0005449883884548,0.0,0.0,0.0,0.0,3
523,523,0.0,1.0,0.25,0.0,0.0435889277760101,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.8,0.0305103526040164,0.1518059339014001,0.0,0.0023442917572556,0.0008875634607874,6.434405353714803e-07,0.0,0.0,0.0,0.0,1
524,524,0.0,1.0,0.5,0.0,0.1220171810372255,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.6000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.6000000000000001,0.006049283944449,0.178794409789303,0.0,0.0001251661908014,0.0013135939219654,0.0,0.0,0.0,0.0,4.520009111764399e-06,2
525,525,1.0,0.0,0.125,0.0,0.0379414572064906,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.25,0.1,0.0119653820014212,0.1552031498824914,0.0,0.0004048283339264,0.0026626903823623,0.000537669252365,0.0,0.0,0.0,1.86540058580753e-06,0
526,526,1.0,0.0,0.5,0.0,0.0960069996818326,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.25,0.1,0.0072177730130159,0.146727272765813,0.0,0.0001200918210167,7.100507686299572e-05,0.0,0.0,0.0,0.0,0.0,3
527,527,1.0,0.0,0.125,0.0,0.0639516385618835,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0001987849066819,0.0848659312933453,0.0,9.58332348380642e-09,0.0,0.0,0.0,0.0,0.0,0.0,1
528,528,1.0,0.0,0.5,0.0,0.0447820553611199,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.8,0.0266669219948356,0.1244218366988666,0.0,0.0009349346640949,0.0009230659992189,5.340556443583286e-05,0.0,0.0,0.0,0.0,2
529,529,0.0,1.0,1.0,0.0,0.7556474705695195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0000000000000002,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666667,1.0,0.7000000000000001,0.95206739767154,0.1497001354939428,0.0,0.0080954262630341,0.0259878581318564,0.0,0.0,0.0,0.0,0.0002501071708509,0
530,530,1.0,0.0,0.875,0.0,0.0384187082405345,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.5000000000000001,0.0013635505363242,0.0935814743165334,0.0,3.756023917419862e-05,7.100507686299572e-05,0.0,0.0,0.0,0.0,0.0,3
531,531,1.0,0.0,0.625,0.2857142857142857,0.6119949093223035,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0000000000000002,1.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666667,0.75,0.9,0.1657219198916913,0.2220376720674988,0.073347097996066,0.094718338136708,0.1768381439272908,5.64791419931877e-05,0.0,0.0,2.2454014178961487e-05,0.0017570638594779,1
532,532,1.0,0.0,0.5,0.0,0.0378619153674832,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.7000000000000001,0.0205268026479116,0.1182860802972215,0.0,2.6362125683370825e-05,0.0002130152305889,9.46029937139479e-05,0.0,0.0,0.0,0.0,2
533,533,0.0,1.0,0.5,0.0,0.3903118040089087,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0000000000000002,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.25,0.1,0.0277971420626542,0.1806346294455346,0.0,0.0001465018633175,0.0001420101537259,0.0,0.0,0.0,0.0,0.0,0
534,534,0.0,1.0,0.75,0.0,0.0189309576837416,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.7000000000000001,0.0009430751217834,0.107628747318014,0.0,0.0020173774404731,0.0016331167678489,0.0,0.0,0.0,0.0,0.0,3
535,535,1.0,0.0,0.375,0.0,0.0422367165128857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.1,0.0640275896431696,0.1752621693695833,0.0,0.0001413508269449,0.0003550253843149,1.205302002865505e-05,0.0,0.0,0.0,2.0088929385619555e-06,1
536,536,1.0,0.0,0.625,0.0,0.1035634743875278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.4000000000000001,1.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.8,0.0229024322433043,0.4438100304696953,0.0028259897551452,0.2109597698469032,0.1588383569425214,0.0001486347636708,0.0130854844779744,0.0,0.0,2.934418613827999e-05,2
537,537,0.0,1.0,0.25,0.0,0.0573496659242761,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4000000000000001,0.0,0.0,0.0,1.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.8,0.0433314606167645,0.1517251578856188,0.0,0.2541837803527813,0.1403770369581425,0.3802551102693632,4.92948739261116e-05,0.0027586132024774,2.395094845755892e-05,4.520009111764399e-06,0
538,538,0.0,1.0,0.75,0.0,0.8162583518930958,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.25,0.1,0.0104793404380965,0.2380831170556339,0.0,0.0001314576426685,0.0002485177690204,2.0050066682557734e-06,0.0,0.0,0.0,0.0,3
539,539,0.0,1.0,0.0,0.0,0.0582246261533566,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,0.0028611611487208,0.0948677798213257,0.0,0.000152235885202,0.0004615329996094,0.0,0.0,0.0,0.0,0.0,1
540,540,0.0,1.0,0.0,0.0,0.0668946866051543,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.25,0.1,0.0234764405173784,0.100966930638549,0.0,0.0005828577342851,0.0007100507686299,0.0002965743817632,0.0,0.0,0.0017985665357348,0.0,2
541,541,1.0,0.0,0.375,0.0,0.0099427298759147,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0004506500333872,0.2195630847790422,0.0,0.000299787122441,0.0012070863066709,0.0010711101812118,0.0,0.0,0.0,0.0,0
542,542,1.0,0.0,0.375,0.0,0.0442252624880687,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4000000000000001,0.0,0.0,0.0,1.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.6000000000000001,0.0200987757318866,0.1808129405902187,0.0,0.0028838472443792,0.0106862640678808,5.572654636699427e-07,0.0,0.0,0.0,0.0227952669047443,3
543,543,1.0,0.0,0.125,0.0,0.0250556792873051,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1,0.0006779634803901,0.0940398197020915,0.0,3.513885277395687e-07,0.0002485177690204,6.779105640520953e-07,0.0,0.0,0.0,0.0,1
544,544,0.0,1.0,0.375,0.0,0.0653038498250079,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.25,0.2,0.0112966788752218,0.2228308214454341,0.0,0.0004639111204246,0.0016331167678489,0.0,0.0,0.0,0.0,0.0003530629339522,2
545,545,0.0,1.0,0.875,0.0,0.0326121539930003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.2,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.9,0.034409998654819,0.1805932060638906,0.0,0.0017806709476437,0.0050058579188411,0.0,0.0,0.0,0.0,0.0,0
546,546,1.0,0.0,0.25,0.0,0.0616449252306713,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.25,0.2,0.006549916175776,0.2160416969810662,0.0,0.0004658772989594,0.0004970355380409,0.0,0.0,0.0,0.0,0.0,3
547,547,0.0,1.0,0.5,0.0,0.0097836461979,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.003203736129539,0.093517263845375,0.0,0.0029378396888869,0.007775055916498,0.0094885245798794,0.0004950003503196,0.0,0.0,0.0,1
548,548,0.0,1.0,0.5,0.0,0.0599745466115176,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.5000000000000001,0.0049853568992816,0.2078739532448153,0.0,0.0107370805618894,0.0178577768310434,4.3374786089773895e-06,0.0026102675601535,0.0,0.0,2.869847055088508e-05,2
549,549,0.0,1.0,0.125,0.8571428571428572,0.0382596245625198,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666667,0.25,0.8,0.0243851572373964,0.2950936798859347,0.0082368858819827,0.133569395081455,0.0301771576667731,0.4609561920462948,0.0002421182091638,0.0,0.4791173925799962,0.0001902708597523,0
550,550,0.0,1.0,0.0,0.0,0.3749602290804963,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0000000000000002,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.25,0.3,0.0194179630011673,0.0865001351650647,0.0,0.0017347780087003,0.0013135939219654,0.0024716504265243,0.0,0.0,0.0,2.3891476733611828e-05,3
551,551,0.0,1.0,0.0,0.0,0.0122494432071269,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0025088840694747,0.1035655916929349,0.0,0.0002953228909181,0.0006390456917669,0.0,0.0,0.0,0.0,0.0,1
552,552,0.0,1.0,0.25,0.0,0.0662583518930957,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.8,0.0019634485101452,0.2659050705962616,0.0,0.0036222806521004,0.006851989917279,0.0002727613369497,0.0003198264910371,0.0,0.0,0.0,2
553,553,0.0,1.0,0.875,0.0,0.0024657970092268,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0001756747081741,0.0534777502276404,0.0,0.0007108845471464,0.0011715837682394,0.0,0.0,0.0,2.619634987545507e-05,0.0,0
554,554,0.0,1.0,0.0,0.0,0.0516226535157492,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,0.0046476945793736,0.1964130435228576,0.0,6.361729572666827e-06,0.0,0.0,0.0001119954803851,0.0,0.0,0.0,3
555,555,1.0,0.0,0.5,0.0,0.0276010181355392,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.7000000000000001,0.0172598238559269,0.1152322648874188,0.0,0.0011837049639698,0.0022011573827528,0.0,0.0,0.0,0.0,8.394302636133885e-06,1
556,556,0.0,1.0,0.25,0.0,0.1188355074769328,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666667,0.75,0.9,0.1921475344470877,0.2396522277205053,0.0,0.0020768020321756,0.0090176447616004,0.0,0.0,0.0,0.0,0.0,2
557,557,0.0,1.0,0.75,0.0,0.0214762965319758,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666667,0.0,0.5000000000000001,0.0001402840198757,0.0840643462477353,0.0,0.0002312567762083,0.0,0.0,0.0,0.0,0.0,0.0,0
558,558,1.0,0.0,0.75,0.0,0.0769169583200763,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.7000000000000001,0.0143426623252787,0.137679322516191,0.0,0.2008794568044471,0.1291937373522207,0.1198213873417862,0.0138982878125337,0.0,0.4425394292488983,0.0384020691597267,3
559,559,1.0,0.0,0.125,0.0,0.032532612153993,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.7000000000000001,0.015640177910585,0.1051445769638243,0.0,0.004065857557313,0.0019526396137323,0.0,0.0,0.0,0.0,0.0,1
560,560,0.0,1.0,0.75,0.0,0.0975182946229716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.25,0.2,0.0108025786461793,0.2463102167709339,0.0,0.1655082866998164,0.247665708098129,0.0,0.0001163516408518,0.0,0.0,1.0761926456581905e-05,2
561,561,0.0,1.0,0.25,0.0,0.0449411390391345,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.25,0.1,0.0060516251889055,0.2533734450757235,0.0,0.0666959863124585,0.0466858380374196,0.0,4.187534900222707e-06,0.0,0.0,0.0014938988845263,0
562,562,1.0,0.0,0.5,0.0,0.0438275532930321,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666667,0.25,0.7000000000000001,0.0129480002073314,0.208399239169471,0.0,0.0201656158020059,0.0087336244541484,0.0,0.0,0.0,0.0,4.161278229878336e-06,3
563,563,1.0,0.0,0.875,0.7142857142857142,0.176185173401209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8333333333333334,0.8,1.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.75,0.7000000000000001,0.2800613963110329,0.1753856311582138,0.1864715435641441,4.86177972539306e-05,0.0001775126921574,0.0,0.0,0.0,0.0,0.0,1
564,564,0.0,1.0,0.375,0.0,0.0381800827235125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.7000000000000001,0.0105363498568602,0.0848659312933453,0.0,3.7215239528781593e-07,7.100507686299572e-05,7.928106596541453e-07,0.0,0.0,0.0,7.174617637721269e-07,2
565,565,1.0,0.0,0.75,0.0,0.4343779828189628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0000000000000002,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.5,0.7000000000000001,0.0717473282576176,0.1337956378634063,0.0,0.0027625718829122,0.0018461319984378,0.0,0.0,0.0,0.0,0.0,0
566,566,1.0,0.0,0.375,0.0,0.0212376710149538,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.2,0.0028340101529286,0.1794936138433349,0.0,1.499949847273768e-05,0.0019171370753008,0.0,0.0,0.0,0.0,1.86540058580753e-06,3
567,567,0.0,1.0,0.25,0.0,0.088609608654152,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.7000000000000001,0.009553885098948,0.1151679830057141,0.0,0.0037926657547601,0.0019881421521638,0.0002342525699086,0.0,0.0,0.0,1.2196849984126155e-06,1
568,568,0.0,1.0,0.0,0.0,0.0036589245943366,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.7000000000000001,3.4504874854578376e-05,0.1648267201603932,0.0,0.0076420679789856,0.0043313096886427,0.0003641586179963,0.0009048166853199,0.0,0.0,1.363177351167041e-06,2
569,569,0.0,1.0,0.5,0.0,0.0385777919185491,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.75,0.7000000000000001,0.124693466117745,0.1042545283829437,0.0,0.0230994209117062,0.0227926296730216,3.598096493778197e-05,0.000521643189819,0.0,0.0,5.5603286692339833e-05,0
570,570,1.0,0.0,0.0,0.0,0.0250556792873051,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.6000000000000001,0.0030465019182929,0.0848659312933453,0.0,3.1321495586240647e-06,0.0,1.1277444383341212e-05,0.0,0.0,0.0,0.0,3
