,act_no,SEX_F,SEX_M,age_group,income_group,account_age,LIFESTAGE_1,LIFESTAGE_2,LIFESTAGE_3,LIFESTAGE_4,LIFESTAGE_5,LIFESTAGE_6,LIFESTAGE_7,LIFESTAGE_8,LIFESTAGE_9,LIFESTAGE_10,nh_level,invest_exp_group,HOLDINGS_TYPE_1.0,HOLDINGS_TYPE_2.0,HOLDINGS_TYPE_3.0,HOLDINGS_TYPE_4.0,loyalty,SECTOR_1.0,SECTOR_2.0,SECTOR_3.0,SECTOR_4.0,SECTOR_5.0,SECTOR_6.0,SECTOR_7.0,SECTOR_8.0,SECTOR_9.0,SECTOR_10.0,SECTOR_11.0,SECTOR_12.0,SECTOR_13.0,SECTOR_14.0,SECTOR_15.0,SECTOR_16.0,kr_stock_yn,overseas_stock_yn,risk_tolerance,sophistication,stock_wealth_level,trading_frequency,peak_asset_value,value_weighted_volatility,leverage,TOTAL_DURATION,TOTAL_VIEW_CNT,TOTAL_FOREIGN,TOTAL_ADV,TOTAL_AI,TOTAL_NTP,TOTAL_MAT,Label
761,761,0.0,1.0,0.625,0.0,0.6733216671969456,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.5,0.7000000000000001,0.0679417644294325,0.1721568004537834,0.0,0.0006814733273746,0.0105442539141548,0.0,0.0,0.0,0.0,1.86540058580753e-06,0
762,762,1.0,0.0,1.0,0.0,0.3883232580337257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0000000000000002,1.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666667,0.5,1.0,0.0471861126920517,0.2003009039113,0.0,0.0025961063595573,0.0022721624596158,1.6258363527690082e-06,0.0,0.0,0.0,0.0,1
763,763,1.0,0.0,0.25,0.0,0.0523385300668151,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.8,0.0172851416131352,0.1210007483383773,0.0,0.0272815177939955,0.0081655838392445,0.0,0.0,0.0,0.0,0.0,2
764,764,1.0,0.0,1.0,0.0,0.0497136493795736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,0.0034563487339928,0.1319888853693356,0.0,4.7435854024261136e-05,7.100507686299572e-05,0.0,0.0,0.0,0.0,0.0,3
765,765,0.0,1.0,0.375,0.0,0.0431912185809735,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,0.001323511071173,0.2315276614765089,0.0,7.48585341731732e-05,7.100507686299572e-05,0.0,0.0,0.0,0.0,0.0,0
766,766,1.0,0.0,0.5,0.0,0.0414412981228125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,0.0011030365224509,0.1067002380618882,0.0,0.0001184482810392,0.0006745482301984,6.204605162510703e-07,0.0,0.0,0.0,0.0,1
767,767,1.0,0.0,0.125,0.0,0.0403277123767101,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.7000000000000001,0.0057414870224215,0.1414552190452451,0.0,0.0003772523206017,0.0010295736145134,0.0,0.0,0.0,0.0,0.0,2
768,768,1.0,0.0,0.125,0.0,0.0384187082405345,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.6000000000000001,0.0065749921361388,0.1197464250601438,0.0,6.686923682883992e-05,0.0002130152305889,0.000139850651362,0.0,0.0,0.0,0.0,3
769,769,1.0,0.0,0.25,0.0,0.034282532612154,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.7000000000000001,0.0028040622186249,0.1060300485799463,0.0,7.910554369708008e-05,0.0002130152305889,0.0,0.0,0.0,0.0,0.0,0
770,770,1.0,0.0,0.5,0.0,0.0279191854915685,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.9,0.0053550049894081,0.0879535429713413,0.0,0.0084335929988071,0.0202364469059537,0.0002368837820979,1.6019428812932503e-06,0.0,0.0,6.672394403080781e-06,1
771,771,1.0,0.0,0.75,0.4285714285714285,0.0008749602290804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.75,0.7000000000000001,0.2143644935579717,0.0848659312933453,0.0,0.0001547610909399,3.550253843149785e-05,0.0,0.0,0.0,0.0,0.0,2
772,772,0.0,1.0,0.375,0.0,0.2663856188355075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666667,0.5,0.8,0.1044613777875345,0.1935243772727606,0.0,0.0456226716516985,0.0515141832641033,5.3440034464513474e-05,0.0,0.0,0.0,0.0006516705200342,3
773,773,1.0,0.0,0.0,0.0,0.0608495068405981,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.3,0.0824848031031314,0.2121365379815328,0.0,0.0474725325976748,0.024816274363617,0.0010994387997825,0.0019816033441597,0.0,0.0,0.005064490844291,0
774,774,0.0,1.0,0.75,0.0,0.0528953229398663,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.7000000000000001,0.0029537193537203,0.0967452577717901,0.0,0.0001406895776246,0.0015621116909859,0.0004674595489473,0.0,0.0,0.0,0.0,1
775,775,0.0,1.0,0.25,0.0,0.0418390073178491,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666667,0.0,0.9,0.00072797939039,0.1618115008842002,0.0,0.0066775000814582,0.0231476550573366,1.373056142444498e-06,0.0015771268187637,0.0,0.0,1.86540058580753e-06,2
776,776,1.0,0.0,0.0,0.0,0.0418390073178491,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.6000000000000001,0.0002918615799176,0.2672761901773929,0.0,0.0005376755585001,0.0006745482301984,7.698306405337353e-07,0.0,0.0,0.0,0.0,3
777,777,1.0,0.0,0.375,0.0,0.0417594654788418,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.25,0.1,0.0172655874557358,0.1118381929100114,0.0,3.274302190300527e-07,3.550253843149785e-05,0.0,0.0,0.0,0.0,0.0,0
778,778,1.0,0.0,0.75,0.0,0.0415208399618199,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.25,0.3,0.0142357718447558,0.1410583550525201,0.0,0.0027586890396807,0.0018461319984378,0.0,0.0,0.0,0.0,9.32700292903765e-06,1
779,779,0.0,1.0,0.5,0.0,0.0404867960547247,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.6000000000000001,0.0039478659217333,0.0927549359559434,0.0,0.0006113649272082,0.0021656548443213,0.000246679015248,0.0,0.0060643893542065,0.0,0.0,2
780,780,0.0,1.0,1.0,0.0,0.0199650015908367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.2,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666667,0.25,0.9,0.0126781037783598,0.2665052366935673,0.0,0.0201318329895049,0.006780984840416,5.457754541097377e-07,0.0,0.0,0.0,1.86540058580753e-06,3
781,781,1.0,0.0,0.25,0.0,0.0085905186127903,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.7000000000000001,0.0001579805265097,0.0848659312933453,0.0,0.0003559901202323,0.0010650761529449,9.984818307818148e-06,0.0,0.0,0.0,0.0,0
782,782,1.0,0.0,0.875,0.0,0.4222080814508431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.7000000000000001,0.0138666561726835,0.1509817759583302,0.0,0.0055759481580532,0.0179287819079064,0.002323004172844,0.0,0.0,0.0,1.7219082330531046e-06,1
783,783,0.0,1.0,0.75,0.0,0.2540566337893732,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.25,0.1,0.0134296490613127,0.1956883504164097,0.0,7.687422654593383e-06,3.550253843149785e-05,0.0,0.0,0.0,0.0,0.0,2
784,784,0.0,1.0,0.75,0.0,0.1665606108813235,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.2,1.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.8,0.0092935396453758,0.137873260536825,0.0,0.0034508461755192,0.0049703553804096,4.538553776280977e-07,0.0,0.0,2.919021843264993e-05,1.4420981451819752e-05,3
785,785,1.0,0.0,0.125,0.0,0.1108017817371937,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.7000000000000001,0.0124747979681569,0.1513012091076921,0.0,3.034719103205366e-07,0.0,1.1030409177796804e-06,0.0,0.0,0.0,0.0,0
786,786,1.0,0.0,0.0,0.0,0.0741329939548202,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.25,0.1,0.0115321948152162,0.4049590423577614,0.0,6.692354232858149e-07,3.550253843149785e-05,6.664205544918902e-07,0.0,0.0,0.0,0.0,1
787,787,1.0,0.0,0.625,0.0,0.066815144766147,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,0.0032621068180437,0.1891720933291451,0.0,0.0008229343625396,0.0021301523058898,0.0,0.0,0.0,0.0,0.0,2
788,788,1.0,0.0,0.875,0.0,0.0652243079860006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,0.0001704202767226,0.0848659312933453,0.0,0.0001523812322748,0.0001420101537259,0.0,0.0,0.0,0.0,0.0016709684478252,3
789,789,0.0,1.0,0.25,0.0,0.0579860006363347,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2,0.001108967520076,0.1037974059623691,0.0,0.0001210916811002,0.0001420101537259,0.0003022849165146,0.0,0.0,0.0,0.0,0
790,790,1.0,0.0,0.5,0.0,0.047804645243398,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.7000000000000001,0.0108670581924888,0.1131447286584137,0.0,0.0003654808049225,0.0018816345368693,1.1145309273398857e-06,0.0,0.0,0.0,9.82922616367814e-06,1
791,791,0.0,1.0,0.75,0.0,0.0408845052497613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.2,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.7000000000000001,0.0050080102412495,0.1562897728948762,0.0,0.0006398992728813,0.0039407817658962,0.0002337240294689,0.0,0.0,0.0,0.0,2
792,792,0.0,1.0,0.125,0.0,0.0396118358256442,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.25,0.1,0.0097524688957536,0.0926134158097604,0.0,4.04096806900504e-07,3.550253843149785e-05,1.464976218926138e-06,0.0,0.0,0.0,0.0,3
793,793,1.0,0.0,0.875,0.0,0.0206013363028953,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1,1.98866280620333e-05,0.3846532634901636,0.0,2.7631916044975173e-07,0.0,0.0,0.0,0.0,0.0,0.0,0
794,794,0.0,1.0,0.75,0.0,0.3814031180400891,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.8,1.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.7000000000000001,0.019656712973971,0.1601331772889428,0.0,0.0019531627842493,0.0203784570596797,0.0,0.0,0.0,0.0,0.0047392654267731,1
795,795,1.0,0.0,0.25,0.0,0.0893254852052179,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,0.0009515566111351,0.1059384820110115,0.0,6.868048496727933e-08,0.0,0.0,0.0,0.0,0.0,0.0,2
796,796,0.0,1.0,0.5,0.0,0.0675310213172128,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.7000000000000001,8.902308861813935e-05,0.0066609844259647,0.0,0.0008322301863189,0.0006745482301984,0.0019534395053495,0.0,0.0,0.0,0.0,3
797,797,0.0,1.0,0.0,0.0,0.0662583518930957,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.1,0.0049372521143495,0.2405827831025414,0.0,2.658893100582091e-05,0.0005325380764724,1.0783373972252396e-05,0.0,0.0,0.0,0.0,0
798,798,0.0,1.0,0.25,0.0,0.0307031498568246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.9,0.014968727832722,0.2117543623940075,0.0,0.1024705376691696,0.0350765079703198,0.0001046969671125,0.0,0.0,0.0,0.0333465465874828,1
799,799,0.0,1.0,0.25,0.0,0.0567928730512249,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0002507514662339,0.098040860423038,0.0,0.0001594201833737,3.550253843149785e-05,0.0,0.0,0.0,0.0,0.0,2
800,800,1.0,0.0,0.375,0.0,0.0381005408845052,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,0.0002518174648271,0.1344433965960436,0.0,0.001246737676964,0.0001420101537259,0.0,0.0,0.0,0.0,0.0,3
801,801,1.0,0.0,0.625,0.0,0.0339643652561247,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.7000000000000001,0.0014583872115991,0.0680908693940882,0.0,5.612633120349293e-06,7.100507686299572e-05,0.0,0.0,0.0,0.0,0.0,0
802,802,0.0,1.0,0.625,0.0,0.4112313076678333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.7000000000000001,0.0226399222429704,0.1783079330027748,0.0,0.0087011721682397,0.0023431675364788,3.389552820260477e-07,0.0,0.0,0.0,5.524455581045377e-06,1
803,803,0.0,1.0,0.625,0.0,0.4362869869551384,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.8,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,0.0010787859263206,0.1044187247422883,0.0,2.263261562758949e-05,0.0,0.0,0.0,0.0,0.0,0.0,2
804,804,1.0,0.0,0.375,0.0,0.6029271396754693,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.8,1.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.7000000000000001,0.0106153662760238,0.1265988923416978,0.0,2.103858948811636e-05,0.0,0.0,0.0,0.0,0.0,0.0,3
805,805,0.0,1.0,0.0,0.0,0.241250397709195,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.8,1.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.1,0.0021944749337091,0.1283223612172756,0.0,0.0366633455126726,0.0432775943479958,0.00111818475038,0.0,0.0,0.0,4.878739993650463e-06,0
806,806,0.0,1.0,0.625,0.0,0.1092904867960547,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6000000000000001,1.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666667,0.25,0.9,0.0283248392658956,0.2196456350539751,0.0,0.0093589874643739,0.0020946497674583,0.0003060019346073,0.0,0.0,0.0,0.0,1
807,807,0.0,1.0,0.125,0.0,0.085348393254852,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.5,0.7000000000000001,0.0421214743270641,0.0886503601159852,0.0,0.0113843957299266,0.0083430965314019,0.0030951098352706,0.0,0.0,0.0,1.4349235275442535e-06,2
808,808,0.0,1.0,0.125,0.0,0.0731784918867324,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666667,0.5,0.8,0.1020625519697563,0.0191844060266351,0.0,0.0004828749203785,0.0004615329996094,0.0,0.0014188998289096,0.0,0.0,0.0,3
809,809,0.0,1.0,0.875,0.0,0.022033089405027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666667,0.25,0.7000000000000001,0.0106188979049507,0.1556221418818056,0.0,0.0132582533179063,0.007704050839635,0.0,0.0005963162114961,0.0,0.0,0.0013370617429657,0
810,810,1.0,0.0,0.25,0.0,0.0058065542475342,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9.490874933469247e-05,0.0935572151563989,0.0,0.0003711924657188,0.0012070863066709,0.0002580943397461,0.0,0.0,0.0,0.0,1
