access_count,SEX_F,SEX_M,age_group,income_group,account_age,LIFESTAGE_1,LIFESTAGE_2,LIFESTAGE_3,LIFESTAGE_4,LIFESTAGE_5,LIFESTAGE_6,LIFESTAGE_7,LIFESTAGE_8,LIFESTAGE_9,LIFESTAGE_10,nh_level,invest_exp_group,HOLDINGS_TYPE_1.0,HOLDINGS_TYPE_2.0,HOLDINGS_TYPE_3.0,HOLDINGS_TYPE_4.0,loyalty,SECTOR_1.0,SECTOR_2.0,SECTOR_3.0,SECTOR_4.0,SECTOR_5.0,SECTOR_6.0,SECTOR_7.0,SECTOR_8.0,SECTOR_9.0,SECTOR_10.0,SECTOR_11.0,SECTOR_12.0,SECTOR_13.0,SECTOR_14.0,SECTOR_15.0,SECTOR_16.0,kr_stock_yn,overseas_stock_yn,risk_tolerance,sophistication,stock_wealth_level,trading_frequency,peak_asset_value,leverage
0.8,1,0,1,0,0.02471806,0,0,0,0,0,0,0,0,1,0,0.166666667,0.2,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0,0.7,0.00315937,0
1,0,1,0.75,0,0.820948556,0,0,0,0,1,0,0,0,0,0,0.666666667,0.8,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.5,0.1,0.103972827,0
1,0,1,0.625,0,0.150393944,0,0,0,0,1,0,0,0,0,0,0.666666667,0.4,0,0,0,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.5,0.3,0.059526179,0
0.2,1,0,0.625,0,0.125598641,0,0,0,0,1,0,0,0,0,0,0.166666667,0.6,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.1,0.004767441,0
1,0,1,0.25,0,0.055229414,0,0,1,0,0,0,0,0,0,0,0.5,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.666666667,0.5,0.9,0.050796157,0
1,1,0,0.375,0,0.045573922,0,0,0,1,0,0,0,0,0,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.333333333,0,0.7,0.001137576,0
1,1,0,0.25,0,0.044492507,0,0,0,1,0,0,0,0,0,0,0.333333333,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.333333333,0.25,0.9,0.012219047,0
0,1,0,0.125,0,0.038930944,0,1,0,0,0,0,0,0,0,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0,0.5,0.000945046,0
1,0,1,0,0,0.038004017,0,1,0,0,0,0,0,0,0,0,0.166666667,0.2,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.666666667,0.25,0.7,0.006533588,0
1,1,0,0.25,0,0.037386065,0,0,0,1,0,0,0,0,0,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.333333333,0,0.8,0.000861662,0
0.6,1,0,0.375,0,0.036922602,0,0,0,1,0,0,0,0,0,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.1,1.47E-05,0
0.6,1,0,0,0,0.036536382,0,1,0,0,0,0,0,0,0,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.1,0.001026739,0
0.6,1,0,0.625,0,0.027730573,0,0,0,0,0,1,0,0,0,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.2,0.001194579,0
0.4,1,0,0.75,0,0.579252279,0,0,0,0,1,0,0,0,0,0,0.5,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.25,0.1,0.028931068,0
1,0,1,0.125,0.285714286,0.102734435,0,1,0,0,0,0,0,0,0,0,0.666666667,0.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.666666667,0.75,0.9,0.136359091,0.318465939
1,1,0,0.625,0,0.054302487,0,0,0,0,0,1,0,0,0,0,0.333333333,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.333333333,0.25,0.7,0.01759262,0
1,0,1,0.5,0,0.049358875,0,0,0,0,1,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0,0.6,0.000392965,0
1,1,0,0.375,0,0.042947629,0,0,0,1,0,0,0,0,0,0,0.5,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.333333333,0.25,0.8,0.01164616,0
1,1,0,0.875,0,0.040862042,0,0,0,0,1,0,0,0,0,0,0.333333333,0.4,1,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.333333333,0.25,0.8,0.012881934,0
0,1,0,0,0,0.036536382,0,1,0,0,0,0,0,0,0,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.1,7.88E-05,0
0.8,0,1,1,0,0.036459138,0,0,0,0,0,0,0,0,1,0,0.166666667,0.2,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.1,0.003163826,0
1,1,0,0.375,0,0.032056234,0,0,0,1,0,0,0,0,0,0,0.166666667,0,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.333333333,0,0.6,0.005035457,0
0.8,1,0,0.125,0,0.021164839,0,0,0,0,0,0,0,0,0,0,0.166666667,0.2,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0,0.6,0.003561894,0
0.6,1,0,0.125,0,0.00942376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.001195685,0
0.2,1,0,0.5,0,0.007724394,0,0,0,0,0,0,0,1,0,0,0.166666667,0,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0,0.7,0.001186734,0
1,0,1,0.75,0,0.06357176,0,0,0,0,1,0,0,0,0,0,0.666666667,0.4,1,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.666666667,0.5,0.8,0.109723739,0
1,0,1,0.625,0,0.06318554,0,0,0,0,1,0,0,0,0,0,0.5,0.4,1,0,0,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.333333333,0.5,0.8,0.045783717,0
1,0,1,0.5,0,0.041479994,0,0,0,0,1,0,0,0,0,0,0.166666667,0.2,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.333333333,0.25,0.7,0.010915495,0
1,1,0,0.25,0,0.041093774,0,0,0,1,0,0,0,0,0,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.3,0.001382963,0
1,1,0,0.375,0,0.037540553,0,0,0,1,0,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0,0.5,0.003826663,0
1,1,0,0.375,0,0.036459138,0,0,0,1,0,0,0,0,0,0,0.5,0.2,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.666666667,0.5,1,0.043753303,0
0.8,1,0,0,0,0.035763943,0,1,0,0,0,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0,0.5,0.0022139,0
1,1,0,0.875,0,0.032674185,0,0,0,0,0,1,0,0,0,0,0.166666667,0.2,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.666666667,0,0.8,0.002829371,0
1,1,0,0.375,0,0.02394562,0,0,0,0,0,0,0,0,0,0,0.5,0.2,1,0,0,0,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.333333333,0.5,0.8,0.057099139,0
0.4,0,1,1,0,0.037926773,0,0,0,0,0,0,0,0,1,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0,0.6,0.000324897,0
0,0,1,0,0,0.152634018,1,0,0,0,0,0,0,0,0,0,0.166666667,0.6,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.25,0.1,0.008999167,0
1,0,1,0,0,0.109222926,0,1,0,0,0,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.333333333,0,0.7,0.002491575,0
1,0,1,0.25,0,0.071605129,0,0,1,0,0,0,0,0,0,0,0.333333333,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0.25,0.7,0.013913339,0
1,1,0,0.625,0,0.062953808,0,0,0,0,0,1,0,0,0,0,0.333333333,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0.25,0.7,0.014847028,0
0.8,1,0,1,0,0.043102116,0,0,0,0,0,0,0,0,1,0,0.166666667,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.25,0.1,0.006086711,0
0.6,1,0,0.375,0,0.042870385,0,0,0,1,0,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0,0.6,0.001560558,0
1,0,1,0.5,0,0.041711726,0,0,0,0,1,0,0,0,0,0,0.5,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.25,0.1,0.039839213,0
0.6,1,0,0.25,0,0.036150162,0,0,0,1,0,0,0,0,0,0,0.166666667,0.2,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0,0.7,0.00518559,0
1,0,1,0.125,0,0.034991503,0,1,0,0,0,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.333333333,0,0.8,0.003824198,0
1,0,1,0.375,0,0.021628302,0,0,1,0,0,0,0,0,0,0,0.166666667,0,1,0,0,0,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.333333333,0,0.8,0.001264084,0
0.4,0,1,0.125,0,0.021242082,0,1,0,0,0,0,0,0,0,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.333333333,0,0.6,0.000757102,0
1,0,1,0.625,0,0.01961996,0,0,0,0,1,0,0,0,0,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0,0.7,3.04E-05,0
1,1,0,1,0,0.012127298,0,0,0,0,0,0,0,0,1,0,0.333333333,0,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.333333333,0.25,0.7,0.015978342,0
1,0,1,1,0,0.603970338,0,0,0,0,0,0,0,0,1,0,0.333333333,0.2,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.666666667,0.25,0.8,0.018144166,0
1,0,1,0.875,0,0.755677429,0,0,0,0,0,0,1,0,0,0,0.666666667,0.8,1,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.666666667,0.25,0.9,0.070120792,0
1,0,1,0.75,0,0.606133169,0,0,0,0,1,0,0,0,0,0,0.666666667,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.666666667,0.75,0.9,0.156357591,0
1,1,0,0.5,0,0.176425151,0,0,0,0,0,1,0,0,0,0,0.166666667,0.2,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.333333333,0,0.7,0.003547808,0
0.6,0,1,0.5,0,0.048895412,0,0,0,0,1,0,0,0,0,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.1,0.000246068,0
1,1,0,0.625,0,0.04140275,0,0,0,0,1,0,0,0,0,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0,0.8,0.001444389,0
1,1,0,0.25,0,0.040553067,0,0,0,1,0,0,0,0,0,0,0.166666667,0.2,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.333333333,0,0.7,0.001370892,0
1,1,0,0.375,0,0.039935115,0,0,0,1,0,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.333333333,0.25,0.7,0.007660369,0
1,1,0,0.75,0,0.039626139,0,0,0,0,1,0,0,0,0,0,0.166666667,0.2,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0,0.6,0.001804916,0
0.8,1,0,1,0,0.039085432,0,0,0,0,0,0,0,0,1,0,0.666666667,0.2,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.333333333,0.5,0.7,0.212774629,0
0.2,1,0,0.875,0,0.036459138,0,0,0,0,1,0,0,0,0,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.1,0.000281343,0
0.6,1,0,0.625,0,0.029507184,0,0,0,0,1,0,0,0,0,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0,0.5,0.000218296,0
1,0,1,0.5,0,0.024640816,0,0,0,0,0,0,1,0,0,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.333333333,0,0.6,0.000419236,0
0.6,1,0,0.25,0,0.023559401,0,0,0,1,0,0,0,0,0,0,0.166666667,0.2,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0,0.6,0.005321139,0
1,0,1,1,0,0.798934034,0,0,0,0,0,0,0,0,1,0,0.5,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.666666667,0.5,1,0.035550524,0
1,0,1,0.5,0,0.256527113,0,0,0,0,1,0,0,0,0,0,0.666666667,0.8,1,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.333333333,0.75,0.8,0.189777162,0
1,0,1,0.25,0,0.174185076,0,0,1,0,0,0,0,0,0,0,0.166666667,0.6,1,0,0,0,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.333333333,0.25,0.8,0.014637797,0
1,0,1,0.625,0,0.118801174,0,0,0,0,1,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.333333333,0.25,0.9,0.010525388,0
0.8,1,0,0.25,0,0.108991194,0,0,0,1,0,0,0,0,0,0,0.666666667,0.6,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.75,0.1,0.131681088,0
1,0,1,0.25,0,0.073845203,0,0,1,0,0,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.00381173,0
0.6,0,1,0,0,0.055229414,0,1,0,0,0,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.333333333,0,0.7,0.004034199,0
1,1,0,0.5,0,0.053221072,0,0,0,0,1,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0,0.8,0.01006435,0
1,1,0,0.625,0,0.044569751,0,0,0,0,0,1,0,0,0,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.666666667,0.25,0.9,0.006270099,0
1,1,0,0.625,0,0.027807817,0,0,0,0,0,0,0,1,0,0,0.166666667,0.2,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0.25,0.6,0.007905822,0
1,0,1,0.375,0,0.017920593,0,0,1,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.333333333,0.5,0.9,0.04535428,0
0.6,0,1,0.875,0,0.360960915,0,0,0,0,1,0,0,0,0,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0,0.6,5.81E-05,0
1,1,0,0.75,0,0.408774911,0,0,0,0,1,0,0,0,0,0,0.333333333,1,0,0,0,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.333333333,0.25,0.7,0.035036401,0
1,0,1,0.625,0,0.489417581,0,0,0,0,0,0,1,0,0,0,0.5,0.4,1,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.666666667,0.25,0.9,0.025460654,0
1,1,0,0.375,0.285714286,0.496987486,0,0,0,1,0,0,0,0,0,0,0.666666667,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.666666667,0.5,0.8,0.112605476,0.572743022
1,0,1,0.875,0,0.376332458,0,0,0,0,1,0,0,0,0,0,0.666666667,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.666666667,0.75,0.7,0.195669331,0.066374276
1,0,1,0.25,0,0.133709254,0,0,1,0,0,0,0,0,0,0,0.5,0.6,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.5,0.2,0.047841975,0
0.4,1,0,0.625,0,0.065657346,0,0,0,0,1,0,0,0,0,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.1,0.0001177,0
1,0,1,0.125,0,0.060095782,0,1,0,0,0,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.666666667,0,0.8,0.003044855,0
1,1,0,0.125,0,0.039085432,0,1,0,0,0,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.333333333,0,0.7,0.003045492,0
0.4,0,1,0.875,0,0.037926773,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.145740724,0
0.2,0,1,0.5,0,0.02610845,0,0,0,0,1,0,0,0,0,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.1,0.00711002,0
1,0,1,0,0,0.013517689,0,1,0,0,0,0,0,0,0,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.666666667,0,0.8,0.002681407,0
1,0,1,1,0,0.660744632,0,0,0,0,0,0,0,0,1,0,0.833333333,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.666666667,0.75,0.9,0.404856933,0
1,0,1,0.5,0,0.370461919,0,0,0,0,1,0,0,0,0,0,0.5,0.8,1,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.666666667,0.5,0.8,0.091149921,0
1,1,0,0.125,0,0.057392245,0,1,0,0,0,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.333333333,0.25,0.8,0.008735325,0
0.8,1,0,0.375,0,0.056928781,0,0,0,1,0,0,0,0,0,0,0.333333333,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0.25,0.7,0.019264395,0
1,1,0,0.25,0,0.054225243,0,0,0,1,0,0,0,0,0,0,0.333333333,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.333333333,0.25,0.7,0.030554112,0
1,1,0,0,0,0.04356558,0,1,0,0,0,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.666666667,0.25,0.9,0.009397025,0
0,0,1,0.625,0,0.038544724,0,0,0,0,0,0,1,0,0,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.1,4.06E-05,0
1,0,1,0.625,0,0.031438282,0,0,0,0,0,0,1,0,0,0,0.5,0.2,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.666666667,0.25,1,0.008725669,0
0.4,1,0,0.5,0,0.012668006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.000650643,0
1,0,1,0.375,0,0.012281786,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0.25,0.7,0.006034568,0
0,1,0,0.125,0,0.615634173,0,1,0,0,0,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0,0.7,0.010029394,0
1,1,0,0.5,0,0.33987332,0,0,0,0,0,1,0,0,0,0,0.333333333,1,1,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.333333333,0.25,0.7,0.020180146,0
1,0,1,0.25,0,0.01961996,0,0,1,0,0,0,0,0,0,0,0.333333333,0.2,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.5,0.1,0.068501617,0
1,1,0,0.5,0,0.113857562,0,0,0,0,1,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.333333333,0.25,0.8,0.011644812,0
1,1,0,0.25,0,0.06573459,0,0,0,1,0,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.1,0.001252792,0
0.8,0,1,0.375,0,0.045805654,0,0,1,0,0,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.333333333,0.25,0.7,0.00610878,0
1,0,1,0.375,0,0.045110459,0,0,1,0,0,0,0,0,0,0,0.333333333,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0.25,0.6,0.033077146,0
1,1,0,0.125,0,0.043411092,0,1,0,0,0,0,0,0,0,0,0.166666667,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.333333333,0.25,0.8,0.004858801,0
1,1,0,0.875,0,0.03669087,0,0,0,0,0,1,0,0,0,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.1,0.001422105,0
1,1,0,0.875,0,0.036536382,0,0,0,0,0,1,0,0,0,0,0.333333333,0.2,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.333333333,0.25,0.9,0.014369591,0
1,1,0,1,0,0.025181523,0,0,0,0,0,0,0,0,1,0,0.5,0.2,1,0,0,0,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.666666667,0.5,0.9,0.049765964,0
0.4,1,0,0,0,0.024486328,1,0,0,0,0,0,0,0,0,0,0.166666667,0.2,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.1,0.004816325,0
1,1,0,0.5,0,0.023250425,0,0,0,0,1,0,0,0,0,0,0.166666667,0.2,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.333333333,0,0.7,0.002332969,0
1,1,0,0.875,0,0.017843349,0,0,0,0,1,0,0,0,0,0,0.166666667,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.666666667,0.25,0.9,0.0122989,0
0.8,0,1,1,0,0.581337865,0,0,0,0,0,0,0,0,1,0,0.333333333,1,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0.25,0.6,0.034595339,0
1,0,1,0.625,0,0.653869921,0,0,0,0,0,0,1,0,0,0,0.5,0.4,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333,0.5,0.7,0.067941764,0
1,1,0,1,0,0.377104897,0,0,0,0,0,0,0,0,1,0,0.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.666666667,0.5,1,0.047186113,0
1,1,0,0.25,0,0.05082651,0,0,0,1,0,0,0,0,0,0,0.333333333,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.333333333,0.25,0.8,0.017285142,0
0.6,1,0,1,0,0.04827746,0,0,0,0,0,0,0,0,1,0,0.166666667,0.4,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.1,0.003456349,0
0.4,0,1,0.375,0,0.041943457,0,0,1,0,0,0,0,0,0,0,0.166666667,0.2,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.3,0.001323511,0
