,index,Unnamed: 0,act_no,access_count,SEX_F,SEX_M,age_group,income_group,account_age,LIFESTAGE_1,LIFESTAGE_2,LIFESTAGE_3,LIFESTAGE_4,LIFESTAGE_5,LIFESTAGE_6,LIFESTAGE_7,LIFESTAGE_8,LIFESTAGE_9,LIFESTAGE_10,nh_level,invest_exp_group,HOLDINGS_TYPE_1.0,HOLDINGS_TYPE_2.0,HOLDINGS_TYPE_3.0,HOLDINGS_TYPE_4.0,loyalty,SECTOR_1.0,SECTOR_2.0,SECTOR_3.0,SECTOR_4.0,SECTOR_5.0,SECTOR_6.0,SECTOR_7.0,SECTOR_8.0,SECTOR_9.0,SECTOR_10.0,SECTOR_11.0,SECTOR_12.0,SECTOR_13.0,SECTOR_14.0,SECTOR_15.0,SECTOR_16.0,kr_stock_yn,overseas_stock_yn,risk_tolerance,sophistication,stock_wealth_level,trading_frequency,peak_asset_value,value_weighted_volatility,leverage,TOTAL_DURATION,TOTAL_VIEW_CNT,TOTAL_FOREIGN,TOTAL_ADV,TOTAL_AI,TOTAL_NTP,TOTAL_MAT
1845,2204,2204,2510,2,0,1,6,1,337,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,282190,45.98187521,0,2928681,27,0,0,0,0,0
1846,2205,2205,2511,5,1,0,7,1,227,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,10,2773579,57.37585239,0,935226,76,0,0,0,0,512
1847,2206,2206,2512,3,0,1,5,1,3280,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,922800,57.50306848,0,7952,2,0,0,0,0,0
1848,2207,2207,2513,6,1,0,8,1,847,0,0,0,0,1,0,0,0,0,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,28292610,23.93801495,0,14964627,671,2336053,0,0,0,118
1849,2208,2208,2514,6,0,1,4,1,665,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,10,438050,79.86238791,0,26431725,1620,108074,120049,323926,0,40
1850,2212,2212,2518,6,1,0,6,2,608,0,0,0,0,0,1,0,0,0,0,4,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,3,8,31056081,42.92454386,103615000,2513384,71,303,0,0,0,210
1851,2213,2213,2519,5,1,0,4,1,600,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,760547,39.67690154,0,378250,38,21210,0,2121,0,105
1852,2214,2214,2520,6,1,0,7,1,585,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,6,144054,39.6676,0,134929,18,0,0,0,0,0
1853,2215,2215,2521,3,1,0,7,1,582,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,840350,65.22303506,0,1097093,2,0,0,0,0,0
1854,2216,2216,2522,6,1,0,8,1,580,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,9,26546440,29.66758459,0,130154,2,0,0,0,0,0
1855,2217,2217,2524,6,0,1,9,1,9792,0,0,0,0,0,0,0,0,1,0,4,5,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,8,57699892,32.85186877,0,50063401,685,0,0,0,0,0
1856,2218,2218,2525,6,0,1,5,1,924,0,0,0,0,0,0,1,0,0,0,7,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,4,2,110815889,49.77447316,0,4503305,85,0,0,0,0,0
1857,2219,2219,2526,6,1,0,9,1,659,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,3075226,24.797,0,259304,40,0,0,0,278,0
1858,2220,2220,2527,6,1,0,6,1,604,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,3,17851419,34.75877259,0,155243,55,187,0,0,0,0
1859,2221,2221,2528,6,0,1,4,1,597,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,8,5418365,66.29790058,0,20614510,570,7561,0,0,0,17731
1860,2222,2222,2529,6,1,0,5,1,581,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,9,3911198,35.02747972,0,56467084,695,4822,0,0,0,307
1861,2225,2225,2536,6,0,1,6,1,845,0,0,0,0,0,0,1,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,10,10851139,52.45332042,0,2088375,78,0,0,0,0,1562103
1862,2226,2226,2537,4,1,0,4,1,785,0,0,0,1,0,0,0,0,0,0,4,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,3,8,34499448,50.42287551,0,10472,1,0,0,0,0,0
1863,2227,2227,2539,6,0,1,2,1,681,0,1,0,0,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,8,26470599,35.09825462,0,160416,29,0,0,0,0,0
1864,2228,2228,2540,2,1,0,4,1,654,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,6,5321570,24.41084548,0,12982,3,0,0,0,0,0
1865,2229,2229,2541,6,1,0,2,1,650,0,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,9,14670993,62.17100597,0,996375,67,0,0,0,0,14807
1866,2230,2230,2542,4,1,0,4,1,620,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,5424697,23.21618478,0,116337,7,0,0,0,123,0
1867,2232,2232,2544,4,1,0,8,1,520,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,877329,23.90505201,0,39071,5,0,0,0,0,0
1868,2233,2233,2545,6,1,0,5,1,238,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,2,8,7549348,41.50998358,0,2493162,499,660547,0,0,0,184
1869,2234,2234,2546,6,1,0,2,1,5014,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,2,5117337,67.2533523,0,13175,5,1719,0,0,0,64
1870,2235,2235,2547,6,0,1,7,1,1593,0,0,0,0,1,0,0,0,0,0,3,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,25530995,16.5608,0,32543,1,0,0,0,0,0
1871,2236,2236,2548,6,1,0,5,1,1131,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,10,16639316,64.99287118,0,25465123,875,467089,107913,0,0,286458
1872,2237,2237,2549,4,1,0,8,1,860,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,6,5653494,21.58574798,0,9049,2,0,0,0,0,0
1873,2238,2238,2550,4,0,1,3,1,659,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,7,10802573,18.90395326,0,18296,6,0,0,0,0,0
1874,2239,2239,2551,1,0,1,4,1,623,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,123563,33.0853,0,8045,2,0,0,0,0,0
1875,2241,2241,2553,6,0,1,3,1,514,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,2,11,19589965,71.62766619,0,307531107,11004,557,13078,0,0,6166491
1876,2242,2242,2554,4,0,1,8,1,444,0,0,0,0,1,0,0,0,0,0,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,8,10438823,8.895112231,0,187887,4,0,0,0,0,0
1877,2243,2243,2557,6,0,1,6,1,7184,0,0,0,0,1,0,0,0,0,0,3,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,8,11383200,33.3178,0,27840,15,302,0,0,132,5504
1878,2244,2244,2558,6,1,0,5,1,3948,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,4207762,38.3584693,0,378231,63,0,0,0,0,42
1879,2245,2245,2559,6,0,1,5,1,3936,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,2144403,25.82000294,0,626087602,17319,1008944,0,0,0,97888
1880,2246,2246,2560,2,0,1,8,1,1337,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,2,6,6887111,23.81181007,0,122321,6,0,0,0,0,18
1881,2247,2247,2561,6,1,0,6,1,905,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,4709816,27.8755,0,11,1,0,0,0,0,0
1882,2248,2248,2562,6,1,0,8,1,732,0,0,0,0,0,1,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,3021851,36.19151222,0,124199,9,0,0,0,0,0
1883,2249,2249,2563,6,1,0,2,1,626,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,4,3479695,29.06896382,0,20157,2,0,0,0,0,23
1884,2250,2250,2564,6,1,0,3,1,562,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,9,6448595,48.46745084,0,1418257,77,0,1,0,0,340
1885,2252,2252,2566,6,1,0,3,1,456,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,2,1376593,22.60290043,0,2558003,60,450,0,0,0,0
1886,2253,2253,2567,4,0,1,8,1,178,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,5966,44.966,0,2474,5,42,42,0,0,23
1887,2254,2254,2570,6,1,0,9,1,2607,0,0,0,0,0,0,0,0,1,0,4,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,3,8,68237689,22.81867051,0,8880132,310,0,0,0,0,1013
1888,2255,2255,2571,6,1,0,1,1,920,0,1,0,0,0,0,0,0,0,0,6,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,9,40122645,30.33825087,0,1327638,66,10518,0,0,260,483
1889,2256,2256,2572,6,1,0,3,1,893,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,9,8412325,45.25483162,0,972110,26,1092,0,0,0,0
1890,2257,2257,2573,3,1,0,3,1,835,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,533211,22.74402093,0,9227,5,203,0,0,0,0
1891,2258,2258,2574,4,1,0,1,1,564,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,213600,28.58949882,0,20669,1,0,0,0,0,0
1892,2259,2259,2575,6,0,1,1,1,533,1,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,3850152,33.96904714,0,407937,22,5727,0,0,0,0
1893,2260,2260,2577,6,0,1,3,1,344,0,0,1,0,0,0,0,0,0,0,4,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3,9,47076178,40.20225291,0,64976930,1655,13989770,6942,0,0,91485
1894,2261,2261,2578,3,1,0,7,1,163,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,2,1,8,3006957,25.54625105,0,544495,255,54,0,0,0,0
1895,2262,2262,2579,4,0,1,9,1,824,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,974680,24.797,0,754,1,0,0,0,0,0
1896,2263,2263,2580,6,0,1,8,1,7473,0,0,0,0,1,0,0,0,0,0,4,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,3,8,47287335,64.48032853,28330000,9642781,949,0,0,0,0,893
1897,2264,2264,2581,6,1,0,5,1,4755,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,2,9,8374491,24.40554346,0,1004736,257,261,38,0,0,772
1898,2265,2265,2582,3,0,1,2,1,1449,0,1,0,0,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,9731867,31.87667328,0,106040,2,0,0,0,0,0
1899,2266,2266,2583,6,1,0,2,1,929,0,1,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,8,14795014,29.05566626,0,146401,26,36113,0,0,0,0
1900,2267,2267,2584,6,0,1,9,1,598,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,2176609,52.9397,0,111910,4,0,0,0,0,0
1901,2268,2268,2585,6,1,0,2,1,585,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,9,5284746,39.35952301,0,1855221,83,114140,1714,0,0,40
1902,2269,2269,2586,6,1,0,4,1,584,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,168403,63.54437228,0,141628,7,98,0,0,0,0
1903,2270,2270,2587,6,1,0,9,1,425,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,681631,40.4772,0,50545,16,8248,0,0,0,0
1904,2272,2272,2589,2,1,0,5,1,5411,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,149664,90.62410808,0,126803,19,0,0,0,0,16153
1905,2273,2273,2590,6,0,1,7,1,8885,0,0,0,0,1,0,0,0,0,0,5,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,4,3,113789528,35.91202187,0,54807,5,44643,0,0,0,0
1906,2274,2274,2591,6,0,1,6,1,8313,0,0,0,0,0,0,1,0,0,0,3,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,11003367,70.7232869,0,43796224,1960,2214257,0,0,0,1495456
1907,2275,2275,2592,6,1,0,5,1,6874,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,9,14708046,23.16606071,0,6154884,96,286,0,0,0,25
1908,2276,2276,2593,6,0,1,7,1,1193,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,7770480,44.95964561,0,584022,7,0,0,0,0,0
1909,2277,2277,2594,6,1,0,9,1,884,0,0,0,0,0,0,0,0,1,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,8,82773318,36.0231973,0,29581,1,0,0,0,0,0
1910,2278,2278,2595,6,1,0,5,1,799,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,13575387,30.76239913,0,53094,53,0,0,0,0,25109
1911,2279,2279,2596,5,0,1,5,1,612,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,849281,25.14022499,0,5853,1,0,0,0,0,0
1912,2280,2280,2597,6,0,1,5,1,597,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,2169105,48.18711493,0,258499,10,0,0,0,0,17
1913,2281,2281,2598,6,1,0,3,1,564,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,5513730,33.50371311,0,98695941,1993,5138918,0,0,0,6069
1914,2282,2282,2599,6,0,1,5,1,548,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,2586223,31.43016261,0,649615,19,0,0,0,0,0
1915,2283,2283,2600,5,1,0,1,1,383,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,3,426021,32.0117,0,348,8,317,0,0,0,0
1916,2285,2285,2602,6,0,1,4,1,5117,0,0,1,0,0,0,0,0,0,0,2,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,1033139,66.7652,0,107490,6,199,0,0,0,0
1917,2286,2286,2603,6,1,0,5,1,921,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,4,9013781,61.37651848,0,6439185,44,0,0,0,0,0
1918,2287,2287,2604,6,1,0,5,1,994,0,0,0,0,1,0,0,0,0,0,5,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,3,4,95998972,34.50970424,0,4025454,173,218889,0,0,0,23121
1919,2288,2288,2605,5,1,0,2,1,936,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,3454359,40.4450464,0,53367,3,0,0,0,0,0
1920,2291,2291,2608,6,0,1,7,1,627,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,2,8,5094947,27.8234375,0,9935818,598,2702790,427168,0,262,2644
1921,2292,2292,2609,6,1,0,6,1,567,0,0,0,0,1,0,0,0,0,0,3,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,3,3,35174933,34.41421498,0,548891,78,128411,0,0,142779,0
1922,2293,2293,2610,5,1,0,3,1,462,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,2475889,32.0117,0,5287290,211,4372066,0,0,1628,0
1923,2295,2295,2613,6,0,1,9,1,8325,0,0,0,0,0,0,0,0,1,0,2,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,6,3303269,62.855,0,41944943,1218,30943,2398,0,0,974
1924,2297,2297,2615,6,1,0,4,1,850,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,9,10296938,47.08867,0,1040760,23,0,0,0,0,0
1925,2298,2298,2616,6,0,1,6,1,849,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,6,1753441,59.23323374,0,796101,231,4177,0,0,0,137
1926,2299,2299,2617,6,1,0,5,1,712,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,904807,40.90952372,0,1481072,11,0,0,0,0,0
1927,2300,2300,2618,6,1,0,5,1,587,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,7695345,33.90438311,0,447055,8,0,0,0,0,0
1928,2301,2301,2619,5,1,0,1,1,582,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,1167091,22.59478131,0,483319,22,352987,0,0,0,0
1929,2303,2303,2621,2,0,1,2,1,525,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,6,245001,30.75800571,0,19593,2,0,0,0,0,0
1930,2304,2304,2622,6,1,0,3,1,473,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,2,1,9,1002511,30.42147924,0,300376,42,2353,0,0,0,45
1931,2306,2306,2624,6,0,1,6,1,1604,0,0,0,0,1,0,0,0,0,0,3,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,9,25399287,38.54119433,0,16617550,476,12706,23320,0,0,0
1932,2307,2307,2625,6,1,0,7,1,868,0,0,0,0,1,0,0,0,0,0,5,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,10,147354576,37.18800417,0,2492375,144,0,0,0,0,0
1933,2308,2308,2626,6,1,0,2,1,748,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,1010420,27.52823443,0,478112,45,0,0,0,0,9977
1934,2310,2310,2628,5,1,0,4,1,632,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,96736,59.4872,0,125,1,0,0,0,0,0
1935,2311,2311,2629,6,1,0,8,1,632,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,915009,31.8204,0,1202088,199,0,0,0,0,0
1936,2312,2312,2630,6,1,0,9,1,627,0,0,0,0,0,0,0,0,1,0,4,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,8,71832651,39.15966875,0,1538923,249,0,0,0,0,27
1937,2313,2313,2631,6,1,0,8,1,604,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,8,16450162,30.41157035,0,638363,43,322715,0,0,0,0
1938,2314,2314,2632,5,1,0,1,1,297,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,527796,44.13076425,0,170706,31,143,0,0,0,0
1939,2316,2316,2635,6,0,1,9,1,1694,0,0,0,0,0,0,0,0,1,0,4,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,8,42297861,30.02102693,0,1689985,299,187,0,0,0,82
1940,2317,2317,2636,6,1,0,7,1,2048,0,0,0,0,1,0,0,0,0,0,4,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,9,33694473,38.90651737,0,11838947,202,6908,0,0,0,0
1941,2318,2318,2637,6,0,1,4,1,1802,0,0,1,0,0,0,0,0,0,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3,10,60871946,40.54804036,0,22162025,965,5927799,0,5344,0,21996
1942,2319,2319,2638,6,1,0,6,1,817,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,8,3400496,60.18398135,0,9052381,752,58166,0,0,0,1656
1943,2320,2320,2639,6,0,1,2,1,780,0,1,0,0,0,0,0,0,0,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,3,4,66211097,23.74988874,0,686374,39,153183,15763,0,0,0
1944,2324,2324,2643,6,1,0,4,1,514,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,2457604,24.75657011,0,2669,1,0,0,0,0,0
1945,2325,2325,2644,6,0,1,2,1,427,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,10,2222432,48.0860857,0,84400774,3145,4492626,0,0,0,36686
1946,2326,2326,2645,6,0,1,1,1,1491,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,8,2240548,42.94501517,0,1219478,97,360277,20937,2379,9623,66
1947,2327,2327,2646,6,0,1,7,1,630,0,0,0,0,1,0,0,0,0,0,5,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,8,142845257,51.1596464,0,22833534,779,323,0,0,0,150137
