,Unnamed: 0,act_no,mts_mm_access_type,tot_aet_tld_rnd_202201,tot_aet_tld_rnd_202202,tot_aet_tld_rnd_202203,tot_aet_tld_rnd_202204,tot_aet_tld_rnd_202205,tot_aet_tld_rnd_202206
2325,2325,2087,10100,3611214.0,3640219.0,3726369.0,3603023.0,3576296.0,3072561
2326,2326,2088,101000,74048.0,72848.0,70348.0,68509.0,68870.0,58470
2327,2327,2089,111111,9568084.0,10041494.0,13365533.0,12313160.0,12951174.0,12309833
2328,2328,2090,111111,1923861.0,2067554.0,1931797.0,1766097.0,1818708.0,1534877
2329,2329,2091,111111,8052094.0,9792654.0,21055101.0,20989211.0,23305447.0,18568887
2330,2330,7681,101000,27649610.0,25709610.0,28919610.0,25936878.0,23168878.0,18358878
2331,2331,7682,111101,28081643.0,28993206.0,38098360.0,31529820.0,30207990.0,44156429
2332,2332,7683,111111,14587807.0,15666915.0,14545558.0,13584521.0,12927172.0,10255843
2333,2333,7684,111111,9412069.0,8043744.0,8051044.0,8139445.0,8114608.0,7281308
2334,2334,7685,111111,44446531.0,33871276.0,34796318.0,33738586.0,32335363.0,27343669
2335,2335,7686,111111,592803.0,627203.0,635403.0,989553.0,1006000.0,932510
2336,2336,7687,111111,1035063.0,1053238.0,1045088.0,1151693.0,1224278.0,1037078
2337,2337,7688,111111,455662.0,455365.0,471414.0,496073.0,458395.0,407407
2338,2338,7689,101111,4306816.0,4147816.0,4112966.0,4137993.0,4250321.0,3791181
2339,2339,7690,100101,748945.0,774895.0,810195.0,799449.0,748749.0,649299
2340,2340,7691,11,,,,,3575224.0,3000107
2341,2341,2183,111111,160573475.0,166672324.0,169588526.0,167669604.0,165680781.0,154317087
2342,2342,2184,111111,19513351.0,19382753.0,22554327.0,22311213.0,21147288.0,16929868
2343,2343,2185,110100,10331160.0,11833500.0,14014980.0,13582800.0,13253520.0,11216100
2344,2344,2186,111111,15611827.0,16138967.0,17756347.0,17684774.0,17013769.0,13377959
2345,2345,2187,111011,4547636.0,4556040.0,4767960.0,4366950.0,4283118.0,3533540
2346,2346,2188,111111,83378241.0,77590780.0,71955548.0,101288314.0,67897202.0,81619134
2347,2347,2189,111111,5991872.0,5895962.0,5794825.0,5913705.0,6074528.0,5235392
2348,2348,2190,111111,3020247.0,2958075.0,2855835.0,2984499.0,3931087.0,3991147
2349,2349,2191,111111,19486042.0,22710631.0,23682658.0,18910053.0,18439522.0,17368435
2350,2350,2192,110000,4266066.0,4263625.0,4551414.0,3935728.0,3769918.0,3827807
2351,2351,2193,11101,,0.0,21501.0,20910.0,30675.0,24091
2352,2352,1905,111111,22691968.0,19113631.0,27594270.0,92603227.0,126496437.0,108416596
2353,2353,1906,111111,258307887.0,271973226.0,285230113.0,279029114.0,255395128.0,273775030
2354,2354,1907,110101,1318338.0,1286815.0,1639916.0,1422217.0,1253976.0,1162729
2355,2355,1908,111111,106498453.0,75520984.0,125445734.0,82279724.0,103479774.0,61740328
2356,2356,1909,101010,2393422.0,2573174.0,2866566.0,2399441.0,1887109.0,1231327
2357,2357,1910,111,203896.0,203947.0,205320.0,249653.0,196801.0,159931
2358,2358,1911,111111,2367340.0,2719240.0,12109001.0,20764365.0,21156584.0,15981969
2359,2359,1912,11111,727227.0,749667.0,735317.0,746104.0,961354.0,815832
2360,2360,1913,100100,1649265.0,1708353.0,1775454.0,1617296.0,1583947.0,1327078
2361,2361,1914,10100,23530787.0,22750192.0,23246277.0,24327105.0,24526920.0,23087110
2362,2362,1915,111101,12929468.0,14098943.0,15233192.0,13877512.0,14617692.0,13970976
2363,2363,2392,11111,74565678.0,73041671.0,72331191.0,52145775.0,49272482.0,41767664
2364,2364,2393,110101,304021.0,228000.0,263100.0,274336.0,232636.0,237136
2365,2365,2394,111111,57570713.0,58790657.0,64651569.0,58941292.0,58102768.0,46990758
2366,2366,2395,111111,31277406.0,32665926.0,33842397.0,38301180.0,36990439.0,30473336
2367,2367,2396,111111,8769280.0,18231017.0,41426608.0,38420525.0,35505299.0,32720501
2368,2368,2397,111110,7393665.0,7537842.0,7711225.0,7158438.0,7043278.0,5931748
2369,2369,2398,111111,4015366.0,4317140.0,4495903.0,4249037.0,3924719.0,3574307
2370,2370,2399,111110,3328821.0,3292021.0,3240821.0,3142735.0,3134663.0,2664400
2371,2371,2400,111111,8697282.0,8671082.0,9526932.0,9002913.0,9170434.0,7856734
2372,2372,2401,111111,11432831.0,11517308.0,10598088.0,12264231.0,12063051.0,10656672
2373,2373,2402,11,,,,,20344401.0,19652331
2374,2374,2667,111111,437174611.0,471711605.0,461945199.0,406736424.0,380603796.0,302030595
2375,2375,2668,111111,31524831.0,35153364.0,36502120.0,37860320.0,37830068.0,33790459
2376,2376,2669,111111,4941145.0,1717461.0,1816031.0,1800219.0,1809786.0,704335
2377,2377,2670,111111,36804078.0,36866967.0,38219959.0,28600374.0,28006100.0,30422847
2378,2378,2671,111111,7272269.0,13364394.0,15037711.0,19113710.0,20290647.0,20586484
2379,2379,2672,111111,8644830.0,8505780.0,8215935.0,7996362.0,8032059.0,6825979
2380,2380,2673,100011,10641705.0,10567389.0,10754333.0,10345825.0,10177224.0,9727643
2381,2381,2674,111111,3457192.0,3559902.0,3780456.0,3641533.0,3566641.0,3018892
2382,2382,2675,111111,9137049.0,9481809.0,9820729.0,9623119.0,9377541.0,8283321
2383,2383,2676,101011,480415.0,514545.0,599280.0,602063.0,725305.0,564256
2384,2384,2677,111111,1361871.0,1380471.0,1377771.0,1300006.0,1290877.0,1077477
2385,2385,2414,111111,4353639.0,14322337.0,14067334.0,13812153.0,13846712.0,12023519
2386,2386,2415,111111,19222935.0,18220990.0,18832052.0,18686798.0,18835389.0,15611463
2387,2387,2416,110100,163151417.0,156322063.0,159364744.0,208972913.0,197108173.0,192597869
2388,2388,2417,111111,391337345.0,415972988.0,433312591.0,440319571.0,302784595.0,75498410
2389,2389,2418,110111,8284044.0,11210736.0,11622931.0,14651610.0,14388523.0,14992640
2390,2390,2419,111111,19.0,19.0,19.0,2836053.0,5590084.0,1573250
2391,2391,2420,10110,300427.0,295627.0,285627.0,278276.0,279725.0,238136
2392,2392,2421,111110,900004.0,1041004.0,1215004.0,1099593.0,850000.0,699000
2393,2393,2422,100000,31068.0,38318.0,36418.0,41279.0,37479.0,33479
2394,2394,2423,11111,,2129648.0,2868400.0,1747813.0,1584621.0,828400
2395,2395,2424,111100,49805923.0,45365923.0,49500923.0,45992933.0,42272933.0,32317933
2396,2396,2260,111111,163118175.0,177613557.0,179896114.0,182067011.0,179641637.0,164309477
2397,2397,2261,111111,1238480.0,1242860.0,1908371.0,1255079.0,1241940.0,1450817
2398,2398,2262,111111,33194398.0,34037155.0,34547578.0,33289772.0,32567105.0,27959980
2399,2399,2263,111111,13330220.0,13025788.0,12622058.0,12382905.0,12379704.0,3480030
2400,2400,2264,111010,1582395.0,1561033.0,1648989.0,1523763.0,1481293.0,1439166
2401,2401,2265,111110,2464448.0,2364300.0,694400.0,729600.0,672000.0,435840
2402,2402,2266,111111,4467784.0,4463834.0,4457384.0,4407020.0,4557164.0,3045162
2403,2403,2267,111111,168892761.0,189116082.0,206942367.0,200910780.0,197449524.0,168602481
2404,2404,2268,10100,125600.0,152000.0,175400.0,181200.0,153400.0,156400
2405,2405,2269,110001,193033.0,221442.0,267775.0,272197.0,251347.0,253597
2406,2406,2270,1000,20983551.0,21432561.0,26995296.0,24126624.0,20709159.0,18339384
2407,2407,2304,111111,14697825.0,14959375.0,17026042.0,16370915.0,15833990.0,14537815
2408,2408,2305,111111,26057600.0,24863300.0,25481165.0,21041060.0,25503815.0,0
2409,2409,2306,111111,4500114.0,4569394.0,4537723.0,4530543.0,4111786.0,3890206
2410,2410,2307,111111,186489255.0,172339571.0,170145919.0,165241438.0,166428370.0,132829616
2411,2411,2308,111111,4055700.0,4376030.0,4916580.0,4783276.0,4821986.0,4242295
2412,2412,2309,111111,1403222.0,1569058.0,1755868.0,1508780.0,3004957.0,2310118
2413,2413,2310,111111,46200.0,266971.0,3136701.0,0.0,4247349.0,8723743
2414,2414,2311,110100,3555659.0,3504131.0,3375363.0,3262222.0,3283404.0,2797547
2415,2415,2312,111111,24076418.0,27858809.0,30162685.0,26943195.0,27383631.0,23584734
2416,2416,2313,111101,1644764.0,1867204.0,2047124.0,1679741.0,1633527.0,1245545
2417,2417,2314,111111,11963388.0,12384670.0,14625290.0,13095143.0,13202783.0,12027983
2418,2418,7582,110110,907531.0,819031.0,837031.0,700111.0,766111.0,598861
2419,2419,7583,111111,1628404.0,1545300.0,1630862.0,1669805.0,1632659.0,1347422
2420,2420,7584,111111,183040795.0,155565050.0,150520915.0,154039860.0,148705499.0,130373787
2421,2421,7585,1111,,,,,10000.0,10000
2422,2422,7586,111111,2274755.0,2283710.0,2274657.0,2112212.0,2092400.0,1761600
2423,2423,7587,111111,9120391.0,8295000.0,8176300.0,7602000.0,5506200.0,3270800
2424,2424,7588,111111,8013339.0,8298902.0,9123201.0,9315906.0,8550397.0,6982709
2425,2425,7589,111111,671981.0,692789.0,684999.0,783915.0,777281.0,663281
2426,2426,7590,100,3619.0,3801.0,5812.0,4709.0,5282.0,3168
2427,2427,7591,111,,,,7994407.0,8062621.0,7892821
2428,2428,7592,111,,,,2986509.0,895094.0,990571
2429,2429,7294,100000,1677424.0,1522224.0,1443724.0,1427121.0,1560926.0,1370926
2430,2430,7295,110111,290.0,290.0,290.0,1199060.0,1199060.0,1199060
2431,2431,7296,111111,4154213.0,4169763.0,4410273.0,4085899.0,3738159.0,2996959
2432,2432,7297,10100,14026644.0,14038734.0,14051375.0,14065029.0,67914.0,68008
2433,2433,7298,1,,,,,,4543
2434,2434,7299,100110,7279334.0,7266258.0,7289370.0,5059527.0,2983682.0,2527616
2435,2435,7300,111000,7287.0,7683.0,23025.0,22179.0,20066.0,21238
2436,2436,7301,111111,4389677.0,4708747.0,4982709.0,4831385.0,4768845.0,4022366
2437,2437,7302,111100,10000.0,67008.0,87402.0,87501.0,87616.0,87735
2438,2438,7303,111111,0.0,71835.0,172204.0,173185.0,193340.0,385473
2439,2439,7304,111000,0.0,0.0,33485.0,33492.0,33492.0,34742
2440,2440,2359,111111,16958188.0,18057170.0,18841787.0,18751465.0,20327466.0,17468782
2441,2441,2360,101000,1516168.0,1495655.0,1868172.0,1750808.0,1768291.0,1496505
2442,2442,2361,111111,4112484.0,4092484.0,4168484.0,4063689.0,4063689.0,199689
2443,2443,2362,111111,2723408.0,2876408.0,3092408.0,3247618.0,2968618.0,3282218
2444,2444,2363,11101,56080.0,48640.0,50480.0,43040.0,43920.0,34080
2445,2445,2364,111111,17682032.0,18604101.0,19836875.0,19600527.0,19790210.0,16128344
2446,2446,2365,111111,5147056.0,7866439.0,8104009.0,7697441.0,7483823.0,6244716
2447,2447,2366,111111,28561089.0,29691999.0,30674021.0,34763765.0,33913668.0,28076748
2448,2448,2367,110000,3065019.0,3333379.0,3259841.0,3306931.0,3341033.0,3169724
2449,2449,2368,111100,5387379.0,5269764.0,5337194.0,3555070.0,3453326.0,3041479
2450,2450,2369,11101,,10000.0,30093248.0,29798772.0,29878772.0,27378772
2451,2451,2524,111111,56145005.0,57699892.0,57041635.0,55445836.0,55890402.0,42486239
2452,2452,2525,111111,97119834.0,98116744.0,110815889.0,102666183.0,108480358.0,96531113
2453,2453,2526,111111,2994260.0,2985544.0,2846358.0,2991417.0,3075226.0,2640286
2454,2454,2527,111111,17489871.0,17851419.0,17182372.0,16241426.0,16380446.0,13790118
2455,2455,2528,111111,5418365.0,1920574.0,1708464.0,1477827.0,1663707.0,1364502
2456,2456,2529,111111,3232549.0,3504649.0,3668059.0,3911198.0,3747908.0,3047248
2457,2457,2530,111101,3306848.0,3122322.0,3243493.0,3145913.0,2885875.0,2390432
2458,2458,2531,111101,2270283.0,104795.0,21806.0,18205.0,16028.0,16933
2459,2459,2532,111110,3472253.0,3440776.0,3431269.0,3650625.0,3646759.0,3224682
2460,2460,2533,111001,19341.0,76546.0,101113.0,100356.0,100013.0,99289
2461,2461,2534,11001,,5051.0,5436.0,4075.0,4460.0,4047
2462,2462,7637,111111,45488954.0,45829436.0,47332925.0,44753846.0,45067613.0,40689723
2463,2463,7638,111111,942648.0,891435.0,936060.0,708682.0,544330.0,394600
2464,2464,7639,111111,198104424.0,187209441.0,191128940.0,177134826.0,188478502.0,169194148
2465,2465,7640,101101,8297440.0,8471040.0,8324240.0,8225368.0,8181019.0,7109819
2466,2466,7641,111111,1683195.0,1773850.0,1956629.0,1884358.0,1820921.0,1596365
2467,2467,7642,111011,901797.0,944367.0,942303.0,918542.0,922874.0,798074
2468,2468,7643,101000,673716.0,620989.0,644614.0,569846.0,612779.0,509479
2469,2469,7644,101010,9099170.0,8952879.0,8647999.0,8417008.0,8454477.0,7185925
2470,2470,7645,111111,153335.0,732015.0,737396.0,1036565.0,1050165.0,894165
2471,2471,7646,111111,24829815.0,24471698.0,29250919.0,24204070.0,22386528.0,20616791
2472,2472,7647,11101,2333.0,2526.0,403169.0,396437.0,396909.0,365378
2473,2473,7790,111111,19436022.0,19321749.0,19863945.0,19550031.0,18981375.0,18340797
2474,2474,7791,111111,1349286.0,1410086.0,2251510.0,2637274.0,1890567.0,999713
2475,2475,7792,111110,617039.0,546209.0,604607.0,554446.0,543386.0,464446
2476,2476,7793,111111,44037500.0,38421187.0,50731321.0,200385032.0,347121353.0,330038375
2477,2477,7794,111111,76410.0,74810.0,79770.0,83773.0,81453.0,73373
2478,2478,7795,100000,10000.0,20000.0,10000.0,10002.0,65002.0,10002
2479,2479,7796,110010,3419903.0,3604903.0,4249903.0,3873765.0,3878765.0,3643765
2480,2480,7797,110101,129860.0,133530.0,138650.0,150970.0,149720.0,111341
2481,2481,7798,11111,,1010000.0,984970.0,963091.0,966701.0,862701
2482,2482,7799,111,,,,1019056.0,1033750.0,900842
2483,2483,7800,100100,4918653.0,5110333.0,5315563.0,5239257.0,5022527.0,4410907
2484,2484,7626,111111,15530409.0,15158969.0,14977379.0,14802074.0,14711452.0,12433982
2485,2485,7627,111111,96562153.0,96962999.0,138113392.0,131015396.0,128991791.0,116730906
2486,2486,7628,111111,15036334.0,15950990.0,16566367.0,17420361.0,16499576.0,15463705
2487,2487,7629,111111,10493108.0,10583352.0,11147831.0,10784000.0,10784000.0,9234000
2488,2488,7630,111111,1518796.0,1493176.0,1613903.0,1159545.0,1059492.0,917403
2489,2489,7631,111111,5232715.0,55555344.0,54880453.0,90828407.0,89694437.0,73503646
2490,2490,7632,111111,33619166.0,33026877.0,32468877.0,31685641.0,32072407.0,27873921
2491,2491,7633,111111,8376808.0,7915698.0,10374493.0,9523530.0,10899065.0,10504193
2492,2492,7634,111010,88874255.0,81630107.0,88001620.0,87963326.0,86365582.0,82044850
2493,2493,7635,1000,513818.0,539368.0,563095.0,566715.0,539678.0,540779
2494,2494,7636,111111,504579.0,266528.0,280853.0,263632.0,260218.0,247594
2495,2495,2612,111111,121559207.0,120200505.0,122534453.0,123075119.0,127724823.0,117278662
2496,2496,2613,111111,2833319.0,3062269.0,3303269.0,3109269.0,2914069.0,2374829
2497,2497,2614,100,2485250.0,2672450.0,2522700.0,2326050.0,2390300.0,1999700
2498,2498,2615,111111,8484990.0,9284920.0,9338345.0,9198929.0,10296938.0,8841765
2499,2499,2616,111111,1634276.0,1753441.0,1578591.0,1562190.0,1375290.0,988890
2500,2500,2617,111111,776714.0,747914.0,798576.0,904807.0,887737.0,817062
2501,2501,2618,111111,7695345.0,5611062.0,5575227.0,4636843.0,4508343.0,3429843
2502,2502,2619,111101,534319.0,538915.0,1167091.0,1125014.0,1124831.0,953760
2503,2503,2620,10000,277474.0,320846.0,313536.0,316139.0,299479.0,269219
2504,2504,2621,110000,245001.0,190000.0,219250.0,226513.0,191763.0,195513
2505,2505,2622,111111,799318.0,806543.0,833541.0,937594.0,1002511.0,912811
2506,2506,7713,111111,21111397.0,28456471.0,29157191.0,26509878.0,20425238.0,15175238
2507,2507,7714,111111,84828.0,86358.0,84788.0,81779.0,81585.0,68920
2508,2508,7715,111101,610665.0,645955.0,665345.0,615755.0,623515.0,606985
2509,2509,7716,111111,5188298.0,5405477.0,9161330.0,9845712.0,10543750.0,9016035
2510,2510,7717,111111,2013626.0,1999356.0,2101033.0,2168922.0,2182792.0,1950284
2511,2511,7718,110010,16801600.0,16505353.0,16935608.0,15684999.0,15251200.0,13791991
2512,2512,7719,10100,147734.0,162284.0,165234.0,168622.0,164422.0,160322
2513,2513,7720,101110,1167608.0,1159208.0,1171108.0,1221184.0,1224794.0,1120794
2514,2514,7721,11001,346019.0,671538.0,683038.0,699871.0,711093.0,693303
2515,2515,7722,110110,4440169.0,4383219.0,4750044.0,4549781.0,4380756.0,4178601
2516,2516,7723,11,,,,,408804.0,338812
2517,2517,2370,111111,93194.0,93894.0,64074.0,55957.0,53717.0,42517
2518,2518,2371,111111,19026972.0,20044702.0,21410426.0,21486545.0,20630865.0,18400052
2519,2519,2372,110000,863090.0,821090.0,874090.0,819092.0,807592.0,640292
2520,2520,2373,111111,29983132.0,28887204.0,28262239.0,33872806.0,23252220.0,23485982
2521,2521,2374,11101,,299400.0,285400.0,276644.0,278088.0,236488
2522,2522,2375,110011,1894809.0,1997309.0,1899809.0,1782649.0,1297500.0,1095000
2523,2523,2376,111111,1927651.0,2083051.0,2255710.0,2280156.0,2456788.0,2079458
2524,2524,2377,11111,15260583.0,14728363.0,15235028.0,15600418.0,15189772.0,12613472
2525,2525,2378,111111,248131.0,255481.0,287681.0,284181.0,243581.0,191081
2526,2526,2379,111111,260611.0,264162.0,275546.0,231289.0,218911.0,161683
2527,2527,2380,111111,10845000.0,110996378.0,125386451.0,126071877.0,130023644.0,117861500
2528,2528,2092,111111,14037699.0,17879024.0,31848414.0,30988336.0,36559457.0,31916807
2529,2529,2093,111001,412777.0,413779.0,443920.0,426436.0,435674.0,416123
2530,2530,2094,100000,9013476.0,9694596.0,11198736.0,9694598.0,9595268.0,7651238
2531,2531,2095,1111,7.0,7.0,1911900.0,3957371.0,4892348.0,4210546
2532,2532,2096,111111,4336014.0,4364662.0,4307281.0,4204354.0,4179033.0,3586952
2533,2533,2097,111111,6301178.0,5150100.0,5200567.0,5102655.0,5078528.0,4538638
2534,2534,2098,111111,28349230.0,32138118.0,32321013.0,30949834.0,30675625.0,25521685
2535,2535,2099,111111,52371371.0,51332822.0,73585151.0,69084600.0,65186802.0,53220444
2536,2536,2100,111110,794758.0,1097248.0,1089285.0,863885.0,821885.0,617485
2537,2537,2101,101111,7790474.0,7741524.0,7753194.0,7423372.0,7362392.0,6437932
2538,2538,2102,111111,1514497.0,2019757.0,2008747.0,1985145.0,1981471.0,1761971
2539,2539,2700,111101,93167770.0,83754377.0,80610463.0,78893030.0,82715759.0,75955745
2540,2540,2701,111111,7173282.0,8819826.0,7009510.0,6560952.0,6859037.0,5556823
2541,2541,2702,101000,30184025.0,33414525.0,37816525.0,31939462.0,30200013.0,24839563
2542,2542,2703,111111,24291596.0,23943076.0,23736076.0,24635238.0,25043886.0,21428452
2543,2543,2704,111111,972037.0,912432.0,754708.0,681348.0,713443.0,700605
2544,2544,2705,1101,2860275.0,2850915.0,3337728.0,3171429.0,3247541.0,2779877
2545,2545,2706,10011,104700.0,126600.0,134850.0,121200.0,108900.0,79650
2546,2546,2707,111111,3619.0,3801.0,5812.0,4709.0,5282.0,3168
2547,2547,2708,110000,88000.0,89550.0,17500.0,20831.0,16631.0,12531
2548,2548,2709,1111,,,1522460.0,1552981.0,1578981.0,1250731
2549,2549,2710,111110,1865859.0,1890459.0,2038709.0,2205670.0,2034220.0,1762230
2550,2550,2172,11111,3015534507.0,3115848133.0,3198561684.0,3350941641.0,3395772761.0,3146989336
2551,2551,2173,111111,1663909.0,3232809.0,3083999.0,2916547.0,1793150.0,1493420
2552,2552,2174,111111,1911327.0,2263827.0,2311516.0,1748875.0,1943790.0,1606589
2553,2553,2175,111111,3283290.0,3209155.0,3094755.0,2991213.0,3510051.0,2995331
2554,2554,2176,111111,2696543.0,4362920.0,6126030.0,7819475.0,7801274.0,6258010
2555,2555,2177,11101,2617962.0,2668487.0,2698850.0,2727743.0,2792684.0,2780976
2556,2556,2178,11,1240950.0,1244350.0,1210050.0,1163041.0,1644074.0,1458628
2557,2557,2179,111111,3402215.0,4704502.0,5107587.0,8612058.0,2958760.0,3241459
2558,2558,2180,111111,49100827.0,48101869.0,78792760.0,61554952.0,60976423.0,53481413
2559,2559,2181,11000,865359.0,1053841.0,1088936.0,1171074.0,1114576.0,937012
2560,2560,2182,111111,0.0,0.0,0.0,0.0,5000.0,5000
2561,2561,2557,111111,9399200.0,10490400.0,11135200.0,11383200.0,10750800.0,10111500
2562,2562,2558,111111,2418190.0,2314150.0,2898000.0,2849784.0,4207762.0,3498527
2563,2563,2559,111111,2124890.0,2144403.0,2070418.0,1956042.0,1923180.0,1577218
2564,2564,2560,110,6713972.0,6619358.0,6887111.0,6595224.0,6110836.0,5803673
2565,2565,2561,111111,4505109.0,4519009.0,4685809.0,4709816.0,4278916.0,3417116
2566,2566,2562,111111,2741116.0,2793700.0,3021851.0,2542751.0,2391211.0,2962141
2567,2567,2563,111111,3479695.0,3447830.0,3419310.0,3295856.0,3206916.0,2748601
2568,2568,2564,111111,6448595.0,6252700.0,6310400.0,5088475.0,4846430.0,4026920
2569,2569,2565,10010,933360.0,925759.0,954174.0,925626.0,930631.0,892205
2570,2570,2566,111111,1376593.0,1359049.0,1311010.0,1274686.0,1276075.0,1082318
2571,2571,2567,1111,,,0.0,5966.0,5232.0,5042
2572,2572,2502,111111,14852511.0,14762421.0,14766759.0,14776145.0,14402802.0,12737777
2573,2573,2503,111111,1120639.0,1393916.0,1503062.0,2435553.0,2625243.0,2692612
2574,2574,2504,111111,43150460.0,44164900.0,46452080.0,49505299.0,48776389.0,0
2575,2575,2505,111111,224005.0,238505.0,260005.0,208255.0,216505.0,197005
2576,2576,2506,111111,11509371.0,10482918.0,10206213.0,10582448.0,9801555.0,8443204
2577,2577,2507,111111,22690787.0,22636672.0,24097430.0,22712905.0,21841923.0,18001430
2578,2578,2508,110000,4754390.0,2482442.0,2404942.0,2321420.0,2364065.0,2146565
2579,2579,2509,111111,7537144.0,8238247.0,7864592.0,7326780.0,7600669.0,6929730
2580,2580,2510,100100,268880.0,252430.0,268180.0,282190.0,273440.0,210090
2581,2581,2511,11111,,2773579.0,2106610.0,1060132.0,1526613.0,1238189
2582,2582,2512,11001,125600.0,152000.0,911600.0,922800.0,900400.0,854800
2583,2583,2205,111111,62485193.0,61336620.0,65136908.0,66846610.0,67928382.0,62429637
2584,2584,2206,111111,37895760.0,39340530.0,40531160.0,33886285.0,33559965.0,31950567
2585,2585,2207,111100,3821634.0,4173942.0,2931214.0,2705547.0,2599747.0,2243797
2586,2586,2208,111111,35145087.0,34925177.0,35903123.0,36367009.0,36691873.0,30411926
2587,2587,2209,111111,4820446.0,6080803.0,9951128.0,9221179.0,9068335.0,8517302
2588,2588,2210,111110,6952971.0,6862658.0,6926984.0,6878249.0,6835942.0,6168388
2589,2589,2211,111111,6569490.0,7276660.0,7919550.0,7776033.0,2745249.0,3713353
2590,2590,2212,111111,81530000.0,81110000.0,87540000.0,86516856.0,87108151.0,72806551
2591,2591,2213,110000,1289800.0,1373600.0,1482600.0,1306457.0,1259623.0,1046223
2592,2592,2214,111111,375074.0,371561.0,564873.0,547109.0,547582.0,487230
2593,2593,2215,111000,98301.0,99851.0,130337.0,133699.0,129499.0,125399
2594,2594,7702,111111,48425931.0,49151697.0,52752812.0,48946982.0,48017099.0,41486203
2595,2595,7703,111111,16583830.0,16148361.0,17861539.0,15278398.0,14502196.0,11378527
2596,2596,7704,111111,2966406.0,3038306.0,3106606.0,2751300.0,2784400.0,2030500
2597,2597,7705,111111,4255404.0,511687.0,668855.0,662372.0,686172.0,5245297
2598,2598,7706,101100,3537387.0,3483823.0,3361461.0,3264579.0,3284914.0,2792596
2599,2599,7707,111010,117211.0,135721.0,133381.0,133866.0,134696.0,125956
2600,2600,7708,111011,2102513.0,2280463.0,2543763.0,2375186.0,2343666.0,1916006
2601,2601,7709,111111,6924324.0,5152570.0,5265310.0,4609846.0,4463119.0,3751862
2602,2602,7710,111111,28705834.0,28645608.0,29244189.0,23100925.0,31567716.0,20082550
2603,2603,7711,111111,13252696.0,14469571.0,15444807.0,17337122.0,17805890.0,14749684
2604,2604,7712,111110,65963.0,66620.0,73783.0,67834.0,67227.0,53222
2605,2605,2634,101000,257278.0,238606.0,255735.0,240396.0,256334.0,235078
2606,2606,2635,111111,28344141.0,42297861.0,29879819.0,29245119.0,29164996.0,26453802
2607,2607,2636,111111,27216781.0,31174575.0,33694473.0,30846140.0,29657729.0,25027069
2608,2608,2637,111111,54892366.0,59811634.0,60871946.0,21908115.0,21690542.0,17876900
2609,2609,2638,111111,3400496.0,2960406.0,3040869.0,2569712.0,2648793.0,2453239
2610,2610,2639,111111,46200769.0,53013715.0,66211097.0,50140029.0,51662372.0,45201657
2611,2611,2640,110000,10455.0,10815.0,10995.0,10196.0,10146.0,8656
2612,2612,2641,100000,115423.0,123923.0,126923.0,127423.0,126423.0,98523
2613,2613,2642,111111,1466000.0,1442000.0,1392000.0,1348000.0,1348000.0,1140000
2614,2614,2643,111111,2457604.0,2437692.0,2357726.0,2239070.0,2298925.0,1994593
2615,2615,2644,111111,2181984.0,1991562.0,2222432.0,2218773.0,2196408.0,1934958
2616,2616,2689,1100,74707821.0,75204171.0,73675571.0,82161624.0,79322254.0,65559104
2617,2617,2690,111110,7399213.0,7161513.0,6811213.0,5832265.0,6171282.0,4816682
2618,2618,2691,1100,27473454.0,26979414.0,30087054.0,16710870.0,15824490.0,13008930
2619,2619,2692,111111,14527636.0,14766342.0,14652911.0,10715704.0,6011702.0,5227614
2620,2620,2693,111111,4343572.0,4164872.0,4171172.0,4209159.0,3836900.0,3467500
2621,2621,2694,111111,29571664.0,29764113.0,31100470.0,32565152.0,31233743.0,32146453
2622,2622,2695,111111,3569545.0,4213607.0,3910570.0,4041584.0,3711408.0,2876886
2623,2623,2696,111111,602046.0,626249.0,743814.0,701316.0,638205.0,1107597
2624,2624,2697,111111,3388946.0,2531208.0,2196887.0,1798768.0,1461135.0,2473282
2625,2625,2698,100000,46758.0,45383.0,48023.0,49014.0,48794.0,39884
2626,2626,2699,111111,8065856.0,11053276.0,14672666.0,14201075.0,13440355.0,11786715
2627,2627,7724,111111,45655719.0,47746550.0,64162497.0,55354138.0,64072881.0,57040902
2628,2628,7725,111111,3746565.0,4117135.0,4212815.0,4318237.0,4663182.0,4123082
2629,2629,7726,111111,11472569.0,12540519.0,12971119.0,13233415.0,13358878.0,11673752
2630,2630,7727,111111,14156309.0,14151754.0,14298986.0,13920139.0,13281759.0,11616866
2631,2631,7728,110100,4398000.0,4326000.0,4176000.0,4044000.0,4044000.0,3420000
2632,2632,7729,1100,3678049.0,3537047.0,3371560.0,3448607.0,3821830.0,4362984
2633,2633,7730,100,3679000.0,3809000.0,3926000.0,3919500.0,3776500.0,3276000
2634,2634,7731,1100,125600.0,152000.0,175400.0,181200.0,153400.0,156400
2635,2635,7732,111111,3229615.0,3448991.0,3732735.0,3560106.0,3433552.0,3024578
2636,2636,7733,111111,7438508.0,7229768.0,6950798.0,12807880.0,12801816.0,11026283
2637,2637,7734,100100,1063847.0,1000847.0,1081847.0,943557.0,834657.0,703257
2638,2638,2469,111111,34065562.0,35375663.0,36637299.0,37575864.0,39075530.0,31841433
2639,2639,2470,111111,236081308.0,237274521.0,239402063.0,231989908.0,239141996.0,220262684
2640,2640,2471,111110,2140667.0,1872025.0,521030.0,129847.0,131452.0,113042
