,Unnamed: 0,act_no,value_weighted_volatility,leverage
2164,2164,2164.0,21.4687,0.0
2165,2165,2165.0,24.797,0.0
2166,2166,2166.0,28.392267328524657,0.0
2167,2167,2167.0,49.775800000000004,0.0
2168,2168,2168.0,94.88041391646736,0.0
2169,2169,2169.0,67.09559999999999,0.0
2170,2170,2170.0,24.7304270156438,0.0
2171,2171,2171.0,97.62579999999998,0.0
2172,2172,2172.0,27.68977105453655,0.0
2173,2173,2173.0,53.70881976286616,0.0
2174,2174,2174.0,75.33742585563726,0.0
2175,2175,2175.0,25.359945624470132,0.0
2176,2176,2176.0,40.66186686041278,0.0
2177,2177,2177.0,33.83506169927277,0.0
2178,2178,2178.0,26.203028458236204,0.0
2179,2179,2179.0,25.84426482320943,0.0
2180,2180,2180.0,32.63447617818408,0.0
2181,2181,2181.0,30.204870965387315,0.0
2182,2182,2182.0,_,0.0
2183,2183,2183.0,31.938237301970034,0.0
2184,2184,2184.0,49.286839580331865,0.0
2185,2185,2185.0,40.1154299514594,0.0
2186,2186,2186.0,53.57592629608295,0.0
2187,2187,2187.0,28.03004104781942,0.0
2188,2188,2188.0,61.92517639515693,74686300.0
2189,2189,2189.0,21.4687,0.0
2190,2190,2190.0,22.130812343038016,0.0
2191,2191,2191.0,97.03823533617206,0.0
2192,2192,2192.0,23.793645475135843,0.0
2193,2193,2193.0,4.148185954912911,0.0
2194,2194,2194.0,10.083464654028884,0.0
2195,2195,2195.0,27.53836691158456,0.0
2196,2196,2196.0,36.97509618950893,0.0
2197,2197,2197.0,_,0.0
2198,2198,2198.0,26.944831279845697,0.0
2199,2199,2199.0,45.86808550047809,0.0
2200,2200,2200.0,63.16463779257615,0.0
2201,2201,2201.0,37.499738042234256,0.0
2202,2202,2202.0,21.4687,0.0
2203,2203,2203.0,_,0.0
2204,2204,2204.0,40.21720451916226,0.0
2205,2205,2205.0,36.243986973051335,0.0
2206,2206,2206.0,31.052618155744902,0.0
2207,2207,2207.0,38.74841845675222,0.0
2208,2208,2208.0,37.16055298538718,0.0
2209,2209,2209.0,25.068908597620545,0.0
2210,2210,2210.0,26.453985636761256,0.0
2211,2211,2211.0,26.587549294462814,0.0
2212,2212,2212.0,22.299763960545693,0.0
2213,2213,2213.0,28.689037775023237,0.0
2214,2214,2214.0,21.97999961094098,0.0
2215,2215,2215.0,0.0,0.0
2216,2216,2216.0,22.38219486573443,0.0
2217,2217,2217.0,41.38160891458669,0.0
2218,2218,2218.0,51.92187793752389,0.0
2219,2219,2219.0,44.971147817248124,0.0
2220,2220,2220.0,31.813461704720833,0.0
2221,2221,2221.0,66.67412745047595,0.0
2222,2222,2222.0,51.9815,0.0
2223,2223,2223.0,23.31236232901121,0.0
2224,2224,2224.0,44.11628466822866,0.0
2225,2225,2225.0,0.0,0.0
2226,2226,2226.0,0.0,0.0
2227,2227,2227.0,36.57215248343957,0.0
2228,2228,2228.0,43.563064904632775,0.0
2229,2229,2229.0,21.531470783595832,0.0
2230,2230,2230.0,49.4952651757471,0.0
2231,2231,2231.0,40.517616832084514,0.0
2232,2232,2232.0,32.96515528636471,0.0
2233,2233,2233.0,39.621645112498,0.0
2234,2234,2234.0,0.0,0.0
2235,2235,2235.0,32.51244382813971,0.0
2236,2236,2236.0,25.347261036151064,0.0
2237,2237,2237.0,_,0.0
2238,2238,2238.0,52.05791761550123,0.0
2239,2239,2239.0,64.28487431283885,0.0
2240,2240,2240.0,21.350556072749196,0.0
2241,2241,2241.0,21.4687,0.0
2242,2242,2242.0,18.873792867132867,0.0
2243,2243,2243.0,42.234856355247906,0.0
2244,2244,2244.0,44.18274498058999,0.0
2245,2245,2245.0,31.435844530506035,0.0
2246,2246,2246.0,41.9128,0.0
2247,2247,2247.0,12.331724833710819,0.0
2248,2248,2248.0,0.0,0.0
2249,2249,2249.0,53.31573248574959,0.0
2250,2250,2250.0,39.80509649477785,0.0
2251,2251,2251.0,38.90093747300662,0.0
2252,2252,2252.0,23.400921995026376,0.0
2253,2253,2253.0,86.1889601074903,0.0
2254,2254,2254.0,18.844810248930727,0.0
2255,2255,2255.0,60.48662794467505,0.0
2256,2256,2256.0,62.02967379470916,0.0
2257,2257,2257.0,29.18718869089099,0.0
2258,2258,2258.0,21.4687,0.0
2259,2259,2259.0,0.0,0.0
2260,2260,2260.0,47.433489630911005,0.0
2261,2261,2261.0,0.0,0.0
2262,2262,2262.0,34.250223034403966,0.0
2263,2263,2263.0,35.39630096201319,0.0
2264,2264,2264.0,_,0.0
2265,2265,2265.0,103.74010000000001,0.0
2266,2266,2266.0,33.44291360450036,0.0
2267,2267,2267.0,62.344172630097084,0.0
2268,2268,2268.0,31.417199999999998,0.0
2269,2269,2269.0,29.479686660410245,0.0
2270,2270,2270.0,45.65379999999999,0.0
2271,2271,2271.0,33.50933806997939,0.0
2272,2272,2272.0,42.96724764168332,0.0
2273,2273,2273.0,32.34108579314283,0.0
2274,2274,2274.0,31.148349101914658,0.0
2275,2275,2275.0,41.16649333317182,0.0
2276,2276,2276.0,21.955503029184566,0.0
2277,2277,2277.0,60.14355140186915,0.0
2278,2278,2278.0,21.4687,0.0
2279,2279,2279.0,56.02190617871489,0.0
2280,2280,2280.0,_,0.0
2281,2281,2281.0,0.0,0.0
2282,2282,2282.0,59.54035061913185,0.0
2283,2283,2283.0,45.685176872897095,0.0
2284,2284,2284.0,26.98423721851012,0.0
2285,2285,2285.0,61.346119885324505,0.0
2286,2286,2286.0,38.41791072999619,0.0
2287,2287,2287.0,37.996692057050495,0.0
2288,2288,2288.0,33.05321358290326,0.0
2289,2289,2289.0,13.722309961107005,0.0
2290,2290,2290.0,_,0.0
2291,2291,2291.0,26.91718297447786,0.0
2292,2292,2292.0,56.336,0.0
2293,2293,2293.0,55.02234191706589,0.0
2294,2294,2294.0,_,0.0
2295,2295,2295.0,28.007650969055184,0.0
2296,2296,2296.0,16.06773026296351,0.0
2297,2297,2297.0,32.03791835609485,0.0
2298,2298,2298.0,55.496399999999994,0.0
2299,2299,2299.0,50.573651516898536,0.0
2300,2300,2300.0,51.35273030191695,0.0
2301,2301,2301.0,22.642939036675184,0.0
2302,2302,2302.0,21.4687,0.0
2303,2303,2303.0,32.11245190390363,0.0
2304,2304,2304.0,29.18448006700428,0.0
2305,2305,2305.0,61.98396244977542,0.0
2306,2306,2306.0,57.295251135158374,0.0
2307,2307,2307.0,45.00331924558877,0.0
2308,2308,2308.0,21.517525182363396,0.0
2309,2309,2309.0,31.335726485995636,0.0
2310,2310,2310.0,52.82102166023987,0.0
2311,2311,2311.0,21.785010237255168,0.0
2312,2312,2312.0,58.01592055646746,0.0
2313,2313,2313.0,30.530876713171857,0.0
2314,2314,2314.0,29.754789725233454,0.0
2315,2315,2315.0,28.95474605375516,0.0
2316,2316,2316.0,62.47781456523073,0.0
2317,2317,2317.0,52.02644428427494,348175000.0
2318,2318,2318.0,32.411004987365054,0.0
2319,2319,2319.0,48.2142512433303,0.0
2320,2320,2320.0,30.86942700428895,0.0
2321,2321,2321.0,21.751291205510903,0.0
2322,2322,2322.0,51.62499641275968,0.0
2323,2323,2323.0,50.58539999999999,0.0
2324,2324,2324.0,10.125893288972378,0.0
2325,2325,2325.0,_,0.0
2326,2326,2326.0,28.714968343638667,0.0
2327,2327,2327.0,30.147107839479357,0.0
2328,2328,2328.0,49.775800000000004,0.0
2329,2329,2329.0,62.4755,0.0
2330,2330,2330.0,0.0,0.0
2331,2331,2331.0,22.44778518089624,0.0
2332,2332,2332.0,37.44895830145246,0.0
2333,2333,2333.0,_,0.0
2334,2334,2334.0,21.4687,0.0
2335,2335,2335.0,32.0117,0.0
2336,2336,2336.0,67.02162985235111,0.0
2337,2337,2337.0,0.0,0.0
2338,2338,2338.0,56.113628094997964,0.0
2339,2339,2339.0,0.0,0.0
2340,2340,2340.0,54.68887340799885,0.0
2341,2341,2341.0,149.87542164288132,0.0
2342,2342,2342.0,21.4687,0.0
2343,2343,2343.0,30.093878752542654,0.0
2344,2344,2344.0,51.1182,0.0
2345,2345,2345.0,40.704077882979114,0.0
2346,2346,2346.0,29.649050905440753,0.0
2347,2347,2347.0,58.14119918397818,0.0
2348,2348,2348.0,28.54930376129184,0.0
2349,2349,2349.0,23.196579324163768,0.0
2350,2350,2350.0,23.967423751102718,0.0
2351,2351,2351.0,40.24042002499331,0.0
2352,2352,2352.0,27.77989116829586,0.0
2353,2353,2353.0,44.84578438898755,0.0
2354,2354,2354.0,37.80252800868322,0.0
2355,2355,2355.0,37.13934385320072,0.0
2356,2356,2356.0,32.0117,0.0
2357,2357,2357.0,67.09559999999999,0.0
2358,2358,2358.0,73.33155695367456,0.0
2359,2359,2359.0,37.24785785715155,0.0
2360,2360,2360.0,44.106890776923315,0.0
2361,2361,2361.0,115.4057,0.0
2362,2362,2362.0,50.964262681251306,0.0
2363,2363,2363.0,62.295300000000005,0.0
2364,2364,2364.0,33.09347684431063,0.0
2365,2365,2365.0,36.50679222983253,0.0
2366,2366,2366.0,36.206294997006935,0.0
2367,2367,2367.0,22.59249441393378,0.0
2368,2368,2368.0,34.10408510853299,0.0
2369,2369,2369.0,21.4687,0.0
2370,2370,2370.0,79.3589,0.0
2371,2371,2371.0,39.84583251797657,0.0
2372,2372,2372.0,56.274834124853164,0.0
2373,2373,2373.0,35.009461332862195,22845000.0
2374,2374,2374.0,21.4687,0.0
2375,2375,2375.0,44.7241,0.0
2376,2376,2376.0,41.93077721289992,0.0
2377,2377,2377.0,123.16448943918436,0.0
2378,2378,2378.0,40.6195,0.0
2379,2379,2379.0,21.4687,0.0
2380,2380,2380.0,19.205919787897137,0.0
2381,2381,2381.0,92.12189999999998,0.0
2382,2382,2382.0,24.012747361006703,0.0
2383,2383,2383.0,46.66839682316791,0.0
2384,2384,2384.0,35.55623512373903,0.0
2385,2385,2385.0,45.60332034888449,0.0
2386,2386,2386.0,59.06937190356501,0.0
2387,2387,2387.0,35.011280731563104,0.0
2388,2388,2388.0,19.16149929905397,0.0
2389,2389,2389.0,_,0.0
2390,2390,2390.0,93.77350887449097,0.0
2391,2391,2391.0,70.6785,0.0
2392,2392,2392.0,62.783336648125754,0.0
2393,2393,2393.0,32.75475861703537,0.0
2394,2394,2394.0,48.47264102260931,0.0
2395,2395,2395.0,49.81831238561708,0.0
2396,2396,2396.0,60.02398013018329,0.0
2397,2397,2397.0,25.304532965580353,0.0
2398,2398,2398.0,27.82649705634596,0.0
2399,2399,2399.0,22.532601167286117,0.0
2400,2400,2400.0,24.797,0.0
2401,2401,2401.0,40.42423848280661,0.0
2402,2402,2402.0,21.51898117984003,0.0
2403,2403,2403.0,21.4687,0.0
2404,2404,2404.0,31.015841477325772,0.0
2405,2405,2405.0,49.65180475113809,0.0
2406,2406,2406.0,31.45999638490923,0.0
2407,2407,2407.0,23.692615351151815,0.0
2408,2408,2408.0,33.873560633239485,0.0
2409,2409,2409.0,63.2613193586835,51275181.0
2410,2410,2410.0,42.02448453386087,0.0
2411,2411,2411.0,7.105993652096788,0.0
2412,2412,2412.0,46.3826499144107,0.0
2413,2413,2413.0,49.775800000000004,0.0
2414,2414,2414.0,26.37559781072548,0.0
2415,2415,2415.0,31.657300653294598,0.0
2416,2416,2416.0,32.204720325126715,0.0
2417,2417,2417.0,31.61816189449819,0.0
2418,2418,2418.0,32.796399455295,0.0
2419,2419,2419.0,71.57192507632068,0.0
2420,2420,2420.0,21.4687,0.0
2421,2421,2421.0,32.0117,0.0
2422,2422,2422.0,41.9128,0.0
2423,2423,2423.0,138.27621826141748,0.0
2424,2424,2424.0,51.601966023209734,0.0
2425,2425,2425.0,36.911591867781716,0.0
2426,2426,2426.0,52.0463,0.0
2427,2427,2427.0,65.94208418959302,0.0
2428,2428,2428.0,22.95883640385116,0.0
2429,2429,2429.0,39.42647716397588,0.0
2430,2430,2430.0,44.05105950454946,0.0
2431,2431,2431.0,0.0,0.0
2432,2432,2432.0,16.18911761215286,0.0
2433,2433,2433.0,0.0,0.0
2434,2434,2434.0,27.153373897570788,0.0
2435,2435,2435.0,51.4708,0.0
2436,2436,2436.0,88.28273647690368,0.0
2437,2437,2437.0,26.58867604250895,0.0
2438,2438,2438.0,31.952061118716184,0.0
2439,2439,2439.0,18.235300000000002,0.0
2440,2440,2440.0,59.563811159270685,0.0
2441,2441,2441.0,41.97961817154558,0.0
2442,2442,2442.0,21.676967755734985,0.0
2443,2443,2443.0,37.30336189291891,0.0
2444,2444,2444.0,38.2312457523598,0.0
2445,2445,2445.0,42.336139916606,0.0
2446,2446,2446.0,131.1595964143817,0.0
2447,2447,2447.0,0.0,0.0
2448,2448,2448.0,82.68877417414384,0.0
2449,2449,2449.0,22.86877450633942,0.0
2450,2450,2450.0,44.611635348480654,0.0
2451,2451,2451.0,37.257860471629925,0.0
2452,2452,2452.0,18.745307693869705,0.0
2453,2453,2453.0,39.0731,0.0
2454,2454,2454.0,_,0.0
2455,2455,2455.0,103.2658,0.0
2456,2456,2456.0,46.9314,0.0
2457,2457,2457.0,44.43022212055754,0.0
2458,2458,2458.0,65.36876113480074,0.0
2459,2459,2459.0,34.85158982343408,622476057.0
2460,2460,2460.0,28.434119641445697,0.0
2461,2461,2461.0,43.30210372680417,0.0
2462,2462,2462.0,57.43443304390436,0.0
2463,2463,2463.0,69.63773432576431,0.0
2464,2464,2464.0,22.313904909530294,0.0
2465,2465,2465.0,26.522092164971653,0.0
2466,2466,2466.0,51.59518440287144,0.0
2467,2467,2467.0,21.4687,0.0
2468,2468,2468.0,35.15871731157408,0.0
2469,2469,2469.0,17.19406359963194,0.0
2470,2470,2470.0,29.867447281022475,0.0
2471,2471,2471.0,53.44746992198349,0.0
2472,2472,2472.0,42.58616816701678,0.0
2473,2473,2473.0,31.29136323260073,0.0
2474,2474,2474.0,87.75665065427847,0.0
2475,2475,2475.0,33.36859415734064,0.0
2476,2476,2476.0,49.25841821164866,0.0
2477,2477,2477.0,34.339431588209415,0.0
2478,2478,2478.0,_,0.0
2479,2479,2479.0,_,0.0
2480,2480,2480.0,31.914979893636037,0.0
2481,2481,2481.0,75.4693,0.0
2482,2482,2482.0,32.73210688285803,0.0
2483,2483,2483.0,41.69229068092687,0.0
2484,2484,2484.0,26.115882993690857,0.0
2485,2485,2485.0,33.454962879504436,0.0
2486,2486,2486.0,64.7048837897129,0.0
2487,2487,2487.0,18.699290250335697,0.0
2488,2488,2488.0,22.836928000474852,0.0
2489,2489,2489.0,30.293699032584108,0.0
2490,2490,2490.0,33.77701614374033,0.0
2491,2491,2491.0,49.94724312279531,0.0
2492,2492,2492.0,21.4687,0.0
2493,2493,2493.0,38.052786062977454,0.0
2494,2494,2494.0,21.439420773552992,0.0
2495,2495,2495.0,54.626854394826495,0.0
2496,2496,2496.0,26.943411733472217,0.0
2497,2497,2497.0,65.8307,0.0
2498,2498,2498.0,40.9177069081508,0.0
2499,2499,2499.0,27.765772392911455,0.0
2500,2500,2500.0,22.0253,0.0
2501,2501,2501.0,51.421800000000005,0.0
2502,2502,2502.0,28.152374441958035,0.0
2503,2503,2503.0,34.112708827944566,0.0
2504,2504,2504.0,40.22744833334765,0.0
2505,2505,2505.0,90.5708,0.0
2506,2506,2506.0,39.02629363897547,0.0
2507,2507,2507.0,25.632463589286452,0.0
2508,2508,2508.0,25.924338296895094,0.0
2509,2509,2509.0,24.8901558697975,0.0
2510,2510,2510.0,45.98187520969246,0.0
2511,2511,2511.0,57.37585239065183,0.0
2512,2512,2512.0,57.503068478373606,0.0
2513,2513,2513.0,23.938014954947185,0.0
2514,2514,2514.0,79.86238790640957,0.0
2515,2515,2515.0,27.03257201910508,0.0
2516,2516,2516.0,28.548525042679458,0.0
2517,2517,2517.0,59.467290918188354,0.0
2518,2518,2518.0,42.92454385792579,103615000.0
2519,2519,2519.0,39.67690153787134,0.0
2520,2520,2520.0,39.6676,0.0
2521,2521,2521.0,65.22303506493506,0.0
2522,2522,2522.0,29.667584593229513,0.0
2523,2523,2523.0,_,0.0
2524,2524,2524.0,32.851868771568284,0.0
2525,2525,2525.0,49.774473163836674,0.0
2526,2526,2526.0,24.797,0.0
2527,2527,2527.0,34.758772587479214,0.0
2528,2528,2528.0,66.2979005774977,0.0
2529,2529,2529.0,35.02747971972066,0.0
2530,2530,2530.0,54.8655,0.0
2531,2531,2531.0,0.0,0.0
2532,2532,2532.0,28.26979371123911,0.0
2533,2533,2533.0,0.0,0.0
2534,2534,2534.0,_,0.0
2535,2535,2535.0,_,0.0
2536,2536,2536.0,52.45332042435879,0.0
2537,2537,2537.0,50.422875505181146,0.0
2538,2538,2538.0,24.137152553409287,0.0
2539,2539,2539.0,35.098254620402976,0.0
2540,2540,2540.0,24.410845481602625,0.0
2541,2541,2541.0,62.17100596786012,0.0
2542,2542,2542.0,23.216184779713636,0.0
2543,2543,2543.0,26.5135631805609,0.0
2544,2544,2544.0,23.905052007411978,0.0
2545,2545,2545.0,41.509983583128026,0.0
2546,2546,2546.0,67.25335230468366,0.0
2547,2547,2547.0,16.5608,0.0
2548,2548,2548.0,64.99287117547418,0.0
2549,2549,2549.0,21.58574797500654,0.0
2550,2550,2550.0,18.903953263750456,0.0
2551,2551,2551.0,33.0853,0.0
2552,2552,2552.0,32.04827984161821,0.0
2553,2553,2553.0,71.62766618778537,0.0
2554,2554,2554.0,8.895112230904163,0.0
2555,2555,2555.0,_,0.0
2556,2556,2556.0,_,0.0
2557,2557,2557.0,33.31779999999999,0.0
2558,2558,2558.0,38.35846929565145,0.0
2559,2559,2559.0,25.8200029366306,0.0
2560,2560,2560.0,23.811810066852775,0.0
2561,2561,2561.0,27.8755,0.0
2562,2562,2562.0,36.19151222408604,0.0
2563,2563,2563.0,29.068963824025968,0.0
2564,2564,2564.0,48.46745084460982,0.0
2565,2565,2565.0,29.918757961783438,0.0
2566,2566,2566.0,22.602900427682805,0.0
2567,2567,2567.0,44.965999999999994,0.0
2568,2568,2568.0,40.05172942257441,0.0
2569,2569,2569.0,21.4687,0.0
2570,2570,2570.0,22.818670510973103,0.0
2571,2571,2571.0,30.338250867427003,0.0
2572,2572,2572.0,45.25483162457291,0.0
2573,2573,2573.0,22.744020932642485,0.0
2574,2574,2574.0,28.589498820087766,0.0
2575,2575,2575.0,33.96904713857749,0.0
2576,2576,2576.0,_,0.0
2577,2577,2577.0,40.20225290982927,0.0
2578,2578,2578.0,25.546251053032222,0.0
2579,2579,2579.0,24.797,0.0
2580,2580,2580.0,64.48032852613035,28330000.0
2581,2581,2581.0,24.405543458483827,0.0
2582,2582,2582.0,31.876673283997455,0.0
2583,2583,2583.0,29.055666258044898,0.0
2584,2584,2584.0,52.9397,0.0
2585,2585,2585.0,39.359523011496016,0.0
2586,2586,2586.0,63.5443722849629,0.0
2587,2587,2587.0,40.4772,0.0
2588,2588,2588.0,48.9094,0.0
2589,2589,2589.0,90.62410807563958,0.0
2590,2590,2590.0,35.91202186962361,0.0
2591,2591,2591.0,70.72328690180873,0.0
2592,2592,2592.0,23.166060713040775,0.0
2593,2593,2593.0,44.95964561306593,0.0
2594,2594,2594.0,36.023197300143735,0.0
2595,2595,2595.0,30.762399134250643,0.0
2596,2596,2596.0,25.14022498545478,0.0
2597,2597,2597.0,48.18711493421067,0.0
2598,2598,2598.0,33.50371310666483,0.0
2599,2599,2599.0,31.4301626065882,0.0
2600,2600,2600.0,32.0117,0.0
2601,2601,2601.0,25.673,0.0
2602,2602,2602.0,66.7652,0.0
2603,2603,2603.0,61.37651847677647,0.0
2604,2604,2604.0,34.50970423512652,0.0
2605,2605,2605.0,40.44504640044494,0.0
2606,2606,2606.0,32.0117,0.0
2607,2607,2607.0,36.511056594670755,0.0
2608,2608,2608.0,27.823437503574706,0.0
2609,2609,2609.0,34.41421497663559,0.0
2610,2610,2610.0,32.0117,0.0
2611,2611,2611.0,44.7241,0.0
2612,2612,2612.0,29.558628844498795,0.0
2613,2613,2613.0,62.855,0.0
2614,2614,2614.0,43.543326243969865,0.0
2615,2615,2615.0,47.088670001802576,0.0
2616,2616,2616.0,59.23323373522482,0.0
2617,2617,2617.0,40.909523716945614,0.0
2618,2618,2618.0,33.904383105292936,0.0
2619,2619,2619.0,22.59478131456534,0.0
2620,2620,2620.0,42.50288165020254,0.0
2621,2621,2621.0,30.758005707091904,0.0
2622,2622,2622.0,30.421479242817938,0.0
2623,2623,2623.0,51.483338413922844,0.0
2624,2624,2624.0,38.541194334934154,0.0
2625,2625,2625.0,37.18800417437662,0.0
2626,2626,2626.0,27.528234433757305,0.0
2627,2627,2627.0,24.209379052448455,0.0
2628,2628,2628.0,59.4872,0.0
2629,2629,2629.0,31.8204,0.0
2630,2630,2630.0,39.15966874540231,0.0
2631,2631,2631.0,30.411570350505183,0.0
2632,2632,2632.0,44.13076424747053,0.0
2633,2633,2633.0,_,0.0
2634,2634,2634.0,24.2042209252329,0.0
2635,2635,2635.0,30.021026926800236,0.0
2636,2636,2636.0,38.90651736899778,0.0
2637,2637,2637.0,40.548040359999895,0.0
2638,2638,2638.0,60.18398134635782,0.0
2639,2639,2639.0,23.749888741815855,0.0
2640,2640,2640.0,39.1205,0.0
2641,2641,2641.0,52.9397,0.0
2642,2642,2642.0,21.4687,0.0
2643,2643,2643.0,24.756570108695655,0.0
2644,2644,2644.0,48.08608569527305,0.0
2645,2645,2645.0,42.945015172958925,0.0
2646,2646,2646.0,51.15964639758807,0.0
2647,2647,2647.0,27.996186927314632,0.0
2648,2648,2648.0,7.661410125484088,0.0
2649,2649,2649.0,45.80825700068071,0.0
2650,2650,2650.0,23.316557603616413,0.0
2651,2651,2651.0,61.25080217026778,0.0
2652,2652,2652.0,_,0.0
2653,2653,2653.0,26.76025104052574,0.0
2654,2654,2654.0,16.974400914565745,0.0
2655,2655,2655.0,71.6249613514855,0.0
2656,2656,2656.0,35.43982554635563,0.0
2657,2657,2657.0,36.93411745926589,0.0
2658,2658,2658.0,62.7396,0.0
2659,2659,2659.0,47.16974893146434,58878321.0
2660,2660,2660.0,66.64562158772472,0.0
2661,2661,2661.0,27.139648470367145,0.0
2662,2662,2662.0,81.1788,0.0
2663,2663,2663.0,27.582229602466757,0.0
2664,2664,2664.0,28.77460555040567,0.0
2665,2665,2665.0,27.540300000000002,0.0
2666,2666,2666.0,21.492520881017203,0.0
2667,2667,2667.0,34.490482155767275,0.0
2668,2668,2668.0,27.950522310406235,0.0
2669,2669,2669.0,23.899212924120548,0.0
2670,2670,2670.0,86.19055310559678,0.0
2671,2671,2671.0,28.078847979266037,0.0
2672,2672,2672.0,21.4687,0.0
2673,2673,2673.0,43.5199354948898,0.0
2674,2674,2674.0,38.3710773218664,0.0
2675,2675,2675.0,32.1239399173804,0.0
2676,2676,2676.0,56.74810987856142,0.0
2677,2677,2677.0,24.79578108080275,0.0
2678,2678,2678.0,33.344643642495654,0.0
2679,2679,2679.0,31.59275247321164,0.0
2680,2680,2680.0,48.466861151709104,0.0
2681,2681,2681.0,23.062246356601374,0.0
2682,2682,2682.0,33.00850092842032,0.0
2683,2683,2683.0,0.0,0.0
2684,2684,2684.0,71.20819999999999,0.0
2685,2685,2685.0,23.489079796228047,0.0
2686,2686,2686.0,90.2767,0.0
2687,2687,2687.0,22.129600000000003,0.0
2688,2688,2688.0,39.583187424725466,0.0
2689,2689,2689.0,34.77761548768322,0.0
2690,2690,2690.0,65.72276524504707,0.0
2691,2691,2691.0,41.50952242162003,0.0
2692,2692,2692.0,28.949134137648354,0.0
2693,2693,2693.0,23.23066738211301,0.0
2694,2694,2694.0,44.376345819287835,0.0
2695,2695,2695.0,38.267641793734086,0.0
2696,2696,2696.0,48.52492170197509,0.0
2697,2697,2697.0,37.286051635442455,0.0
2698,2698,2698.0,39.6897,0.0
2699,2699,2699.0,39.00138228493605,0.0
2700,2700,2700.0,30.342150282968845,0.0
2701,2701,2701.0,43.763906868374356,0.0
2702,2702,2702.0,32.0117,0.0
2703,2703,2703.0,27.315915847436866,0.0
2704,2704,2704.0,_,0.0
2705,2705,2705.0,24.362430587961065,0.0
2706,2706,2706.0,68.5503,0.0
2707,2707,2707.0,67.09559999999999,0.0
2708,2708,2708.0,0.0,0.0
2709,2709,2709.0,73.7997,0.0
2710,2710,2710.0,27.26324778297952,0.0
2711,2711,2711.0,94.20835036495042,0.0
2712,2712,2712.0,59.92866467297022,0.0
2713,2713,2713.0,63.94838298527405,0.0
2714,2714,2714.0,54.60300729899995,0.0
2715,2715,2715.0,19.483253620030887,0.0
2716,2716,2716.0,76.04490000000001,0.0
2717,2717,2717.0,67.09559999999999,0.0
2718,2718,2718.0,32.679656088427045,0.0
2719,2719,2719.0,23.04815933867217,0.0
2720,2720,2720.0,0.0,0.0
2721,2721,2721.0,22.349595134874118,0.0
2722,2722,2722.0,_,0.0
2723,2723,2723.0,62.657139472266294,0.0
2724,2724,2724.0,39.61698339766597,0.0
2725,2725,2725.0,36.85778366199088,0.0
2726,2726,2726.0,16.9546,0.0
2727,2727,2727.0,68.64404182131089,0.0
2728,2728,2728.0,31.09934358297956,0.0
2729,2729,2729.0,51.62399322744253,0.0
2730,2730,2730.0,54.05275643770038,0.0
2731,2731,2731.0,21.4687,0.0
2732,2732,2732.0,28.27117402107313,0.0
2733,2733,2733.0,24.17618276405254,0.0
2734,2734,2734.0,42.908579627804855,0.0
2735,2735,2735.0,52.26247729749197,67346520.0
2736,2736,2736.0,23.28111557636357,0.0
2737,2737,2737.0,30.84624199190018,0.0
2738,2738,2738.0,25.087754501120777,0.0
2739,2739,2739.0,45.22173807146122,0.0
2740,2740,2740.0,21.4687,0.0
2741,2741,2741.0,32.0117,0.0
2742,2742,2742.0,28.92487001673563,0.0
2743,2743,2743.0,38.03977857887618,0.0
2744,2744,2744.0,45.3652163382077,0.0
2745,2745,2745.0,22.6134,0.0
2746,2746,2746.0,22.470447061226146,0.0
2747,2747,2747.0,45.20416468666656,0.0
2748,2748,2748.0,31.698213610802604,0.0
2749,2749,2749.0,25.7568,0.0
2750,2750,2750.0,21.825708562355878,0.0
2751,2751,2751.0,46.48151883511133,0.0
2752,2752,2752.0,0.0,0.0
2753,2753,2753.0,38.704582255324496,0.0
2754,2754,2754.0,26.049717179027976,0.0
2755,2755,2755.0,22.74004521349208,0.0
2756,2756,2756.0,27.209392855232164,0.0
2757,2757,2757.0,38.358907031119145,0.0
2758,2758,2758.0,38.8399836012268,0.0
2759,2759,2759.0,104.41548491565568,0.0
2760,2760,2760.0,35.46139500025979,0.0
2761,2761,2761.0,44.7241,0.0
2762,2762,2762.0,_,0.0
2763,2763,2763.0,24.94112320507105,0.0
2764,2764,2764.0,64.67270992515881,0.0
2765,2765,2765.0,21.4687,0.0
2766,2766,2766.0,_,0.0
2767,2767,2767.0,56.63886984065763,0.0
2768,2768,2768.0,26.730593767687072,0.0
2769,2769,2769.0,22.409146569774602,0.0
2770,2770,2770.0,0.0,0.0
2771,2771,2771.0,39.27372874565159,0.0
2772,2772,2772.0,63.6962,0.0
2773,2773,2773.0,52.73458767077366,0.0
2774,2774,2774.0,33.93742644213544,0.0
2775,2775,2775.0,42.346491589214786,0.0
2776,2776,2776.0,46.35494377244144,0.0
2777,2777,2777.0,26.996762042374236,0.0
2778,2778,2778.0,47.6355159595049,0.0
2779,2779,2779.0,44.06399231090931,0.0
2780,2780,2780.0,_,0.0
2781,2781,2781.0,55.4964,0.0
2782,2782,2782.0,21.4687,0.0
2783,2783,2783.0,44.45504834600508,0.0
2784,2784,2784.0,34.53911740226986,0.0
2785,2785,2785.0,159.7931,0.0
2786,2786,2786.0,28.99146494705428,0.0
2787,2787,2787.0,27.43184211685589,0.0
2788,2788,2788.0,64.33608150301018,0.0
2789,2789,2789.0,41.674284570071286,0.0
2790,2790,2790.0,28.03460577183365,0.0
2791,2791,2791.0,28.76765423452675,0.0
