,Unnamed: 0.1,Unnamed: 0,act_no,MAX_ASSET_VALUE
2652,2652,2652,2652,15002.0
2653,2653,2653,2653,159881.0
2654,2654,2654,2654,524445.0
2655,2655,2655,2655,210073067.0
2656,2656,2656,2656,2909708.0
2657,2657,2657,2657,110706512.0
2658,2658,2658,2658,1438301.0
2659,2659,2659,2659,130927829.0
2660,2660,2660,2660,39254408.0
2661,2661,2661,2661,24792662.0
2662,2662,2662,2662,1061577.0
2663,2663,2663,2663,1887400.0
2664,2664,2664,2664,2047548.0
2665,2665,2665,2665,38107.0
2666,2666,2666,2666,20942996.0
2667,2667,2667,2667,471711605.0
2668,2668,2668,2668,37860320.0
2669,2669,2669,2669,4941145.0
2670,2670,2670,2670,38219959.0
2671,2671,2671,2671,20586484.0
2672,2672,2672,2672,8644830.0
2673,2673,2673,2673,10754333.0
2674,2674,2674,2674,3780456.0
2675,2675,2675,2675,9820729.0
2676,2676,2676,2676,725305.0
2677,2677,2677,2677,1380471.0
2678,2678,2678,2678,6325795.0
2679,2679,2679,2679,70614866.0
2680,2680,2680,2680,37502103.0
2681,2681,2681,2681,23944258.0
2682,2682,2682,2682,29516034.0
2683,2683,2683,2683,274640.0
2684,2684,2684,2684,255977.0
2685,2685,2685,2685,1088979.0
2686,2686,2686,2686,2732923.0
2687,2687,2687,2687,5339037.0
2688,2688,2688,2688,6744130.0
2689,2689,2689,2689,82161624.0
2690,2690,2690,2690,7399213.0
2691,2691,2691,2691,30087054.0
2692,2692,2692,2692,14766342.0
2693,2693,2693,2693,4343572.0
2694,2694,2694,2694,32565152.0
2695,2695,2695,2695,4213607.0
2696,2696,2696,2696,1107597.0
2697,2697,2697,2697,3388946.0
2698,2698,2698,2698,49014.0
2699,2699,2699,2699,14672666.0
2700,2700,2700,2700,93167770.0
2701,2701,2701,2701,8819826.0
2702,2702,2702,2702,37816525.0
2703,2703,2703,2703,25043886.0
2704,2704,2704,2704,972037.0
2705,2705,2705,2705,3337728.0
2706,2706,2706,2706,134850.0
2707,2707,2707,2707,5812.0
2708,2708,2708,2708,89550.0
2709,2709,2709,2709,1578981.0
2710,2710,2710,2710,2205670.0
2711,2711,2711,2711,588220.0
2712,2712,2712,2712,23553436.0
2713,2713,2713,2713,38027726.0
2714,2714,2714,2714,4381775.0
2715,2715,2715,2715,5072397.0
2716,2716,2716,2716,341818.0
2717,2717,2717,2717,16274.0
2718,2718,2718,2718,9290589.0
2719,2719,2719,2719,279369.0
2720,2720,2720,2720,15000.0
2721,2721,2721,2721,1048168.0
2722,2722,2722,2722,3823500.0
2723,2723,2723,2723,3076130.0
2724,2724,2724,2724,1400048.0
2725,2725,2725,2725,45944873.0
2726,2726,2726,2726,5025.0
2727,2727,2727,2727,6514498.0
2728,2728,2728,2728,18210466.0
2729,2729,2729,2729,51673656.0
2730,2730,2730,2730,30237920.0
2731,2731,2731,2731,96536.0
2732,2732,2732,2732,46253271.0
2733,2733,2733,2733,2902389.0
2734,2734,2734,2734,50270392.0
2735,2735,2735,2735,49430532.0
2736,2736,2736,2736,9725269.0
2737,2737,2737,2737,222038.0
2738,2738,2738,2738,2065529.0
2739,2739,2739,2739,45529000.0
2740,2740,2740,2740,9939542.0
2741,2741,2741,2741,2132327.0
2742,2742,2742,2742,4532546.0
2743,2743,2743,2743,5049583.0
2744,2744,2744,2744,1343801.0
2745,2745,2745,2745,34123040.0
2746,2746,2746,2746,15355848.0
2747,2747,2747,2747,1507350.0
2748,2748,2748,2748,30940607.0
2749,2749,2749,2749,565809.0
2750,2750,2750,2750,5632831.0
2751,2751,2751,2751,60354259.0
2752,2752,2752,2752,0.0
2753,2753,2753,2753,36393432.0
2754,2754,2754,2754,1262660.0
2755,2755,2755,2755,993681.0
2756,2756,2756,2756,94825100.0
2757,2757,2757,2757,2236406.0
2758,2758,2758,2758,33948924.0
2759,2759,2759,2759,9103897.0
2760,2760,2760,2760,11613874.0
2761,2761,2761,2761,1877540.0
2762,2762,2762,2762,5436.0
2763,2763,2763,2763,195629014.0
2764,2764,2764,2764,14646700.0
2765,2765,2765,2765,5150613.0
2766,2766,2766,2766,62260.0
2767,2767,2767,2767,4020813.0
2768,2768,2768,2768,5302302.0
2769,2769,2769,2769,1212998.0
2770,2770,2770,2770,3073139.0
2771,2771,2771,2771,34564290.0
2772,2772,2772,2772,27162090.0
2773,2773,2773,2773,534383494.0
2774,2774,2774,2774,8834028.0
2775,2775,2775,2775,50795146.0
2776,2776,2776,2776,92061142.0
2777,2777,2777,2777,9154740.0
2778,2778,2778,2778,1729804.0
2779,2779,2779,2779,23905080.0
2780,2780,2780,2780,625042.0
2781,2781,2781,2781,7384602.0
2782,2782,2782,2782,352550.0
2783,2783,2783,2783,52565259.0
2784,2784,2784,2784,5125280.0
2785,2785,2785,2785,3941151.0
2786,2786,2786,2786,4505842.0
2787,2787,2787,2787,55164845.0
2788,2788,2788,2788,2731822.0
2789,2789,2789,2789,13786292.0
2790,2790,2790,2790,19469606.0
2791,2791,2791,2791,2743393.0
2792,2792,2792,2792,35250.0
2793,2793,2793,2793,14379648.0
2794,2794,2794,2794,411112180.0
2795,2795,2795,2795,34211800.0
2796,2796,2796,2796,4988258.0
2797,2797,2797,2797,11755971.0
2798,2798,2798,2798,8221451.0
2799,2799,2799,2799,478720.0
2800,2800,2800,2800,39807.0
2801,2801,2801,2801,7846.0
2802,2802,2802,2802,316622929.0
2803,2803,2803,2803,1094194.0
2804,2804,2804,2804,61159.0
2805,2805,2805,2805,2685538.0
2806,2806,2806,2806,6402805.0
2807,2807,2807,2807,112278515.0
2808,2808,2808,2808,10037899.0
2809,2809,2809,2809,45183521.0
2810,2810,2810,2810,16325776.0
2811,2811,2811,2811,3809345.0
2812,2812,2812,2812,126957.0
2813,2813,2813,2813,96219618.0
2814,2814,2814,2814,8431232.0
2815,2815,2815,2815,10680048.0
2816,2816,2816,2816,123500.0
2817,2817,2817,2817,4083795.0
2818,2818,2818,2818,5943.0
2819,2819,2819,2819,49859.0
2820,2820,2820,2820,10000.0
2821,2821,2821,2821,4586340.0
2822,2822,2822,2822,29044138.0
2823,2823,2823,2823,37900323.0
2824,2824,2824,2824,33066159.0
2825,2825,2825,2825,145221234.0
2826,2826,2826,2826,219900.0
2827,2827,2827,2827,8597819.0
2828,2828,2828,2828,403190.0
2829,2829,2829,2829,2330635.0
2830,2830,2830,2830,26970428.0
2831,2831,2831,2831,3811.0
2832,2832,2832,2832,65567.0
2833,2833,2833,2833,1959438.0
2834,2834,2834,2834,10003.0
2835,2835,2835,2835,8653529.0
2836,2836,2836,2836,19635206.0
2837,2837,2837,2837,44394378.0
2838,2838,2838,2838,26245807.0
2839,2839,2839,2839,17304064.0
2840,2840,2840,2840,25000.0
2841,2841,2841,2841,3692.0
2842,2842,2842,2842,64784491.0
2843,2843,2843,2843,91968887.0
2844,2844,2844,2844,1221120.0
2845,2845,2845,2845,5203753.0
2846,2846,2846,2846,89824437.0
2847,2847,2847,2847,243105000.0
2848,2848,2848,2848,914988.0
2849,2849,2849,2849,12602087.0
2850,2850,2850,2850,10292936.0
2851,2851,2851,2851,288023.0
2852,2852,2852,2852,2839840.0
2853,2853,2853,2853,16235197.0
2854,2854,2854,2854,8326562.0
2855,2855,2855,2855,6208918.0
2856,2856,2856,2856,2405590.0
2857,2857,2857,2857,6772945.0
2858,2858,2858,2858,12487560.0
2859,2859,2859,2859,2917806.0
2860,2860,2860,2860,5703024.0
2861,2861,2861,2861,2349.0
2862,2862,2862,2862,98757.0
2863,2863,2863,2863,171000.0
2864,2864,2864,2864,80515351.0
2865,2865,2865,2865,11970798.0
2866,2866,2866,2866,276372.0
2867,2867,2867,2867,22939587.0
2868,2868,2868,2868,80043820.0
2869,2869,2869,2869,5622775.0
2870,2870,2870,2870,2001921.0
2871,2871,2871,2871,34683849.0
2872,2872,2872,2872,1722144.0
2873,2873,2873,2873,818993392.0
2874,2874,2874,2874,130405095.0
2875,2875,2875,2875,7575000.0
2876,2876,2876,2876,14295.0
2877,2877,2877,2877,6779601.0
2878,2878,2878,2878,1345250.0
2879,2879,2879,2879,1172962.0
2880,2880,2880,2880,360246392.0
2881,2881,2881,2881,1798941.0
2882,2882,2882,2882,5000.0
2883,2883,2883,2883,28751022.0
2884,2884,2884,2884,142558350.0
2885,2885,2885,2885,26542414.0
2886,2886,2886,2886,317124113.0
2887,2887,2887,2887,6940259.0
2888,2888,2888,2888,18899939.0
2889,2889,2889,2889,17657695.0
2890,2890,2890,2890,24262000.0
2891,2891,2891,2891,4626020.0
2892,2892,2892,2892,89030.0
2893,2893,2893,2893,19814344.0
2894,2894,2894,2894,2230858.0
2895,2895,2895,2895,23911832.0
2896,2896,2896,2896,98362824.0
2897,2897,2897,2897,8415351.0
2898,2898,2898,2898,61061174.0
2899,2899,2899,2899,4262.0
2900,2900,2900,2900,811258.0
2901,2901,2901,2901,655099.0
2902,2902,2902,2902,10000.0
2903,2903,2903,2903,7460746.0
2904,2904,2904,2904,49052814.0
2905,2905,2905,2905,55078215.0
2906,2906,2906,2906,2934158.0
2907,2907,2907,2907,593319.0
2908,2908,2908,2908,221200.0
2909,2909,2909,2909,20800.0
2910,2910,2910,2910,1096889.0
2911,2911,2911,2911,258341.0
2912,2912,2912,2912,20355555.0
2913,2913,2913,2913,5000.0
2914,2914,2914,2914,19701274.0
2915,2915,2915,2915,6248780.0
2916,2916,2916,2916,17240547.0
2917,2917,2917,2917,22058486.0
2918,2918,2918,2918,37274861.0
2919,2919,2919,2919,9444184.0
2920,2920,2920,2920,7544480.0
2921,2921,2921,2921,47131.0
2922,2922,2922,2922,29300.0
2923,2923,2923,2923,28350554.0
2924,2924,2924,2924,9014604.0
2925,2925,2925,2925,24403849.0
2926,2926,2926,2926,52045415.0
2927,2927,2927,2927,37555615.0
2928,2928,2928,2928,2461246.0
2929,2929,2929,2929,1012030.0
2930,2930,2930,2930,227067.0
2931,2931,2931,2931,5502490.0
2932,2932,2932,2932,322490.0
2933,2933,2933,2933,13925091.0
2934,2934,2934,2934,53262667.0
2935,2935,2935,2935,16095048.0
2936,2936,2936,2936,20195051.0
2937,2937,2937,2937,22533501.0
2938,2938,2938,2938,23276421.0
2939,2939,2939,2939,6632635.0
2940,2940,2940,2940,11136363.0
2941,2941,2941,2941,708194.0
2942,2942,2942,2942,387661.0
2943,2943,2943,2943,36903094.0
2944,2944,2944,2944,13124920.0
2945,2945,2945,2945,18871853.0
2946,2946,2946,2946,17289495.0
2947,2947,2947,2947,493544.0
2948,2948,2948,2948,1176365.0
2949,2949,2949,2949,254421.0
2950,2950,2950,2950,62000.0
2951,2951,2951,2951,114132871.0
2952,2952,2952,2952,583202.0
2953,2953,2953,2953,10889387.0
2954,2954,2954,2954,1080660.0
2955,2955,2955,2955,21910667.0
2956,2956,2956,2956,7336015.0
2957,2957,2957,2957,9717700.0
2958,2958,2958,2958,142476.0
2959,2959,2959,2959,5787765.0
2960,2960,2960,2960,700730.0
2961,2961,2961,2961,29600385.0
2962,2962,2962,2962,10097730.0
2963,2963,2963,2963,6422920.0
2964,2964,2964,2964,124970.0
2965,2965,2965,2965,267633237.0
2966,2966,2966,2966,5634410.0
2967,2967,2967,2967,2902470.0
2968,2968,2968,2968,7558300.0
2969,2969,2969,2969,67875.0
2970,2970,2970,2970,1447594.0
2971,2971,2971,2971,2755938.0
2972,2972,2972,2972,5977500.0
2973,2973,2973,2973,15000.0
2974,2974,2974,2974,35205443.0
2975,2975,2975,2975,2108738.0
2976,2976,2976,2976,4288535.0
2977,2977,2977,2977,8590535.0
2978,2978,2978,2978,17570834.0
2979,2979,2979,2979,13301551.0
2980,2980,2980,2980,20976753.0
2981,2981,2981,2981,158918.0
2982,2982,2982,2982,111399.0
2983,2983,2983,2983,20989740.0
2984,2984,2984,2984,9743888.0
2985,2985,2985,2985,16703842.0
2986,2986,2986,2986,9916416.0
2987,2987,2987,2987,1652573.0
2988,2988,2988,2988,9520224.0
2989,2989,2989,2989,2921930.0
2990,2990,2990,2990,93529.0
2991,2991,2991,2991,10000.0
2992,2992,2992,2992,2158208.0
2993,2993,2993,2993,112200265.0
2994,2994,2994,2994,44747532.0
2995,2995,2995,2995,9095511.0
2996,2996,2996,2996,1689010.0
2997,2997,2997,2997,33675158.0
2998,2998,2998,2998,1383627.0
2999,2999,2999,2999,146602.0
3000,3000,3000,3000,170190.0
3001,3001,3001,3001,1115383.0
3002,3002,3002,3002,151120.0
3003,3003,3003,3003,35177953.0
3004,3004,3004,3004,90977796.0
3005,3005,3005,3005,62251670.0
3006,3006,3006,3006,3998069.0
3007,3007,3007,3007,41559994.0
3008,3008,3008,3008,4681180.0
3009,3009,3009,3009,968030.0
3010,3010,3010,3010,14847354.0
3011,3011,3011,3011,86404.0
3012,3012,3012,3012,17620849.0
3013,3013,3013,3013,4431231.0
3014,3014,3014,3014,108600.0
3015,3015,3015,3015,165290358.0
3016,3016,3016,3016,2415485.0
3017,3017,3017,3017,304401.0
3018,3018,3018,3018,1390567.0
3019,3019,3019,3019,193250.0
3020,3020,3020,3020,120676.0
3021,3021,3021,3021,1154714.0
3022,3022,3022,3022,1010728.0
3023,3023,3023,3023,104114500.0
3024,3024,3024,3024,11692225.0
3025,3025,3025,3025,66286406.0
3026,3026,3026,3026,12337935.0
3027,3027,3027,3027,3571791.0
3028,3028,3028,3028,861891.0
3029,3029,3029,3029,257881.0
3030,3030,3030,3030,13454092.0
3031,3031,3031,3031,3571203.0
3032,3032,3032,3032,10282.0
3033,3033,3033,3033,10927258.0
3034,3034,3034,3034,9292662.0
3035,3035,3035,3035,17971519.0
3036,3036,3036,3036,15652451.0
3037,3037,3037,3037,7807118.0
3038,3038,3038,3038,5205767.0
3039,3039,3039,3039,15001.0
3040,3040,3040,3040,499210.0
3041,3041,3041,3041,1186425.0
3042,3042,3042,3042,112814.0
3043,3043,3043,3043,34088784.0
3044,3044,3044,3044,9110222.0
3045,3045,3045,3045,17821307.0
3046,3046,3046,3046,5127752.0
3047,3047,3047,3047,11138210.0
3048,3048,3048,3048,433441945.0
3049,3049,3049,3049,26394709.0
3050,3050,3050,3050,135241.0
3051,3051,3051,3051,10000.0
3052,3052,3052,3052,38418.0
3053,3053,3053,3053,15953.0
3054,3054,3054,3054,240916172.0
3055,3055,3055,3055,63382694.0
3056,3056,3056,3056,9503557.0
3057,3057,3057,3057,1928625.0
3058,3058,3058,3058,9063645.0
3059,3059,3059,3059,278000.0
3060,3060,3060,3060,268299.0
3061,3061,3061,3061,21633.0
3062,3062,3062,3062,5975518.0
3063,3063,3063,3063,61718937.0
3064,3064,3064,3064,28561819.0
3065,3065,3065,3065,87796834.0
3066,3066,3066,3066,0.0
3067,3067,3067,3067,296166.0
3068,3068,3068,3068,150000.0
3069,3069,3069,3069,9786.0
3070,3070,3070,3070,2437890.0
3071,3071,3071,3071,13499.0
3072,3072,3072,3072,5966.0
3073,3073,3073,3073,33779352.0
3074,3074,3074,3074,16580650.0
3075,3075,3075,3075,8218503.0
3076,3076,3076,3076,133950.0
3077,3077,3077,3077,243979162.0
3078,3078,3078,3078,8367000.0
3079,3079,3079,3079,88040.0
3080,3080,3080,3080,617310.0
3081,3081,3081,3081,29682.0
3082,3082,3082,3082,100711531.0
3083,3083,3083,3083,10000.0
3084,3084,3084,3084,76592171.0
3085,3085,3085,3085,4419628.0
3086,3086,3086,3086,107264596.0
3087,3087,3087,3087,3921408.0
3088,3088,3088,3088,1052895.0
3089,3089,3089,3089,1161680.0
3090,3090,3090,3090,4483615.0
3091,3091,3091,3091,2620681.0
3092,3092,3092,3092,3911612.0
3093,3093,3093,3093,21417952.0
3094,3094,3094,3094,404508.0
3095,3095,3095,3095,8675357.0
3096,3096,3096,3096,14270894.0
3097,3097,3097,3097,9345265.0
3098,3098,3098,3098,1376108.0
3099,3099,3099,3099,6172517.0
3100,3100,3100,3100,98057809.0
3101,3101,3101,3101,102468.0
3102,3102,3102,3102,2132644.0
3103,3103,3103,3103,137216075.0
3104,3104,3104,3104,600159.0
3105,3105,3105,3105,195233.0
3106,3106,3106,3106,87960000.0
3107,3107,3107,3107,811309.0
3108,3108,3108,3108,139195973.0
3109,3109,3109,3109,5104975.0
3110,3110,3110,3110,1045821.0
3111,3111,3111,3111,1829170.0
3112,3112,3112,3112,3499.0
3113,3113,3113,3113,26554661.0
3114,3114,3114,3114,22602392.0
3115,3115,3115,3115,22309665.0
3116,3116,3116,3116,22827160.0
3117,3117,3117,3117,4940848.0
3118,3118,3118,3118,24521032.0
3119,3119,3119,3119,34486881.0
3120,3120,3120,3120,7727294.0
3121,3121,3121,3121,1483500.0
3122,3122,3122,3122,48090.0
3123,3123,3123,3123,9732706.0
3124,3124,3124,3124,39255552.0
3125,3125,3125,3125,32513237.0
3126,3126,3126,3126,38014800.0
3127,3127,3127,3127,60446866.0
3128,3128,3128,3128,6587911.0
3129,3129,3129,3129,2883148.0
3130,3130,3130,3130,248600.0
3131,3131,3131,3131,13154127.0
3132,3132,3132,3132,3465690.0
3133,3133,3133,3133,26634274.0
3134,3134,3134,3134,21197945.0
3135,3135,3135,3135,42050825.0
3136,3136,3136,3136,1746169.0
3137,3137,3137,3137,245799718.0
3138,3138,3138,3138,10366220.0
3139,3139,3139,3139,37767651.0
3140,3140,3140,3140,932030.0
3141,3141,3141,3141,1848870.0
3142,3142,3142,3142,10079.0
3143,3143,3143,3143,29779137.0
3144,3144,3144,3144,16504809.0
3145,3145,3145,3145,15226781.0
3146,3146,3146,3146,6349518.0
3147,3147,3147,3147,4769951.0
3148,3148,3148,3148,887621.0
3149,3149,3149,3149,3112771.0
3150,3150,3150,3150,5848958.0
3151,3151,3151,3151,1199870.0
3152,3152,3152,3152,1286974.0
3153,3153,3153,3153,32784039.0
3154,3154,3154,3154,15810050.0
3155,3155,3155,3155,36327462.0
3156,3156,3156,3156,33767472.0
3157,3157,3157,3157,26007767.0
3158,3158,3158,3158,12605331.0
3159,3159,3159,3159,1554667.0
3160,3160,3160,3160,2118169.0
3161,3161,3161,3161,4037316.0
3162,3162,3162,3162,789094.0
3163,3163,3163,3163,62712.0
3164,3164,3164,3164,11754012.0
3165,3165,3165,3165,64961.0
3166,3166,3166,3166,42373251.0
3167,3167,3167,3167,3847955.0
3168,3168,3168,3168,13102633.0
3169,3169,3169,3169,34985884.0
3170,3170,3170,3170,60953257.0
3171,3171,3171,3171,49380.0
3172,3172,3172,3172,2574592.0
3173,3173,3173,3173,26837218.0
3174,3174,3174,3174,4687632.0
3175,3175,3175,3175,47429973.0
3176,3176,3176,3176,55509409.0
3177,3177,3177,3177,6677698.0
3178,3178,3178,3178,217477773.0
3179,3179,3179,3179,2764731.0
3180,3180,3180,3180,423973.0
3181,3181,3181,3181,550443.0
3182,3182,3182,3182,179813.0
3183,3183,3183,3183,8783617.0
3184,3184,3184,3184,179589037.0
3185,3185,3185,3185,41997714.0
3186,3186,3186,3186,70498752.0
3187,3187,3187,3187,26907191.0
3188,3188,3188,3188,18969410.0
3189,3189,3189,3189,16245000.0
3190,3190,3190,3190,7918233.0
3191,3191,3191,3191,6140716.0
3192,3192,3192,3192,393962.0
3193,3193,3193,3193,300215.0
3194,3194,3194,3194,5428016.0
3195,3195,3195,3195,61380210.0
3196,3196,3196,3196,33593127.0
3197,3197,3197,3197,15482019.0
3198,3198,3198,3198,13686431.0
3199,3199,3199,3199,3586066.0
3200,3200,3200,3200,27373927.0
3201,3201,3201,3201,38243.0
3202,3202,3202,3202,284207333.0
3203,3203,3203,3203,107209838.0
3204,3204,3204,3204,56739716.0
3205,3205,3205,3205,2550680.0
3206,3206,3206,3206,131298900.0
3207,3207,3207,3207,1767000.0
3208,3208,3208,3208,7235321.0
3209,3209,3209,3209,773598.0
3210,3210,3210,3210,370601.0
3211,3211,3211,3211,27173307.0
3212,3212,3212,3212,10000.0
3213,3213,3213,3213,54524564.0
3214,3214,3214,3214,49750572.0
3215,3215,3215,3215,56082312.0
3216,3216,3216,3216,3288704.0
3217,3217,3217,3217,68004395.0
3218,3218,3218,3218,7920593.0
3219,3219,3219,3219,6134468.0
3220,3220,3220,3220,56993.0
3221,3221,3221,3221,102141.0
3222,3222,3222,3222,5000.0
3223,3223,3223,3223,56524159.0
3224,3224,3224,3224,4446364.0
3225,3225,3225,3225,42578003.0
3226,3226,3226,3226,45949283.0
3227,3227,3227,3227,1372909.0
3228,3228,3228,3228,29777951.0
3229,3229,3229,3229,277084.0
3230,3230,3230,3230,1228093.0
3231,3231,3231,3231,3843426.0
3232,3232,3232,3232,146600.0
3233,3233,3233,3233,69443157.0
3234,3234,3234,3234,6622495.0
3235,3235,3235,3235,11804351.0
3236,3236,3236,3236,2543908.0
3237,3237,3237,3237,1427613.0
3238,3238,3238,3238,23000.0
3239,3239,3239,3239,1095901.0
3240,3240,3240,3240,4597240.0
3241,3241,3241,3241,458700.0
3242,3242,3242,3242,11009738.0
3243,3243,3243,3243,54342873.0
3244,3244,3244,3244,4410945.0
3245,3245,3245,3245,11144031.0
3246,3246,3246,3246,647254.0
3247,3247,3247,3247,66016.0
3248,3248,3248,3248,3634437.0
3249,3249,3249,3249,742040.0
3250,3250,3250,3250,5000.0
3251,3251,3251,3251,124412.0
3252,3252,3252,3252,15000.0
3253,3253,3253,3253,13919199.0
3254,3254,3254,3254,13262835.0
3255,3255,3255,3255,13028658.0
3256,3256,3256,3256,667944.0
3257,3257,3257,3257,15576902.0
3258,3258,3258,3258,2831776.0
3259,3259,3259,3259,3615246.0
3260,3260,3260,3260,63067365.0
3261,3261,3261,3261,12616.0
3262,3262,3262,3262,9754126.0
3263,3263,3263,3263,124351714.0
3264,3264,3264,3264,1662330.0
3265,3265,3265,3265,132216919.0
3266,3266,3266,3266,596460.0
3267,3267,3267,3267,38381371.0
3268,3268,3268,3268,29870339.0
3269,3269,3269,3269,9277140.0
3270,3270,3270,3270,1155939.0
3271,3271,3271,3271,3769563.0
3272,3272,3272,3272,4786461.0
3273,3273,3273,3273,101795508.0
3274,3274,3274,3274,372155820.0
3275,3275,3275,3275,29606800.0
3276,3276,3276,3276,20912336.0
3277,3277,3277,3277,29284751.0
3278,3278,3278,3278,6126077.0
3279,3279,3279,3279,528410.0
3280,3280,3280,3280,111148980.0
3281,3281,3281,3281,1598316.0
3282,3282,3282,3282,3249236.0
3283,3283,3283,3283,40291186.0
3284,3284,3284,3284,26667061.0
3285,3285,3285,3285,11859409.0
3286,3286,3286,3286,195824082.0
3287,3287,3287,3287,16659093.0
3288,3288,3288,3288,11175443.0
3289,3289,3289,3289,25650515.0
3290,3290,3290,3290,8133079.0
3291,3291,3291,3291,3269.0
3292,3292,3292,3292,2045360.0
3293,3293,3293,3293,1796203.0
3294,3294,3294,3294,78359779.0
3295,3295,3295,3295,542241.0
3296,3296,3296,3296,7872649.0
3297,3297,3297,3297,1076309.0
3298,3298,3298,3298,20334713.0
3299,3299,3299,3299,52093796.0
3300,3300,3300,3300,7710658.0
3301,3301,3301,3301,5013.0
3302,3302,3302,3302,2258500.0
3303,3303,3303,3303,46428386.0
3304,3304,3304,3304,19207293.0
3305,3305,3305,3305,2221.0
3306,3306,3306,3306,6602852.0
3307,3307,3307,3307,6404638.0
3308,3308,3308,3308,5030906.0
3309,3309,3309,3309,8786390.0
3310,3310,3310,3310,13268.0
3311,3311,3311,3311,531375.0
3312,3312,3312,3312,10000.0
3313,3313,3313,3313,4967997.0
3314,3314,3314,3314,1246346.0
3315,3315,3315,3315,430891519.0
3316,3316,3316,3316,5000.0
3317,3317,3317,3317,3682461.0
3318,3318,3318,3318,2612410.0
3319,3319,3319,3319,4590722.0
3320,3320,3320,3320,47557.0
3321,3321,3321,3321,36330.0
3322,3322,3322,3322,133995.0
3323,3323,3323,3323,28735591.0
3324,3324,3324,3324,78383624.0
3325,3325,3325,3325,6908327.0
3326,3326,3326,3326,49586750.0
3327,3327,3327,3327,6060482.0
3328,3328,3328,3328,14678453.0
3329,3329,3329,3329,1769542.0
3330,3330,3330,3330,436888.0
3331,3331,3331,3331,1930107.0
3332,3332,3332,3332,699000.0
3333,3333,3333,3333,17345735.0
3334,3334,3334,3334,13131590.0
3335,3335,3335,3335,24333106.0
3336,3336,3336,3336,9145050.0
3337,3337,3337,3337,8802141.0
3338,3338,3338,3338,5843912.0
3339,3339,3339,3339,68904.0
3340,3340,3340,3340,35822073.0
3341,3341,3341,3341,4052723.0
3342,3342,3342,3342,25354086.0
3343,3343,3343,3343,2978631.0
3344,3344,3344,3344,12704418.0
3345,3345,3345,3345,13371195.0
3346,3346,3346,3346,16851582.0
3347,3347,3347,3347,14550643.0
3348,3348,3348,3348,433721.0
3349,3349,3349,3349,3766389.0
3350,3350,3350,3350,7812570.0
3351,3351,3351,3351,250001.0
3352,3352,3352,3352,957420.0
3353,3353,3353,3353,65790347.0
3354,3354,3354,3354,1683480.0
3355,3355,3355,3355,59677798.0
3356,3356,3356,3356,26971838.0
3357,3357,3357,3357,10499203.0
3358,3358,3358,3358,4559743.0
3359,3359,3359,3359,1292303.0
3360,3360,3360,3360,687079.0
3361,3361,3361,3361,7148923.0
3362,3362,3362,3362,15000.0
3363,3363,3363,3363,40633408.0
3364,3364,3364,3364,1113819.0
3365,3365,3365,3365,191179724.0
3366,3366,3366,3366,10197170.0
3367,3367,3367,3367,8865568.0
3368,3368,3368,3368,7921492.0
3369,3369,3369,3369,2397500.0
3370,3370,3370,3370,2222080.0
3371,3371,3371,3371,20327207.0
3372,3372,3372,3372,200626.0
3373,3373,3373,3373,1538604.0
3374,3374,3374,3374,44195960.0
3375,3375,3375,3375,458053968.0
3376,3376,3376,3376,3817458.0
3377,3377,3377,3377,127067799.0
3378,3378,3378,3378,9565883.0
3379,3379,3379,3379,100070609.0
3380,3380,3380,3380,495999.0
3381,3381,3381,3381,10007.0
3382,3382,3382,3382,798129.0
3383,3383,3383,3383,93607049.0
3384,3384,3384,3384,1029228.0
3385,3385,3385,3385,33318960.0
3386,3386,3386,3386,54943594.0
3387,3387,3387,3387,931447.0
3388,3388,3388,3388,1805737.0
3389,3389,3389,3389,25000.0
3390,3390,3390,3390,5837.0
3391,3391,3391,3391,7071.0
3392,3392,3392,3392,4160924.0
3393,3393,3393,3393,40588357.0
3394,3394,3394,3394,4525620.0
3395,3395,3395,3395,890602.0
3396,3396,3396,3396,20654993.0
3397,3397,3397,3397,5538260.0
3398,3398,3398,3398,170532.0
3399,3399,3399,3399,6083200.0
3400,3400,3400,3400,214812.0
3401,3401,3401,3401,4403301.0
3402,3402,3402,3402,1356749.0
3403,3403,3403,3403,14280931.0
3404,3404,3404,3404,46504385.0
3405,3405,3405,3405,722415.0
3406,3406,3406,3406,27926947.0
3407,3407,3407,3407,2044562.0
3408,3408,3408,3408,360704.0
3409,3409,3409,3409,669120.0
3410,3410,3410,3410,928125.0
3411,3411,3411,3411,4238.0
3412,3412,3412,3412,1366720.0
3413,3413,3413,3413,2617027.0
3414,3414,3414,3414,1002049.0
3415,3415,3415,3415,36704031.0
3416,3416,3416,3416,20877202.0
3417,3417,3417,3417,520601.0
3418,3418,3418,3418,8109910.0
3419,3419,3419,3419,4346955.0
3420,3420,3420,3420,18231.0
3421,3421,3421,3421,609660.0
3422,3422,3422,3422,1811448.0
3423,3423,3423,3423,12528284.0
3424,3424,3424,3424,137045234.0
3425,3425,3425,3425,131646021.0
3426,3426,3426,3426,11960491.0
3427,3427,3427,3427,4870416.0
3428,3428,3428,3428,1086532.0
3429,3429,3429,3429,57006.0
3430,3430,3430,3430,1032132.0
3431,3431,3431,3431,11252.0
3432,3432,3432,3432,4548.0
3433,3433,3433,3433,90257297.0
3434,3434,3434,3434,54835115.0
3435,3435,3435,3435,671059.0
3436,3436,3436,3436,2508294.0
3437,3437,3437,3437,6804106.0
