,Unnamed: 0,act_no,tot_aet_tld_rnd_202201,tot_aet_tld_rnd_202202,tot_aet_tld_rnd_202203,tot_aet_tld_rnd_202204,tot_aet_tld_rnd_202205,tot_aet_tld_rnd_202206
2833,2833,2833,1874698.0,1805818.0,1959438.0,1692074.0,1717974.0,1472214
2834,2834,2834,3.0,3.0,10003.0,10003.0,10003.0,10003
2835,2835,2835,948952.0,8653529.0,420215.0,3468352.0,35371.0,32377
2836,2836,2836,18396924.0,17827802.0,19635206.0,15767421.0,15596170.0,12812585
2837,2837,2837,39229925.0,44394378.0,40568196.0,38967167.0,35949548.0,29143471
2838,2838,2838,24642847.0,26245807.0,24854000.0,24941386.0,24845746.0,23242796
2839,2839,2839,14039013.0,13101851.0,17304064.0,14590680.0,16085426.0,15327930
2840,2840,2840,10000.0,25000.0,25000.0,25000.0,25000.0,25000
2841,2841,2841,3679.0,3692.0,3608.0,2907.0,2616.0,2185
2842,2842,2842,100475.0,63564433.0,64784491.0,63010550.0,52306962.0,46969263
2843,2843,2843,91968887.0,88128922.0,86154113.0,83876090.0,82869207.0,71624423
2844,2844,2844,1055659.0,1213424.0,1218924.0,1221120.0,72920.0,53420
2845,2845,2845,4400143.0,4883149.0,5203753.0,4520304.0,4287566.0,3214860
2846,2846,2846,88637249.0,88505044.0,89824437.0,89583875.0,83736471.0,76805734
2847,2847,2847,243105000.0,48600868.0,50620445.0,49228490.0,48588095.0,42019170
2848,2848,2848,110024.0,110024.0,110024.0,110096.0,110096.0,914988
2849,2849,2849,12101326.0,12235016.0,12602087.0,11951099.0,11834421.0,10226285
2850,2850,2850,9210107.0,9941137.0,10292936.0,9494191.0,9921319.0,8396228
2851,2851,2851,288023.0,276285.0,270905.0,256424.0,262607.0,220677
2852,2852,2852,,,,2024440.0,2839840.0,2466940
2853,2853,2853,16235197.0,15555810.0,15796455.0,15311125.0,13832192.0,11553362
2854,2854,2854,6532571.0,6568041.0,8152701.0,8221967.0,8326562.0,7279412
2855,2855,2855,4612304.0,4853634.0,5512644.0,6057158.0,6208918.0,4837658
2856,2856,2856,2378792.0,2401363.0,2405590.0,1573216.0,1486047.0,1467559
2857,2857,2857,6772945.0,5811430.0,6196555.0,5224763.0,4990890.0,4699628
2858,2858,2858,12487560.0,11837560.0,11975060.0,12314340.0,12383190.0,11508190
2859,2859,2859,1662586.0,2811806.0,2917806.0,2786185.0,2810812.0,2494712
2860,2860,2860,5703024.0,4769373.0,5169143.0,4874073.0,4655357.0,3785734
2861,2861,2861,1924.0,1732.0,2349.0,1701.0,1856.0,2224
2862,2862,2862,,67000.0,98757.0,98004.0,97661.0,96937
2863,2863,2863,5348.0,5348.0,5348.0,0.0,0.0,171000
2864,2864,2864,68150110.0,69803554.0,74929797.0,80071182.0,76218762.0,80515351
2865,2865,2865,10832855.0,11770258.0,11970798.0,9929716.0,9761873.0,8961772
2866,2866,2866,276372.0,272672.0,266022.0,261084.0,263367.0,233067
2867,2867,2867,4414718.0,4342730.0,8467635.0,4383980.0,22939587.0,19383606
2868,2868,2868,68388003.0,73007588.0,80043820.0,71448267.0,66599188.0,63808864
2869,2869,2869,5622775.0,5446434.0,5526486.0,5258670.0,5175942.0,4582631
2870,2870,2870,,2001921.0,984159.0,1924886.0,1930385.0,1641015
2871,2871,2871,,,,21787679.0,34683849.0,33598503
2872,2872,2872,1243926.0,1469836.0,1428256.0,1722144.0,1548744.0,1235734
2873,2873,2873,818993392.0,770729445.0,781418308.0,745296498.0,735681730.0,612897410
2874,2874,2874,122460818.0,111388742.0,114612863.0,112409150.0,108994235.0,130405095
2875,2875,2875,6644500.0,7179500.0,7575000.0,6913459.0,6821910.0,5794956
2876,2876,2876,13565.0,13375.0,14295.0,12330.0,12145.0,10040
2877,2877,2877,6779601.0,5851403.0,6128726.0,6078071.0,6007756.0,5180079
2878,2878,2878,894106.0,1052167.0,1327900.0,1336563.0,1345250.0,1268468
2879,2879,2879,1162834.0,1155034.0,1163180.0,1167839.0,1172962.0,1143523
2880,2880,2880,340282611.0,356483668.0,360246392.0,318272350.0,293604937.0,297750237
2881,2881,2881,1671096.0,1626279.0,1712047.0,1766243.0,1738390.0,1798941
2882,2882,2882,0.0,0.0,0.0,0.0,5000.0,5000
2883,2883,2883,15979305.0,17110847.0,28751022.0,27291027.0,27023280.0,23049797
2884,2884,2884,104957470.0,115689725.0,134072010.0,142558350.0,133790300.0,124933620
2885,2885,2885,225000.0,225000.0,26542414.0,23018426.0,5735447.0,5735003
2886,2886,2886,130739978.0,137379846.0,254347429.0,317124113.0,159121484.0,162940108
2887,2887,2887,6503348.0,6560828.0,6376213.0,6333943.0,6416977.0,6940259
2888,2888,2888,15841680.0,18187315.0,18899939.0,18041096.0,17582475.0,15356758
2889,2889,2889,16049836.0,16772495.0,17657695.0,15943332.0,15745547.0,13389647
2890,2890,2890,22322600.0,24262000.0,23193400.0,21489600.0,21599800.0,18650800
2891,2891,2891,1000.0,2594555.0,4566741.0,4595849.0,4626020.0,4326788
2892,2892,2892,,,,,89030.0,82400
2893,2893,2893,17857765.0,15651420.0,19333802.0,19814344.0,18283286.0,7894356
2894,2894,2894,2230858.0,1905460.0,1970715.0,2156688.0,2026663.0,1895709
2895,2895,2895,18376003.0,19762203.0,21002208.0,23911832.0,21226917.0,18461212
2896,2896,2896,92725148.0,93730307.0,98362824.0,97604793.0,93720717.0,83899944
2897,2897,2897,8308930.0,8010940.0,8415351.0,7373539.0,7534569.0,6342569
2898,2898,2898,13871857.0,14786242.0,22328689.0,25741654.0,54057420.0,61061174
2899,2899,2899,2970.0,3885.0,4262.0,2791.0,2503.0,2261
2900,2900,2900,804133.0,811258.0,283158.0,274101.0,276651.0,244351
2901,2901,2901,,109340.0,311340.0,378618.0,461449.0,655099
2902,2902,2902,,,0.0,10000.0,10000.0,10000
2903,2903,2903,6930185.0,7426866.0,7460746.0,7148817.0,7108767.0,6959827
2904,2904,2904,39222121.0,49052814.0,47977531.0,42120420.0,43542448.0,38801888
2905,2905,2905,35806015.0,50684815.0,55078215.0,53324779.0,53883610.0,45455069
2906,2906,2906,2814068.0,2858248.0,2902156.0,2926612.0,2934158.0,2698095
2907,2907,2907,574620.0,589753.0,593319.0,20907.0,16707.0,59819
2908,2908,2908,162360.0,184240.0,212640.0,221200.0,188120.0,184000
2909,2909,2909,0.0,14550.0,17500.0,20800.0,16600.0,12500
2910,2910,2910,550365.0,1050365.0,1090665.0,1096889.0,1092689.0,1085189
2911,2911,2911,258341.0,195500.0,230844.0,212440.0,206801.0,177451
2912,2912,2912,18106384.0,19644608.0,20344935.0,18976457.0,20355555.0,16597256
2913,2913,2913,5000.0,5000.0,5000.0,5000.0,5000.0,5000
2914,2914,2914,16639014.0,19701274.0,19606257.0,13898650.0,12934177.0,10244025
2915,2915,2915,622814.0,0.0,2901480.0,2813043.0,2825574.0,6248780
2916,2916,2916,17057724.0,17240547.0,17017272.0,16758842.0,16067457.0,13674397
2917,2917,2917,21415871.0,21338671.0,21410371.0,21595634.0,22058486.0,18819646
2918,2918,2918,32300862.0,32677742.0,37274861.0,33852544.0,32726311.0,30634262
2919,2919,2919,9195202.0,9180327.0,9444184.0,8729002.0,8574397.0,7748219
2920,2920,2920,4468712.0,4583712.0,5534962.0,5450327.0,7544480.0,7226069
2921,2921,2921,43657.0,47131.0,39435.0,36240.0,33031.0,46502
2922,2922,2922,,,0.0,0.0,29300.0,26260
2923,2923,2923,28350554.0,26745678.0,25977426.0,23350375.0,20669506.0,14181416
2924,2924,2924,8926012.0,7691390.0,9014604.0,8860460.0,7625915.0,5685818
2925,2925,2925,14398348.0,22105056.0,20974914.0,17269762.0,16418032.0,24403849
2926,2926,2926,49052947.0,49476944.0,52045415.0,44926484.0,43514995.0,43932720
2927,2927,2927,30670833.0,33219926.0,37307374.0,35655621.0,37555615.0,31167755
2928,2928,2928,2450446.0,2461246.0,2432446.0,2401976.0,2413921.0,2127721
2929,2929,2929,974546.0,932330.0,999874.0,1012030.0,964183.0,769697
2930,2930,2930,157567.0,190567.0,219817.0,227067.0,192317.0,196067
2931,2931,2931,0.0,0.0,5502490.0,4894421.0,4469321.0,4301461
2932,2932,2932,280490.0,298090.0,322490.0,310489.0,290089.0,292989
2933,2933,2933,13925091.0,13709121.0,13259152.0,12863254.0,12918313.0,11046437
2934,2934,2934,52736009.0,50771214.0,50918079.0,53262667.0,52714648.0,44346238
2935,2935,2935,14343055.0,15178240.0,16095048.0,14863596.0,14611992.0,13811333
2936,2936,2936,19943454.0,19586800.0,20195051.0,20121624.0,19681802.0,19263714
2937,2937,2937,22490428.0,22363231.0,22533501.0,21090631.0,21559328.0,19481099
2938,2938,2938,22571121.0,22828821.0,23276421.0,21726969.0,21376844.0,18229444
2939,2939,2939,6455722.0,6321035.0,6171921.0,6529160.0,6632635.0,5609329
2940,2940,2940,5852473.0,8060279.0,10502541.0,10280711.0,9987219.0,11136363
2941,2941,2941,663056.0,635086.0,657119.0,681152.0,708194.0,557242
2942,2942,2942,,301014.0,303041.0,281305.0,279364.0,387661
2943,2943,2943,34427325.0,33478673.0,36280773.0,36903094.0,33703144.0,32479194
2944,2944,2944,11807120.0,12303470.0,13124920.0,12919562.0,12590162.0,9247187
2945,2945,2945,13149021.0,13871048.0,14607579.0,18725009.0,18722242.0,18871853
2946,2946,2946,16122187.0,16643960.0,17289495.0,16158455.0,16618490.0,14168824
2947,2947,2947,378341.0,371674.0,490065.0,486856.0,493544.0,461647
2948,2948,2948,668200.0,793158.0,991822.0,1176365.0,1168100.0,1006836
2949,2949,2949,141047.0,242149.0,253349.0,223257.0,254421.0,182443
2950,2950,2950,5000.0,62000.0,5000.0,5007.0,5007.0,57130
2951,2951,2951,114132871.0,113226406.0,106411714.0,99051157.0,96202597.0,87944239
2952,2952,2952,583202.0,280201.0,271012.0,259555.0,264372.0,224058
2953,2953,2953,8334047.0,8721909.0,10889387.0,9806951.0,7965417.0,7278388
2954,2954,2954,0.0,0.0,0.0,1006238.0,1080660.0,914260
2955,2955,2955,20475917.0,21910667.0,21734857.0,20605169.0,20058191.0,16956651
2956,2956,2956,7336015.0,7230642.0,7002560.0,6817272.0,6843418.0,5834048
2957,2957,2957,9717700.0,8841700.0,9393910.0,9062450.0,9240720.0,9347305
2958,2958,2958,983.0,983.0,983.0,142476.0,29657.0,0
2959,2959,2959,5672823.0,5787765.0,5729620.0,5690583.0,5546281.0,4679316
2960,2960,2960,690330.0,679330.0,700730.0,681213.0,664896.0,599096
2961,2961,2961,24555478.0,25685957.0,29558047.0,26925221.0,29600385.0,25499971
2962,2962,2962,,,,0.0,10097730.0,9298790
2963,2963,2963,5840310.0,5740840.0,6053460.0,6422920.0,5939780.0,4263000
2964,2964,2964,84890.0,87350.0,95280.0,124625.0,124970.0,112820
2965,2965,2965,214361749.0,238470607.0,256775853.0,256733280.0,267633237.0,240849636
2966,2966,2966,5022570.0,5076570.0,5634410.0,4776224.0,4701494.0,3286779
2967,2967,2967,2604345.0,2718345.0,2849845.0,2873665.0,2902470.0,2679470
2968,2968,2968,7558300.0,6552000.0,6265700.0,6869567.0,7163410.0,4289500
2969,2969,2969,67512.0,67875.0,11842.0,9684.0,25825.0,21605
2970,2970,2970,1322263.0,1328363.0,1395742.0,1447594.0,1441478.0,1218774
2971,2971,2971,,0.0,1699812.0,1841059.0,2755938.0,2719367
2972,2972,2972,,,,,5977500.0,4197270
2973,2973,2973,0.0,0.0,15000.0,15000.0,15000.0,15000
2974,2974,2974,35174988.0,35205443.0,28423055.0,22665321.0,20827354.0,18822032
2975,2975,2975,1979209.0,2108738.0,2088406.0,2014665.0,1984503.0,1803259
2976,2976,2976,4288535.0,4132335.0,4110635.0,3535735.0,3726667.0,3146947
2977,2977,2977,8203340.0,8361990.0,8590535.0,8079896.0,7917881.0,6624406
2978,2978,2978,16454834.0,16206834.0,17570834.0,16641233.0,14657233.0,13355233
2979,2979,2979,8139011.0,8453027.0,7700289.0,8233341.0,13301551.0,12760061
2980,2980,2980,11049743.0,8497396.0,8953360.0,20976753.0,9258523.0,5166761
2981,2981,2981,118892.0,143835.0,158835.0,158918.0,158918.0,158918
2982,2982,2982,,,,,,111399
2983,2983,2983,18083030.0,18894470.0,20989740.0,19539698.0,19120595.0,15827085
2984,2984,2984,6927640.0,7799450.0,9658231.0,9376621.0,9743888.0,7616853
2985,2985,2985,12517806.0,12886080.0,12914409.0,16348215.0,16703842.0,15297292
2986,2986,2986,9916416.0,7114720.0,3594197.0,1452814.0,1769286.0,0
2987,2987,2987,834222.0,1483597.0,1519127.0,1453307.0,1423268.0,1652573
2988,2988,2988,9374224.0,9472624.0,9520224.0,8932412.0,8845408.0,7443076
2989,2989,2989,2541300.0,2657400.0,2921930.0,2769453.0,2722812.0,2306202
2990,2990,2990,87479.0,81929.0,88479.0,93529.0,86529.0,76829
2991,2991,2991,10000.0,10000.0,10000.0,10000.0,10000.0,10000
2992,2992,2992,100.0,1625042.0,1641276.0,2152476.0,2158208.0,413058
2993,2993,2993,96593478.0,98946432.0,109285020.0,108822090.0,112200265.0,108198896
2994,2994,2994,43733818.0,44747532.0,33652538.0,28982353.0,28805396.0,24021436
2995,2995,2995,9095511.0,8946711.0,8636711.0,8401829.0,8439802.0,7150322
2996,2996,2996,1689010.0,0.0,0.0,4078.0,4043.0,3358
2997,2997,2997,28909627.0,26953278.0,33675158.0,29347376.0,27766018.0,25079134
2998,2998,2998,11.0,11.0,11.0,0.0,0.0,1383627
2999,2999,2999,146602.0,144202.0,139202.0,135524.0,136246.0,115446
3000,3000,3000,170190.0,151190.0,162190.0,140693.0,140693.0,105693
3001,3001,3001,1115383.0,1097394.0,1059906.0,1032333.0,1037770.0,881800
3002,3002,3002,,,,,0.0,151120
3003,3003,3003,27838722.0,28747140.0,31715462.0,32509953.0,35177953.0,15213765
3004,3004,3004,64617203.0,69320816.0,78436550.0,81134426.0,90977796.0,85617450
3005,3005,3005,43714813.0,24110249.0,25888272.0,62251670.0,40805513.0,45356965
3006,3006,3006,3773369.0,3998069.0,3646769.0,3780272.0,3585422.0,3080930
3007,3007,3007,29193053.0,35152589.0,38557936.0,40370134.0,41559994.0,35601130
3008,3008,3008,4681180.0,4169430.0,4429430.0,4295285.0,3916035.0,3159185
3009,3009,3009,968030.0,953696.0,923765.0,901768.0,906179.0,781466
3010,3010,3010,12305256.0,12374142.0,12771279.0,13287672.0,14847354.0,12268963
3011,3011,3011,13622.0,86404.0,85915.0,82620.0,83554.0,71040
3012,3012,3012,15887953.0,16441473.0,17620849.0,16373941.0,16334573.0,13915316
3013,3013,3013,4273018.0,3217305.0,1885598.0,1837654.0,1542830.0,4431231
3014,3014,3014,100560.0,100920.0,108600.0,104760.0,103680.0,76920
3015,3015,3015,125715379.0,111524796.0,157065449.0,152182764.0,165290358.0,130154191
3016,3016,3016,1201935.0,2415485.0,2132107.0,2097421.0,2030212.0,888079
3017,3017,3017,288701.0,304401.0,279033.0,171578.0,185942.0,159038
3018,3018,3018,1390567.0,1362011.0,1319760.0,1301346.0,1309453.0,1124330
3019,3019,3019,204.0,0.0,0.0,0.0,0.0,193250
3020,3020,3020,12979.0,13726.0,7303.0,6242.0,6178.0,120676
3021,3021,3021,630828.0,1154714.0,1140308.0,1103860.0,1099611.0,976370
3022,3022,3022,1000100.0,987100.0,1007250.0,1010728.0,1008628.0,1004878
3023,3023,3023,99093925.0,103012758.0,104114500.0,101131579.0,102725212.0,91373711
3024,3024,3024,10370125.0,10781725.0,11692225.0,11241789.0,11104983.0,8105983
3025,3025,3025,53994006.0,59995211.0,66286406.0,56461571.0,51915439.0,59594053
3026,3026,3026,6503621.0,6603361.0,6748858.0,6877792.0,6878764.0,12337935
3027,3027,3027,3036139.0,2839639.0,2813639.0,3032664.0,3571791.0,3172591
3028,3028,3028,811831.0,841801.0,861891.0,837655.0,835800.0,738395
3029,3029,3029,6265.0,143416.0,171082.0,168855.0,167589.0,257881
3030,3030,3030,13454092.0,13387072.0,13350666.0,12921978.0,12973022.0,11515224
3031,3031,3031,,,2234983.0,3571203.0,2239973.0,0
3032,3032,3032,,,0.0,4709.0,10282.0,8168
3033,3033,3033,8362031.0,9140738.0,10018129.0,10483279.0,10927258.0,10068203
3034,3034,3034,8909829.0,8800079.0,9292662.0,8549562.0,8309187.0,6219842
3035,3035,3035,16669019.0,17971519.0,17896468.0,17763194.0,17690194.0,7446000
3036,3036,3036,15289438.0,14881039.0,15652451.0,10464560.0,10063208.0,6543465
3037,3037,3037,7348281.0,7208059.0,7807118.0,7162991.0,6904759.0,6112306
3038,3038,3038,5205767.0,5071532.0,4713572.0,4087142.0,3982737.0,3028177
3039,3039,3039,1.0,1.0,15001.0,15001.0,15001.0,15001
3040,3040,3040,473667.0,453767.0,488617.0,494210.0,499210.0,496460
3041,3041,3041,1186425.0,985507.0,931452.0,739157.0,703212.0,632512
3042,3042,3042,,87000.0,112814.0,110921.0,110999.0,110384
3043,3043,3043,25695256.0,24951593.0,25244755.0,24466751.0,34088784.0,28622092
3044,3044,3044,8802561.0,8977690.0,9110222.0,8758299.0,8545200.0,7491915
3045,3045,3045,16449735.0,16527900.0,17821307.0,15594025.0,15617508.0,14005100
3046,3046,3046,5074790.0,5099114.0,5123242.0,5127752.0,4969296.0,4373892
3047,3047,3047,9176414.0,10851012.0,11138210.0,10288390.0,10799693.0,9069714
3048,3048,3048,345725715.0,386500420.0,433441945.0,351537466.0,329410900.0,1925000
3049,3049,3049,406279.0,26394709.0,23448083.0,22459127.0,22454927.0,22450827
3050,3050,3050,120000.0,107000.0,134257.0,135241.0,133219.0,128854
3051,3051,3051,,0.0,10000.0,10000.0,10000.0,10000
3052,3052,3052,,,,4709.0,5282.0,38418
3053,3053,3053,,,15000.0,15000.0,15000.0,15953
3054,3054,3054,199020779.0,200197935.0,228129681.0,240916172.0,219172687.0,181281582
3055,3055,3055,55362522.0,57641744.0,63382694.0,57657653.0,56479762.0,51561941
3056,3056,3056,9503557.0,8446057.0,7026207.0,5854332.0,5427062.0,4042272
3057,3057,3057,1928625.0,1288300.0,1254744.0,1059039.0,915527.0,765000
3058,3058,3058,9063645.0,9015345.0,8704445.0,8516142.0,8554026.0,7154026
3059,3059,3059,278000.0,190000.0,219250.0,229032.0,194282.0,191000
3060,3060,3060,268299.0,256499.0,258899.0,241131.0,249931.0,112950
3061,3061,3061,20488.0,20836.0,21633.0,19637.0,19627.0,17355
3062,3062,3062,,,1000000.0,5854001.0,5915764.0,5975518
3063,3063,3063,58833987.0,57982987.0,61718937.0,61424809.0,61055819.0,51522169
3064,3064,3064,20146739.0,20067739.0,21167059.0,23574584.0,28561819.0,24385959
3065,3065,3065,59330215.0,62676779.0,63502816.0,62180351.0,38329430.0,87796834
3066,3066,3066,0.0,0.0,0.0,0.0,0.0,0
3067,3067,3067,160916.0,296166.0,227469.0,210844.0,195744.0,168244
3068,3068,3068,115322.0,123500.0,146650.0,150000.0,146900.0,115250
3069,3069,3069,9506.0,9066.0,9786.0,8811.0,8381.0,6891
3070,3070,3070,2185537.0,2349510.0,2437890.0,2273412.0,2139235.0,1790895
3071,3071,3071,0.0,13091.0,13499.0,12882.0,12292.0,12237
3072,3072,3072,,0.0,4807.0,5966.0,5232.0,5042
3073,3073,3073,33773038.0,33485527.0,33779352.0,32510910.0,32894578.0,30104915
3074,3074,3074,16580650.0,14745172.0,12187810.0,8879810.0,3283322.0,2787350
3075,3075,3075,6257502.0,6384188.0,6614796.0,6691850.0,8218503.0,7707786
3076,3076,3076,133950.0,130907.0,133673.0,96844.0,102922.0,91990
3077,3077,3077,181348492.0,159770787.0,243979162.0,225481617.0,200127812.0,171313204
3078,3078,3078,8367000.0,6570000.0,6280000.0,6977844.0,6028724.0,2487198
3079,3079,3079,86796.0,87523.0,87606.0,88040.0,87729.0,85553
3080,3080,3080,,617310.0,613060.0,600911.0,143150.0,7183
3081,3081,3081,,,,,29682.0,26057
3082,3082,3082,89204333.0,98218222.0,100711531.0,93672140.0,89872105.0,76644509
3083,3083,3083,,,,0.0,10000.0,10000
3084,3084,3084,68090612.0,67924165.0,76592171.0,67667014.0,62402355.0,51375219
3085,3085,3085,4282798.0,4075528.0,4419628.0,3913066.0,3893805.0,3206605
3086,3086,3086,2262746.0,2328456.0,107264596.0,106957990.0,103023950.0,89495850
3087,3087,3087,3630824.0,3659968.0,3921408.0,3642445.0,3512095.0,1773429
3088,3088,3088,865170.0,962840.0,1052895.0,698253.0,662753.0,490053
3089,3089,3089,129020.0,1161680.0,948713.0,898064.0,923850.0,772275
3090,3090,3090,3905988.0,2162557.0,3342042.0,4231935.0,4483615.0,3205077
3091,3091,3091,1099503.0,1081503.0,1842050.0,1792618.0,1800417.0,2620681
3092,3092,3092,1314481.0,3603965.0,3911612.0,3638462.0,3396779.0,3279537
3093,3093,3093,18669689.0,19534250.0,21417952.0,17370442.0,16813002.0,15148562
3094,3094,3094,221621.0,267821.0,389371.0,404508.0,355858.0,361108
3095,3095,3095,902684.0,6536276.0,8675357.0,8061078.0,8083326.0,6693250
3096,3096,3096,12368587.0,12163417.0,13061550.0,14249473.0,13908689.0,14270894
3097,3097,3097,7680142.0,8544142.0,9056142.0,9264143.0,9232143.0,9345265
3098,3098,3098,1204808.0,1279508.0,1376108.0,1216151.0,1174217.0,975917
3099,3099,3099,5500017.0,5711017.0,6172517.0,5203542.0,5177042.0,4306042
3100,3100,3100,83784009.0,88541802.0,98057809.0,81681722.0,79005870.0,67058182
3101,3101,3101,50280.0,102468.0,54300.0,52380.0,51840.0,80004
3102,3102,3102,1979864.0,1950189.0,2132644.0,1940874.0,1853694.0,1721534
3103,3103,3103,125832950.0,130542939.0,137216075.0,128163239.0,131519924.0,110774665
3104,3104,3104,600159.0,377385.0,387085.0,364287.0,352097.0,265610
3105,3105,3105,96407.0,195233.0,192828.0,190729.0,191196.0,180911
3106,3106,3106,87960000.0,86520000.0,83520000.0,81246666.0,81613624.0,68400000
3107,3107,3107,272336.0,787124.0,808505.0,811309.0,792435.0,711718
3108,3108,3108,139195973.0,134513973.0,133966973.0,111586867.0,115443367.0,88671874
3109,3109,3109,4190258.0,4249398.0,4757573.0,5104975.0,4793431.0,3990779
3110,3110,3110,380156.0,399226.0,399513.0,367820.0,1045821.0,880769
3111,3111,3111,1060517.0,1184241.0,1416590.0,1626582.0,1829170.0,1509622
3112,3112,3112,0.0,3091.0,3499.0,2882.0,2292.0,2237
3113,3113,3113,25731971.0,24128374.0,23251185.0,10692334.0,26554661.0,23152987
3114,3114,3114,19462706.0,19532954.0,22602392.0,22134759.0,19416341.0,19911556
3115,3115,3115,15661229.0,19959835.0,21419771.0,22309665.0,20848559.0,17604960
3116,3116,3116,22827160.0,21815386.0,22160280.0,22530814.0,22768240.0,17821898
3117,3117,3117,4683304.0,4940848.0,4586110.0,3473628.0,3290718.0,2768755
3118,3118,3118,21824088.0,21578911.0,24521032.0,21544278.0,19829755.0,19548685
3119,3119,3119,32703911.0,34164221.0,33343526.0,33633160.0,34486881.0,27288704
3120,3120,3120,7345121.0,7456410.0,7720198.0,7727294.0,7528761.0,7148801
3121,3121,3121,1483500.0,1436500.0,1340862.0,679000.0,679000.0,5000
3122,3122,3122,,,,0.0,0.0,48090
3123,3123,3123,9540781.0,9526231.0,9732706.0,9464962.0,9572967.0,8567662
3124,3124,3124,39172648.0,38398083.0,39040282.0,37935867.0,39255552.0,32107760
3125,3125,3125,31378348.0,32513237.0,29781368.0,27105113.0,29245795.0,25326351
3126,3126,3126,38014800.0,25735484.0,25035484.0,24675920.0,14481966.0,11914966
3127,3127,3127,53945995.0,54897773.0,60446866.0,58506128.0,54017778.0,40972560
3128,3128,3128,5774294.0,5923546.0,6587911.0,5198037.0,5358107.0,5224525
3129,3129,3129,2492091.0,2597171.0,2687056.0,2870268.0,2883148.0,2533998
3130,3130,3130,248600.0,244200.0,239900.0,232737.0,233220.0,214439
3131,3131,3131,12459574.0,12935142.0,13154127.0,13131510.0,12669638.0,11052817
3132,3132,3132,3375350.0,3342650.0,3465690.0,3366343.0,3293636.0,2780986
3133,3133,3133,13262620.0,15477430.0,16487180.0,22400434.0,26634274.0,22743384
3134,3134,3134,19826470.0,21197945.0,20468945.0,18997657.0,19114242.0,16351242
3135,3135,3135,40240380.0,39255803.0,42050825.0,40879222.0,40282424.0,41556521
3136,3136,3136,1446351.0,1627473.0,1746169.0,1673439.0,1670121.0,1554619
3137,3137,3137,245799718.0,184941803.0,179431167.0,240041977.0,231399045.0,79239499
3138,3138,3138,10001535.0,10127250.0,10323875.0,10248958.0,10366220.0,8342103
3139,3139,3139,36076766.0,37767651.0,36391276.0,34795819.0,37421004.0,33219849
3140,3140,3140,932030.0,804532.0,872032.0,597552.0,581052.0,488052
3141,3141,3141,961474.0,1037171.0,1388181.0,1054760.0,1394145.0,1848870
3142,3142,3142,5078.0,5078.0,5078.0,5078.0,10078.0,10079
3143,3143,3143,29607397.0,28900727.0,29779137.0,29321744.0,29665574.0,24745114
3144,3144,3144,14817319.0,16504809.0,15118102.0,16388695.0,15378565.0,13438842
3145,3145,3145,13566377.0,14290203.0,14908654.0,15226781.0,14057741.0,11748435
3146,3146,3146,5957418.0,5805718.0,6349518.0,5999908.0,5701528.0,4763358
3147,3147,3147,698506.0,2075743.0,3241824.0,4653997.0,4769951.0,4146417
3148,3148,3148,713167.0,712467.0,870667.0,863821.0,887621.0,774221
3149,3149,3149,2949358.0,2932501.0,3112771.0,2716127.0,2767231.0,2460722
3150,3150,3150,5117616.0,5848958.0,5663495.0,5514225.0,5689894.0,4740896
3151,3151,3151,986492.0,1000484.0,1031966.0,1199870.0,1070444.0,888548
3152,3152,3152,954551.0,975551.0,937051.0,907754.0,1286974.0,1118474
3153,3153,3153,28220999.0,28447684.0,27236666.0,21794706.0,30764426.0,32784039
3154,3154,3154,11721320.0,13780560.0,15577470.0,15688680.0,15810050.0,14772120
3155,3155,3155,29204261.0,32098933.0,36327462.0,35663898.0,33301898.0,29409898
3156,3156,3156,22956650.0,24825898.0,33767472.0,28183295.0,24327024.0,21269860
3157,3157,3157,23289903.0,21066857.0,26007767.0,21842709.0,20657670.0,19574015
3158,3158,3158,12605331.0,12177343.0,12105253.0,12250080.0,12459587.0,10679829
3159,3159,3159,905407.0,1061984.0,1554667.0,971091.0,898845.0,882404
3160,3160,3160,2074241.0,2070602.0,2118169.0,2092395.0,2015662.0,1823332
3161,3161,3161,2002144.0,3062494.0,3764875.0,4037316.0,4019587.0,3899699
3162,3162,3162,789094.0,777094.0,752094.0,733745.0,737355.0,633355
3163,3163,3163,8317.0,8415.0,10023.0,62712.0,55996.0,3481
3164,3164,3164,11139011.0,10564071.0,11410136.0,11754012.0,10587714.0,8557456
3165,3165,3165,64961.0,64961.0,64961.0,64961.0,64530.0,64530
3166,3166,3166,15181288.0,15627812.0,22407457.0,7628852.0,42373251.0,23532898
3167,3167,3167,3547641.0,3662521.0,3653941.0,3509941.0,3847955.0,3289624
3168,3168,3168,8540724.0,9474533.0,12827012.0,12341336.0,13102633.0,10749611
3169,3169,3169,29227974.0,26780474.0,34985884.0,32061912.0,30027912.0,24441912
3170,3170,3170,36512483.0,56276559.0,60953257.0,53955315.0,52106462.0,50376267
3171,3171,3171,47083.0,47069.0,47355.0,46667.0,49380.0,45720
3172,3172,3172,2432447.0,2405147.0,2574592.0,2519389.0,2542539.0,2189739
3173,3173,3173,24682468.0,26429491.0,26746697.0,26837218.0,26013028.0,21617030
3174,3174,3174,3472234.0,3370442.0,3671324.0,3765018.0,4687632.0,4408163
3175,3175,3175,19523938.0,25172705.0,26234087.0,26748402.0,32383937.0,47429973
3176,3176,3176,29470816.0,29479872.0,29023210.0,28459204.0,28856153.0,55509409
