,act_no,access_count,SEX_F,SEX_M,age_group,income_group,account_age,LIFESTAGE_1,LIFESTAGE_2,LIFESTAGE_3,LIFESTAGE_4,LIFESTAGE_5,LIFESTAGE_6,LIFESTAGE_7,LIFESTAGE_8,LIFESTAGE_9,LIFESTAGE_10,nh_level,invest_exp_group,HOLDINGS_TYPE_1.0,HOLDINGS_TYPE_2.0,HOLDINGS_TYPE_3.0,HOLDINGS_TYPE_4.0,loyalty,SECTOR_1.0,SECTOR_2.0,SECTOR_3.0,SECTOR_4.0,SECTOR_5.0,SECTOR_6.0,SECTOR_7.0,SECTOR_8.0,SECTOR_9.0,SECTOR_10.0,SECTOR_11.0,SECTOR_12.0,SECTOR_13.0,SECTOR_14.0,SECTOR_15.0,SECTOR_16.0,kr_stock_yn,overseas_stock_yn,risk_tolerance,sophistication,stock_wealth_level,trading_frequency,peak_asset_value,value_weighted_volatility,leverage,TOTAL_DURATION,TOTAL_VIEW_CNT,TOTAL_FOREIGN,TOTAL_ADV,TOTAL_AI,TOTAL_NTP,TOTAL_MAT
1865,2128,6,0,1,9,1,910,0,0,0,0,0,0,0,0,1,0,4,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,10,51299860,68.92312209,0,4684254,125,0,63131,0,0,0
1866,2129,2,1,0,2,1,881,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,2914266,77.31287545,0,170266,39,1456,0,0,0,25
1867,2130,6,1,0,5,1,627,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,9,2446248,37.82977209,0,540567,53,511,236373,0,7439,125
1868,2131,6,1,0,6,1,627,0,0,0,0,0,1,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,6,1999811,25.97658549,0,964209,80,0,0,0,0,0
1869,2132,6,1,0,3,1,621,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,3,476344,39.6475158,0,_,_,_,_,_,_,_
1870,2133,6,1,0,9,1,585,0,0,0,0,0,0,0,0,1,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,9,45672365,33.76688281,0,4842388,239,2184,0,51961,0,2804
1871,2134,1,1,0,2,1,582,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,288626,35.77251967,0,_,_,_,_,_,_,_
1872,2135,6,1,0,2,1,407,0,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,17606822,32.0117,0,195,1,0,0,0,0,0
1873,2137,4,0,1,4,1,5644,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,2,6772601,47.45369586,0,_,_,_,_,_,_,_
1874,2138,6,1,0,7,1,3017,0,0,0,0,0,1,0,0,0,0,5,5,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,4,8,106582572,70.83006375,0,23049573,1504,0,15184,0,0,179797
1875,2139,6,0,1,5,1,1779,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,6,4397164,35.01519746,0,54480,17,296,0,0,0,60
1876,2140,3,1,0,1,1,669,1,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,6563670,47.30713782,0,35074,2,0,0,0,0,0
1877,2141,2,1,0,5,1,583,0,0,0,0,0,0,0,1,0,0,4,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,39062324,31.47283016,0,_,_,_,_,_,_,_
1878,2142,2,0,1,1,1,583,1,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,64961,144.5533165,0,188444,9,103,0,0,0,0
1879,2144,6,0,1,6,1,557,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,9,2094115,44.46263812,0,3928674,389,0,0,0,0,106002
1880,2145,4,0,1,4,1,514,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,612668,33.37436229,0,23748,7,0,0,0,0,0
1881,2146,6,0,1,4,1,479,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1506513,21.4687,0,1515921,118,261951,0,0,0,26
1882,2147,1,1,0,7,1,471,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,2,1824683,21.4687,0,_,_,_,_,_,_,_
1883,2148,6,1,0,3,1,4208,0,0,0,1,0,0,0,0,0,0,2,6,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,4352243,31.8604496,0,196177,40,0,0,0,0,71
1884,2149,6,1,0,5,1,2634,0,0,0,0,0,1,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,1477692,26.02329225,0,8496,69,0,0,0,0,0
1885,2150,6,1,0,8,1,856,0,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,9,31947869,65.88570041,0,644690,21,0,0,0,0,0
1886,2151,6,0,1,2,1,835,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,2,9066328,16.496,0,14914263,891,12985931,0,0,103,40
1887,2152,6,0,1,3,1,755,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,16520829,21.4687,0,169967,8,0,0,0,0,0
1888,2153,6,1,0,9,1,668,0,0,0,0,0,0,0,0,1,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,11203323,22.55000542,0,_,_,_,_,_,_,_
1889,2154,3,1,0,1,1,627,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,285659,40.0249,0,15200,3,0,0,0,0,0
1890,2155,2,0,1,1,1,534,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,132060,52.9397,0,_,_,_,_,_,_,_
1891,2156,6,1,0,8,1,528,0,0,0,0,0,1,0,0,0,0,4,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,8,33150089,21.4687,0,_,_,_,_,_,_,_
1892,2157,3,1,0,9,1,514,0,0,0,0,0,0,0,0,1,0,3,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,14993002,44.42800728,0,_,_,_,_,_,_,_
1893,2158,2,1,0,2,1,134,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1,8,2338090,21.4687,0,705428,57,41598,78814,0,26841,21
1894,2159,6,0,1,7,1,5356,0,0,0,0,0,0,1,0,0,0,5,5,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,10,6178850,72.30568381,1515240,3307778,24,0,0,0,0,0
1895,2160,1,0,1,8,1,7161,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,830320,32.826,0,_,_,_,_,_,_,_
1896,2161,6,1,0,3,1,1306,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,3767370,21.65797998,0,89612,5,0,0,0,0,0
1897,2162,6,0,1,3,1,917,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,7926200,56.56756544,0,5186177,80,0,9907,0,0,44921
1898,2163,6,1,0,3,1,912,0,0,0,1,0,0,0,0,0,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,3,10,44303214,68.12825921,0,9839453,557,132,1744,0,0,17850
1899,2164,6,0,1,1,1,848,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,3,295874,21.4687,0,17877,19,233,2,0,0,0
1900,2165,3,0,1,9,1,805,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,2171438,24.797,0,_,_,_,_,_,_,_
1901,2166,3,1,0,3,1,753,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,6,7310044,28.39226733,0,424181,9,290,0,0,0,0
1902,2167,3,1,0,3,1,625,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,121005,49.7758,0,72008,3,0,0,0,0,0
1903,2168,6,0,1,3,1,501,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,9,606908,94.88041392,0,9361157,1374,0,0,0,0,1389662
1904,2169,1,1,0,4,1,393,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,2,5812,67.0956,0,125,1,0,0,0,0,0
1905,2170,4,1,0,8,1,247,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,8,40676,24.73042702,0,34003,14,1548,0,0,0,0
1906,2171,6,0,1,7,1,4617,0,0,0,0,1,0,0,0,0,0,2,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,3081064,97.6258,0,91934,63,0,0,5862,0,0
1907,2173,6,0,1,2,1,1215,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,3232809,53.70881976,0,4781676,251,1113694,71617,0,0,3004
1908,2174,6,0,1,5,1,917,0,0,0,0,0,0,1,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,2311516,75.33742586,0,12344704,774,0,3840,0,0,0
1909,2175,6,0,1,7,1,839,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,8,3510051,25.35994562,0,1867843,139,112,108376,0,0,18
1910,2176,6,0,1,3,1,765,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,9,7819475,40.66186686,0,17728258,572,0,0,0,0,36
1911,2177,4,0,1,1,1,686,1,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,4,2792684,33.8350617,0,87310,21,36617,0,0,0,0
1912,2178,2,0,1,1,1,640,1,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,6,1644074,26.20302846,0,30656,8,0,0,0,0,0
1913,2179,6,1,0,3,1,576,0,0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,8612058,25.84426482,0,972503,82,80,72652,0,0,0
1914,2180,6,0,1,7,1,527,0,0,0,0,1,0,0,0,0,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,3,2,78792760,32.63447618,0,1927506,294,312602,205141,0,0,37891
1915,2181,2,0,1,4,1,498,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,6,1171074,30.20487097,0,19166,2,0,0,0,0,0
1916,2183,6,0,1,7,1,1843,0,0,0,0,0,0,1,0,0,0,5,3,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,4,10,169588526,31.9382373,0,244758551,7009,25745,22623,0,0,180064
1917,2184,6,1,0,5,1,1627,0,0,0,0,0,0,0,1,0,0,3,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,22554327,49.28683958,0,6419440,1009,43371,0,0,0,40109
1918,2185,3,0,1,3,1,914,0,0,1,0,0,0,0,0,0,0,4,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,8,14014980,40.11542995,0,_,_,_,_,_,_,_
1919,2186,6,0,1,8,1,709,0,0,0,0,0,0,1,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,6,17756347,53.5759263,0,516890,19,450,1088,0,0,0
1920,2187,5,1,0,2,1,672,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,8,4767960,28.03004105,0,79437,8,38229,0,0,0,0
1921,2188,6,0,1,4,3,648,0,0,1,0,0,0,0,0,0,0,5,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,10,101288314,61.9251764,74686300,71539861,960,11972366,0,0,0,87357
1922,2189,6,0,1,9,1,621,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,2,8,6074528,21.4687,0,97602,20,34546,0,0,0,0
1923,2190,6,0,1,2,1,621,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,10,3991147,22.13081234,0,478101,11,0,0,0,0,0
1924,2191,6,1,0,7,1,568,0,0,0,0,0,1,0,0,0,0,4,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,9,23682658,97.03823534,0,1382954,336,0,0,0,0,0
1925,2192,2,0,1,5,1,359,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,2,4551414,23.79364548,0,_,_,_,_,_,_,_
1926,2194,5,0,1,9,1,460,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,7,9460650,10.08346465,0,_,_,_,_,_,_,_
1927,2195,6,1,0,3,1,1812,0,0,0,1,0,0,0,0,0,0,3,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,7,11932850,27.53836691,0,1111464,43,0,0,0,0,25
1928,2196,6,1,0,1,1,1722,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,10,2736039,36.97509619,0,4937004,597,0,48876,0,0,0
1929,2198,6,0,1,3,1,882,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,2,2,16176517,26.94483128,0,17145,5,8425,0,0,0,0
1930,2199,6,0,1,5,1,822,0,0,0,0,0,0,1,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,9,20271494,45.8680855,0,4178555,59,0,0,0,0,0
1931,2200,6,1,0,7,1,731,0,0,0,0,0,0,0,1,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,8,12927565,63.16463779,0,4922260,132,0,0,0,0,0
1932,2201,6,1,0,6,1,612,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,2063718,37.49973804,0,530427,18,25112,0,0,0,0
1933,2202,3,1,0,7,1,563,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,299222,21.4687,0,_,_,_,_,_,_,_
1934,2204,2,0,1,5,1,5061,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,7,6838756,40.21720452,0,859205,9,0,0,0,0,0
1935,2205,6,1,0,9,1,8571,0,0,0,0,0,0,0,0,1,0,4,6,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,3,10,67928382,36.24398697,0,89870655,4198,3582564,276,0,144,1616786
1936,2206,6,1,0,9,1,4651,0,0,0,0,0,0,0,0,1,0,4,6,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,8,40531160,31.05261816,0,568152,151,0,0,0,0,0
1937,2207,4,0,1,1,1,891,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,4173942,38.74841846,0,70855,7,0,0,0,0,0
1938,2208,6,0,1,3,1,840,0,0,1,0,0,0,0,0,0,0,4,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,10,36691873,37.16055299,0,30953077,1746,8760049,35,0,140,62559
1939,2209,6,0,1,2,1,695,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,2,7,9951128,25.0689086,0,745947,185,297674,0,0,0,0
1940,2210,5,1,0,1,1,621,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,6952971,26.45398564,0,63904,13,0,0,0,0,0
1941,2211,6,1,0,2,1,582,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,7919550,26.58754929,0,1126628,52,6978,0,0,0,60
1942,2213,2,0,1,2,1,526,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,1482600,28.68903778,0,_,_,_,_,_,_,_
1943,2214,6,1,0,8,1,443,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,564873,21.97999961,0,2781172,199,1412502,0,0,0,0
1944,2216,6,0,1,8,1,8456,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,2,3,10,35706577,22.38219487,0,40366113,1167,1143734,1068954,470,144865,1704
1945,2217,5,0,1,7,1,7260,0,0,0,0,1,0,0,0,0,0,2,6,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,1,6,1444689,41.38160891,0,59419,2,0,99,0,0,0
1946,2218,6,0,1,5,1,7847,0,0,0,0,1,0,0,0,0,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,8,72213994,51.92187794,0,1040181,30,32,0,0,0,69
1947,2219,5,1,0,5,1,2502,0,0,0,0,0,1,0,0,0,0,3,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,8,16584494,44.97114782,0,479065,13,0,0,0,0,0
1948,2220,6,0,1,3,1,881,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,8,29375711,31.8134617,0,3414319,768,0,0,0,0,641
1949,2221,6,1,0,6,1,846,0,0,0,0,0,0,0,1,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,1,9,1836214,66.67412745,0,185238180,2232,0,0,0,0,0
1950,2222,4,0,1,1,1,723,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,365899,51.9815,0,2843669,41,0,0,0,0,3556
1951,2223,6,1,0,6,1,719,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,13157000,23.31236233,0,2466069,150,0,0,0,0,25
1952,2224,6,1,0,4,1,707,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,6228505,44.11628467,0,463136,35,0,28765,0,0,0
1953,2227,6,1,0,8,1,10228,0,0,0,0,1,0,0,0,0,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,10,85356529,36.57215248,0,5773283,327,53793,1348,19741,0,26958
1954,2228,6,0,1,6,1,6402,0,0,0,0,1,0,0,0,0,0,4,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,3,2,45892572,43.5630649,0,1245809,798,0,0,0,0,163
1955,2229,1,1,0,4,1,3473,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,4,1339934,21.53147078,0,_,_,_,_,_,_,_
1956,2231,6,1,0,3,1,581,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,9,8368320,40.51761683,0,1334135,169,83970,140,0,0,103
1957,2232,6,1,0,6,1,936,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,10,2408327,32.96515529,0,947389,4,0,0,0,0,0
1958,2233,6,0,1,2,1,913,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,9,3138147,39.62164511,0,56919368,1236,60518,0,0,0,760492
1959,2235,6,0,1,1,1,400,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,9,2160459,32.51244383,0,4787750,146,8525,29932,0,17159,748
1960,2236,5,1,0,4,1,379,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,8,4104894,25.34726104,0,138066,45,30335,1775,0,0,0
1961,2238,6,0,1,7,1,1828,0,0,0,0,1,0,0,0,0,0,3,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,4,14162897,52.05791762,0,5476992,100,40,0,0,0,20
1962,2239,6,1,0,2,1,1366,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,1,6,1294988,64.28487431,0,472118,92,0,0,0,0,0
1963,2240,6,0,1,2,1,656,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,1,10,1528995,21.35055607,0,420474,26,0,0,0,0,279
1964,2241,1,1,0,1,1,583,1,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,6,3297044,21.4687,0,76,1,0,0,0,0,0
1965,2242,5,0,1,7,1,568,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,6,361943,18.87379287,0,149365,13,0,0,0,0,445
1966,2243,6,0,1,2,1,567,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,8,15666306,42.23485636,0,8867096,297,3054,61824,0,0,0
1967,2244,6,1,0,5,1,562,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,8,3549381,44.18274498,0,205706,13,0,0,0,0,29
1968,2245,3,1,0,3,1,536,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,1787015,31.43584453,0,_,_,_,_,_,_,_
1969,2246,2,0,1,8,1,518,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,26157,41.9128,0,_,_,_,_,_,_,_
1970,2247,5,0,1,5,1,515,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,736968,12.33172483,0,1838,1,0,0,0,0,1838
1971,2249,6,1,0,5,1,2102,0,0,0,0,1,0,0,0,0,0,6,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,4,9,288125109,53.31573249,0,5141921,47,80,0,0,0,0
1972,2250,6,0,1,5,1,924,0,0,0,0,1,0,0,0,0,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,8,38233517,39.80509649,0,5709881,180,0,0,0,0,0
