,Unnamed: 0,act_no,orr_dt,orr_ord,orr_rtn_hur,lst_cns_hur,iem_cd,sby_dit_cd,cns_qty,orr_pr,orr_mdi_dit_cd,cur_cd,trd_cur_xcg_rt
16848,16848,acc_6131,20220613,6,0,0,US23257B1070,2,9,1.4498,3,USD,1266.0
16849,16849,acc_6131,20220613,5,0,0,US0077441055,2,16,17.7399,3,USD,1266.0
16850,16850,acc_6131,20220613,3,0,0,KYG394622081,2,1,0.62,3,USD,1266.0
16851,16851,acc_6131,20220613,1,0,0,KYG394622081,1,543,0.621,3,USD,1266.0
16852,16852,acc_6131,20220613,13,1,1,US23257B1070,1,194,1.3504,3,USD,1266.0
16853,16853,acc_6131,20220613,11,0,0,US0077441055,1,16,16.5601,3,USD,1266.0
16854,16854,acc_6131,20220613,33,2,2,KYG394622081,2,298,0.8087,3,USD,1266.0
16855,16855,acc_6131,20220613,63,17,17,US19240Q2012,1,11,7.47,3,USD,1266.0
16856,16856,acc_6131,20220613,64,17,17,KYG394622081,2,200,0.5599,3,USD,1266.0
16857,16857,acc_6131,20220613,65,17,17,KYG394622081,2,208,0.6715,3,USD,1266.0
16858,16858,acc_6131,20220613,66,17,17,KYG394622081,2,3,0.6715,3,USD,1266.0
16859,16859,acc_6131,20220613,80,18,18,KYG394622081,2,1,0.71,3,USD,1266.0
16860,16860,acc_6131,20220613,93,20,20,KYG394622081,2,17,0.4462,3,USD,1266.0
16861,16861,acc_6131,20220613,92,19,19,KYG394622081,2,1,0.5463,3,USD,1266.0
16862,16862,acc_6131,20220613,91,19,19,KYG394622081,2,100,0.6168,3,USD,1266.0
16863,16863,acc_6131,20220613,90,19,19,KYG394622081,2,45,0.6199,3,USD,1266.0
16864,16864,acc_6131,20220613,67,17,17,KYG394622081,1,13,0.66,3,USD,1266.0
16865,16865,acc_6131,20220613,68,17,17,KYG394622081,1,100,0.6502,3,USD,1266.0
16866,16866,acc_6131,20220613,69,17,17,KYG394622081,1,100,0.6502,3,USD,1266.0
16867,16867,acc_6131,20220613,89,18,18,KYG394622081,2,29,0.7796,3,USD,1266.0
16868,16868,acc_6131,20220613,62,17,17,US19240Q2012,1,23,7.48,3,USD,1266.0
16869,16869,acc_6131,20220613,70,17,17,KYG394622081,1,135,0.65,3,USD,1266.0
16870,16870,acc_6131,20220613,88,18,18,KYG394622081,2,5,0.88,3,USD,1266.0
16871,16871,acc_6131,20220613,72,17,17,KYG394622081,1,34,0.65,3,USD,1266.0
16872,16872,acc_6131,20220613,87,18,18,KYG394622081,2,95,0.905,3,USD,1266.0
16873,16873,acc_6131,20220613,86,18,18,KYG394622081,2,251,0.9084,3,USD,1266.0
16874,16874,acc_6131,20220613,85,18,18,US09609G1004,1,11,6.2,3,USD,1266.0
16875,16875,acc_6131,20220613,81,18,18,KYG394622081,2,75,0.71,3,USD,1266.0
16876,16876,acc_6131,20220613,74,17,17,KYG394622081,2,100,0.6278,3,USD,1266.0
16877,16877,acc_6131,20220613,75,17,17,KYG394622081,2,300,0.63,3,USD,1266.0
16878,16878,acc_6131,20220613,82,18,18,KYG394622081,1,441,0.73,3,USD,1266.0
16879,16879,acc_6131,20220613,83,18,18,US09609G1004,2,51,6.24,3,USD,1266.0
16880,16880,acc_6131,20220613,84,18,18,US09609G1004,1,40,6.2,3,USD,1266.0
16881,16881,acc_6131,20220613,32,2,2,US09609G1004,1,51,4.68,3,USD,1266.0
16882,16882,acc_6131,20220613,76,18,18,KYG394622081,1,297,0.63,3,USD,1266.0
16883,16883,acc_6131,20220613,71,17,17,KYG394622081,1,100,0.6502,3,USD,1266.0
16884,16884,acc_6131,20220613,61,17,17,KYG394622081,2,7,0.59,3,USD,1266.0
16885,16885,acc_6131,20220613,73,17,17,KYG394622081,2,97,0.63,3,USD,1266.0
16886,16886,acc_6131,20220613,59,17,17,KYG394622081,2,62,0.5826,3,USD,1266.0
16887,16887,acc_6131,20220613,49,3,3,CAC009481069,2,84,2.5697,3,USD,1266.0
16888,16888,acc_6131,20220613,48,3,3,US4327051011,1,165,1.3203,3,USD,1266.0
16889,16889,acc_6131,20220613,47,3,3,US4327051011,2,165,1.3991,3,USD,1266.0
16890,16890,acc_6131,20220613,46,2,3,US0077441055,1,14,15.97,3,USD,1266.0
16891,16891,acc_6131,20220613,45,2,2,US0077441055,2,14,15.8,3,USD,1266.0
16892,16892,acc_6131,20220613,43,2,2,US23257B1070,2,140,1.625,3,USD,1266.0
16893,16893,acc_6131,20220613,42,2,2,KYG394622081,1,318,0.72,3,USD,1266.0
16894,16894,acc_6131,20220613,41,2,2,KYG394622081,2,4,0.6981,3,USD,1266.0
16895,16895,acc_6131,20220613,40,2,2,KYG394622081,2,314,0.7107,3,USD,1266.0
16896,16896,acc_6131,20220613,39,2,2,US23257B1070,1,126,1.79,3,USD,1266.0
16897,16897,acc_6131,20220613,38,2,2,US23257B1070,2,126,1.76,3,USD,1266.0
16898,16898,acc_6131,20220613,37,2,2,KYG394622081,1,100,0.7469,3,USD,1266.0
16899,16899,acc_6131,20220613,34,2,2,KYG394622081,2,1,0.7802,3,USD,1266.0
16900,16900,acc_6131,20220613,60,17,17,KYG394622081,2,2,0.5904,3,USD,1266.0
16901,16901,acc_6131,20220613,36,2,2,KYG394622081,1,99,0.7469,3,USD,1266.0
16902,16902,acc_6131,20220613,50,3,3,CAC009481069,1,84,2.5201,3,USD,1266.0
16903,16903,acc_6131,20220613,51,3,3,CAC009481069,2,87,2.4282,3,USD,1266.0
16904,16904,acc_6131,20220613,44,2,2,US23257B1070,1,140,1.6311,3,USD,1266.0
16905,16905,acc_6131,20220613,35,2,2,KYG394622081,1,100,0.7469,3,USD,1266.0
16906,16906,acc_6131,20220613,57,4,4,US4831042043,1,125,1.82,3,USD,1266.0
16907,16907,acc_6131,20220613,55,4,4,US23257B1070,1,141,1.57,3,USD,1266.0
16908,16908,acc_6131,20220613,78,18,18,KYG394622081,1,100,0.6302,3,USD,1266.0
16909,16909,acc_6131,20220613,79,18,18,KYG394622081,2,365,0.71,3,USD,1266.0
16910,16910,acc_6131,20220613,54,3,3,US23257B1070,2,1,1.525,3,USD,1266.0
16911,16911,acc_6131,20220613,53,3,3,US23257B1070,2,140,1.53,3,USD,1266.0
16912,16912,acc_6131,20220613,52,3,3,CAC009481069,1,87,2.47,3,USD,1266.0
16913,16913,acc_6131,20220613,58,4,4,US2826443010,2,86,2.635,3,USD,1266.0
16914,16914,acc_6131,20220613,56,4,4,US4831042043,2,125,1.7697,3,USD,1266.0
16915,16915,acc_6131,20220614,36,17,17,KYG394622081,1,10,0.8,3,USD,1286.0
16916,16916,acc_6131,20220614,33,17,17,KYG394622081,1,54,0.8,3,USD,1286.0
16917,16917,acc_6131,20220614,38,17,17,CA28474P2017,2,38,4.33,3,USD,1286.0
16918,16918,acc_6131,20220614,39,17,17,CA28474P2017,1,20,4.55,3,USD,1286.0
16919,16919,acc_6131,20220614,40,17,17,CA28474P2017,1,1,4.52,3,USD,1286.0
16920,16920,acc_6131,20220614,41,17,17,CA28474P2017,1,17,4.5,3,USD,1286.0
16921,16921,acc_6131,20220614,35,17,17,KYG394622081,1,1,0.8,3,USD,1286.0
16922,16922,acc_6131,20220614,34,17,17,KYG394622081,1,132,0.8,3,USD,1286.0
16923,16923,acc_6131,20220614,42,17,17,US1894641000,2,100,0.8679,3,USD,1286.0
16924,16924,acc_6131,20220614,37,17,17,KYG394622081,1,10,0.8,3,USD,1286.0
16925,16925,acc_6131,20220614,25,1,1,US0906831039,2,29,5.45,3,USD,1286.0
16926,16926,acc_6131,20220614,31,17,17,KYG394622081,2,35,0.85,3,USD,1286.0
16927,16927,acc_6131,20220614,26,17,17,US2826443010,1,86,2.05,3,USD,1286.0
16928,16928,acc_6131,20220614,29,17,17,KYG394622081,2,117,0.8416,3,USD,1286.0
16929,16929,acc_6131,20220614,28,17,17,US1894641000,1,192,0.91,3,USD,1286.0
16930,16930,acc_6131,20220614,19,1,1,US20037C1080,2,40,3.55,3,USD,1286.0
16931,16931,acc_6131,20220614,43,17,17,US1894641000,2,98,0.869,3,USD,1286.0
16932,16932,acc_6131,20220614,27,17,17,US1894641000,2,192,0.93,3,USD,1286.0
16933,16933,acc_6131,20220614,20,1,1,US20037C1080,1,40,3.68,3,USD,1286.0
16934,16934,acc_6131,20220614,21,1,1,US0906831039,2,26,5.68,3,USD,1286.0
16935,16935,acc_6131,20220614,22,1,1,US0906831039,1,26,5.96,3,USD,1286.0
16936,16936,acc_6131,20220614,23,1,1,US20037C1080,2,44,3.55,3,USD,1286.0
16937,16937,acc_6131,20220614,24,1,1,US20037C1080,1,44,3.6,3,USD,1286.0
16938,16938,acc_6131,20220614,32,17,17,KYG394622081,2,2,0.8209,3,USD,1286.0
16939,16939,acc_6131,20220614,30,17,17,KYG394622081,2,53,0.8416,3,USD,1286.0
16940,16940,acc_6131,20220614,66,23,23,US4831042043,1,60,2.27,3,USD,1286.0
16941,16941,acc_6131,20220614,45,17,17,US1894641000,1,176,0.8544,3,USD,1286.0
16942,16942,acc_6131,20220614,51,22,22,US83548F2002,2,163,0.79,3,USD,1286.0
16943,16943,acc_6131,20220614,54,22,22,US83548F2002,2,1,0.7421,3,USD,1286.0
16944,16944,acc_6131,20220614,50,22,22,US8342032005,1,627,0.2067,3,USD,1286.0
16945,16945,acc_6131,20220614,49,17,17,US8342032005,2,1,0.2458,3,USD,1286.0
16946,16946,acc_6131,20220614,55,22,22,US83548F2002,1,164,0.73,3,USD,1286.0
16947,16947,acc_6131,20220614,56,22,22,US1894641000,2,123,0.9651,3,USD,1286.0
16948,16948,acc_6131,20220614,57,22,22,US1894641000,2,1,0.965,3,USD,1286.0
16949,16949,acc_6131,20220614,58,22,22,US1894641000,1,124,1.0606,3,USD,1286.0
16950,16950,acc_6131,20220614,18,1,1,US20037C1080,1,39,3.67,3,USD,1286.0
16951,16951,acc_6131,20220614,59,22,22,US4831042043,2,54,2.3897,3,USD,1286.0
16952,16952,acc_6131,20220614,60,22,22,US4831042043,1,54,2.4208,3,USD,1286.0
16953,16953,acc_6131,20220614,61,22,22,US44183U2096,2,16,7.88,3,USD,1286.0
16954,16954,acc_6131,20220614,44,17,17,US1894641000,2,1,0.8667,3,USD,1286.0
16955,16955,acc_6131,20220614,62,22,22,US44183U2096,1,16,7.97,3,USD,1286.0
16956,16956,acc_6131,20220614,64,22,22,US83548F2002,1,199,0.6827,3,USD,1286.0
16957,16957,acc_6131,20220614,65,22,22,US4831042043,2,60,2.24,3,USD,1286.0
16958,16958,acc_6131,20220614,67,23,23,US44183U2096,2,17,8.0301,3,USD,1286.0
16959,16959,acc_6131,20220614,68,23,23,US44183U2096,1,17,8.07,3,USD,1286.0
16960,16960,acc_6131,20220614,69,23,23,US82452L2034,2,373,0.3654,3,USD,1286.0
16961,16961,acc_6131,20220614,70,23,23,US82452L2034,2,4,0.36,3,USD,1286.0
16962,16962,acc_6131,20220614,71,23,23,US82452L2034,2,1,0.358,3,USD,1286.0
16963,16963,acc_6131,20220614,72,23,23,US82452L2034,1,378,0.4169,3,USD,1286.0
16964,16964,acc_6131,20220614,73,23,23,US7615256093,2,60,2.6099,3,USD,1286.0
16965,16965,acc_6131,20220614,48,17,17,US8342032005,2,21,0.27,3,USD,1286.0
16966,16966,acc_6131,20220614,47,17,17,US8342032005,2,605,0.2703,3,USD,1286.0
16967,16967,acc_6131,20220614,46,17,17,US1894641000,1,23,0.8516,3,USD,1286.0
16968,16968,acc_6131,20220614,63,22,22,US83548F2002,2,199,0.669776,3,USD,1286.0
16969,16969,acc_6131,20220614,17,1,1,US20037C1080,2,39,3.9392,3,USD,1286.0
16970,16970,acc_6131,20220614,53,22,22,US83548F2002,2,163,0.746265,3,USD,1286.0
16971,16971,acc_6131,20220614,15,0,0,US5537451008,2,138,1.2898,3,USD,1286.0
16972,16972,acc_6131,20220614,16,1,1,US5537451008,1,138,1.1209,3,USD,1286.0
16973,16973,acc_6131,20220614,52,22,22,US83548F2002,1,163,0.7501,3,USD,1286.0
16974,16974,acc_6131,20220614,1,0,0,US7615256093,1,60,2.4601,3,USD,1286.0
16975,16975,acc_6131,20220614,2,0,0,US20037C1080,2,74,1.9793,3,USD,1286.0
16976,16976,acc_6131,20220614,4,0,0,US2214132068,2,268,0.63,3,USD,1286.0
16977,16977,acc_6131,20220614,5,0,0,US2214132068,1,268,0.62,3,USD,1286.0
16978,16978,acc_6131,20220614,6,0,0,US20037C1080,2,81,1.9991,3,USD,1286.0
16979,16979,acc_6131,20220614,3,0,0,US20037C1080,1,74,2.27,3,USD,1286.0
16980,16980,acc_6131,20220614,8,0,0,US20037C1080,1,83,1.9801,3,USD,1286.0
16981,16981,acc_6131,20220614,9,0,0,US20037C1080,2,82,1.9601,3,USD,1286.0
16982,16982,acc_6131,20220614,10,0,0,US20037C1080,2,1,1.955,3,USD,1286.0
16983,16983,acc_6131,20220614,11,0,0,US20037C1080,1,83,2.09,3,USD,1286.0
16984,16984,acc_6131,20220614,12,0,0,US7615256093,2,74,2.2881,3,USD,1286.0
16985,16985,acc_6131,20220614,13,0,0,US7615256093,2,2,2.34,3,USD,1286.0
16986,16986,acc_6131,20220614,14,0,0,US7615256093,1,76,2.3506,3,USD,1286.0
16987,16987,acc_6131,20220614,7,0,0,US20037C1080,2,2,2.0099,3,USD,1286.0
16988,16988,acc_6131,20220615,11,1,1,CA92838F1018,1,51,1.38,3,USD,1289.7
16989,16989,acc_6131,20220615,17,2,2,US20037C1080,2,2,3.12,3,USD,1289.7
16990,16990,acc_6131,20220615,16,2,2,US20037C1080,2,17,3.12,3,USD,1289.7
16991,16991,acc_6131,20220615,15,2,2,US20037C1080,2,1,3.12,3,USD,1289.7
16992,16992,acc_6131,20220615,14,2,2,KYG989A61029,1,2,30.7801,3,USD,1289.7
16993,16993,acc_6131,20220615,13,1,1,US20037C1080,2,2,3.3299,3,USD,1289.7
16994,16994,acc_6131,20220615,12,1,1,KYG989A61029,2,2,32.66,3,USD,1289.7
16995,16995,acc_6131,20220615,10,1,1,CA92838F1018,1,2,1.38,3,USD,1289.7
16996,16996,acc_6131,20220615,2,0,0,IM00BMT7S123,1,23,2.8901,3,USD,1289.7
16997,16997,acc_6131,20220615,8,0,0,CA92838F1018,2,8,1.48,3,USD,1289.7
16998,16998,acc_6131,20220615,7,0,0,CA92838F1018,2,40,1.48,3,USD,1289.7
16999,16999,acc_6131,20220615,6,0,0,US30049G2030,1,23,3.1303,3,USD,1289.7
17000,17000,acc_6131,20220615,5,0,0,US30049G2030,2,23,3.11,3,USD,1289.7
17001,17001,acc_6131,20220615,4,0,0,CA92838F1018,1,45,1.57,3,USD,1289.7
17002,17002,acc_6131,20220615,3,0,0,CA92838F1018,2,45,1.47,3,USD,1289.7
17003,17003,acc_6131,20220615,18,2,2,US20037C1080,1,22,3.17,3,USD,1289.7
17004,17004,acc_6131,20220615,1,0,0,IM00BMT7S123,2,23,3.0201,3,USD,1289.7
17005,17005,acc_6131,20220615,9,0,0,CA92838F1018,2,5,1.35,3,USD,1289.7
17006,17006,acc_6131,20220615,19,2,2,US30049G2030,2,22,3.0882,3,USD,1289.7
17007,17007,acc_6131,20220615,28,2,2,US30049G2030,1,26,2.9107,3,USD,1289.7
17008,17008,acc_6131,20220615,21,2,2,US0077441055,2,3,20.89,3,USD,1289.7
17009,17009,acc_6131,20220615,42,3,3,US00430H1023,2,86,0.8446,3,USD,1289.7
17010,17010,acc_6131,20220615,41,3,3,US40434H2031,1,130,0.56,3,USD,1289.7
17011,17011,acc_6131,20220615,40,3,3,US40434H2031,1,1,0.56,3,USD,1289.7
17012,17012,acc_6131,20220615,39,3,3,US40434H2031,2,131,0.56,3,USD,1289.7
17013,17013,acc_6131,20220615,38,3,3,US0077441055,1,3,19.97,3,USD,1289.7
17014,17014,acc_6131,20220615,37,3,3,US0077441055,2,3,19.77,3,USD,1289.7
17015,17015,acc_6131,20220615,36,3,3,US7615256093,1,33,2.1801,3,USD,1289.7
17016,17016,acc_6131,20220615,35,3,3,US7615256093,2,33,2.2193,3,USD,1289.7
17017,17017,acc_6131,20220615,20,2,2,US30049G2030,1,22,3.05,3,USD,1289.7
17018,17018,acc_6131,20220615,34,3,3,IM00BMT7S123,1,28,2.61,3,USD,1289.7
17019,17019,acc_6131,20220615,32,3,3,US20037C1080,1,22,3.47,3,USD,1289.7
17020,17020,acc_6131,20220615,31,3,3,US20037C1080,2,22,3.43,3,USD,1289.7
17021,17021,acc_6131,20220615,30,3,3,US8261651025,1,26,2.8709,3,USD,1289.7
17022,17022,acc_6131,20220615,27,2,2,US30049G2030,2,26,2.9,3,USD,1289.7
17023,17023,acc_6131,20220615,26,2,2,US0077441055,1,3,21.78,3,USD,1289.7
17024,17024,acc_6131,20220615,25,2,2,US0077441055,2,3,21.17,3,USD,1289.7
17025,17025,acc_6131,20220615,24,2,2,US0077441055,1,3,21.78,3,USD,1289.7
17026,17026,acc_6131,20220615,23,2,2,US0077441055,2,3,20.8,3,USD,1289.7
17027,17027,acc_6131,20220615,33,3,3,IM00BMT7S123,2,28,2.6697,3,USD,1289.7
17028,17028,acc_6131,20220615,29,2,2,US8261651025,2,26,2.8601,3,USD,1289.7
17029,17029,acc_6131,20220615,22,2,2,US0077441055,1,3,21.32,3,USD,1289.7
17030,17030,acc_6131,20220615,99,23,23,US88066N1054,1,30,2.4301,3,USD,1289.7
17031,17031,acc_6131,20220615,55,4,4,US0077441055,2,3,19.51,3,USD,1289.7
17032,17032,acc_6131,20220615,56,4,4,US0077441055,1,3,19.87,3,USD,1289.7
17033,17033,acc_6131,20220615,78,17,17,US00972D1054,2,100,0.6273,3,USD,1289.7
17034,17034,acc_6131,20220615,101,23,23,IM00BMT7S123,1,22,3.1701,3,USD,1289.7
17035,17035,acc_6131,20220615,66,4,4,US20037C1080,1,18,3.87,3,USD,1289.7
17036,17036,acc_6131,20220615,67,4,4,US0077441055,2,3,19.4,3,USD,1289.7
17037,17037,acc_6131,20220615,68,5,5,US0077441055,1,3,18.3,3,USD,1289.7
17038,17038,acc_6131,20220615,69,5,5,US03843E1047,2,52,1.27,3,USD,1289.7
17039,17039,acc_6131,20220615,57,4,4,US34417J1043,2,4,14.08,3,USD,1289.7
17040,17040,acc_6131,20220615,70,5,5,US03843E1047,2,1,1.18,3,USD,1289.7
17041,17041,acc_6131,20220615,58,4,4,US34417J1043,1,4,13.97,3,USD,1289.7
17042,17042,acc_6131,20220615,59,4,4,US0077441055,2,3,19.5899,3,USD,1289.7
17043,17043,acc_6131,20220615,60,4,4,US0077441055,1,3,19.87,3,USD,1289.7
17044,17044,acc_6131,20220615,61,4,4,US55328R1095,2,93,0.7279,3,USD,1289.7
17045,17045,acc_6131,20220615,62,4,4,US55328R1095,1,93,0.7494,3,USD,1289.7
17046,17046,acc_6131,20220615,63,4,4,US20037C1080,2,17,3.94,3,USD,1289.7
17047,17047,acc_6131,20220615,71,17,17,KYG2287A1004,2,3,0.1942,3,USD,1289.7
17048,17048,acc_6131,20220615,64,4,4,US20037C1080,1,17,3.98,3,USD,1289.7
17049,17049,acc_6131,20220615,65,4,4,US20037C1080,2,18,3.83,3,USD,1289.7
17050,17050,acc_6131,20220615,72,17,17,US0906831039,1,29,4.5,3,USD,1289.7
17051,17051,acc_6131,20220615,73,17,17,KYG2287A1004,2,22,0.19,3,USD,1289.7
17052,17052,acc_6131,20220615,74,17,17,KYG2287A1004,2,600,0.19,3,USD,1289.7
17053,17053,acc_6131,20220615,75,17,17,KYG2287A1004,2,64,0.19,3,USD,1289.7
17054,17054,acc_6131,20220615,98,23,23,US88066N1054,2,30,2.5499,3,USD,1289.7
17055,17055,acc_6131,20220615,76,17,17,KYG2287A1004,1,689,0.1536,3,USD,1289.7
17056,17056,acc_6131,20220615,82,17,17,US1894641000,2,2,1.08,3,USD,1289.7
17057,17057,acc_6131,20220615,81,17,17,US00972D1054,1,68,0.5534,3,USD,1289.7
17058,17058,acc_6131,20220615,80,17,17,US00972D1054,1,100,0.555,3,USD,1289.7
17059,17059,acc_6131,20220615,79,17,17,US00972D1054,2,3,0.65,3,USD,1289.7
17060,17060,acc_6131,20220615,54,4,4,MHY3894J1047,1,52,0.5482,3,USD,1289.7
17061,17061,acc_6131,20220615,53,4,4,MHY3894J1047,1,70,0.5482,3,USD,1289.7
17062,17062,acc_6131,20220615,77,17,17,US00972D1054,2,65,0.63,3,USD,1289.7
17063,17063,acc_6131,20220615,91,19,19,US00972D1054,2,2,0.469,3,USD,1289.7
17064,17064,acc_6131,20220615,43,3,3,US00430H1023,1,86,0.8409,3,USD,1289.7
17065,17065,acc_6131,20220615,44,3,3,US20037C1080,2,18,3.8899,3,USD,1289.7
17066,17066,acc_6131,20220615,45,3,3,US20037C1080,1,18,3.8001,3,USD,1289.7
17067,17067,acc_6131,20220615,46,3,3,US20037C1080,2,18,3.75,3,USD,1289.7
17068,17068,acc_6131,20220615,92,19,19,US00972D1054,1,186,0.48,3,USD,1289.7
17069,17069,acc_6131,20220615,93,19,19,KYG2287A1004,2,556,0.1533,3,USD,1289.7
17070,17070,acc_6131,20220615,90,19,19,US00972D1054,2,179,0.4656,3,USD,1289.7
17071,17071,acc_6131,20220615,89,19,19,US00972D1054,2,5,0.4673,3,USD,1289.7
17072,17072,acc_6131,20220615,88,19,19,US1894641000,1,60,0.98,3,USD,1289.7
17073,17073,acc_6131,20220615,87,19,19,US1894641000,1,28,0.98,3,USD,1289.7
17074,17074,acc_6131,20220615,47,4,4,US20037C1080,1,18,3.63,3,USD,1289.7
17075,17075,acc_6131,20220615,48,4,4,US20037C1080,2,19,3.61,3,USD,1289.7
17076,17076,acc_6131,20220615,49,4,4,US20037C1080,1,19,3.48,3,USD,1289.7
17077,17077,acc_6131,20220615,86,18,18,US1894641000,2,88,0.9399,3,USD,1289.7
17078,17078,acc_6131,20220615,94,19,19,KYG2287A1004,2,24,0.152,3,USD,1289.7
17079,17079,acc_6131,20220615,97,23,23,KYG2287A1004,1,481,0.1323,3,USD,1289.7
17080,17080,acc_6131,20220615,100,23,23,IM00BMT7S123,2,22,3.265,3,USD,1289.7
17081,17081,acc_6131,20220615,52,4,4,MHY3894J1047,2,122,0.5486,3,USD,1289.7
17082,17082,acc_6131,20220615,51,4,4,US8261651025,1,20,3.27,3,USD,1289.7
17083,17083,acc_6131,20220615,83,17,17,US1894641000,2,83,1.08,3,USD,1289.7
17084,17084,acc_6131,20220615,96,23,23,KYG2287A1004,1,100,0.1323,3,USD,1289.7
17085,17085,acc_6131,20220615,95,19,19,KYG2287A1004,2,1,0.152,3,USD,1289.7
17086,17086,acc_6131,20220615,50,4,4,US8261651025,2,20,3.21,3,USD,1289.7
17087,17087,acc_6131,20220615,85,18,18,US1894641000,1,86,0.97,3,USD,1289.7
17088,17088,acc_6131,20220615,84,17,17,US1894641000,2,1,1.06,3,USD,1289.7
17089,17089,acc_6131,20220616,27,21,21,CA3397641026,1,55,0.78,3,USD,1291.3
17090,17090,acc_6131,20220616,28,21,21,US92852R4039,2,18,2.38,3,USD,1291.3
17091,17091,acc_6131,20220616,29,21,21,US92852R4039,1,18,2.75,3,USD,1291.3
17092,17092,acc_6131,20220616,31,21,21,US00788A1051,2,1,1.57,3,USD,1291.3
17093,17093,acc_6131,20220616,26,21,21,CA3397641026,2,55,0.8199,3,USD,1291.3
17094,17094,acc_6131,20220616,30,21,21,US00788A1051,2,29,1.63,3,USD,1291.3
17095,17095,acc_6131,20220616,32,21,21,US00788A1051,1,30,1.69,3,USD,1291.3
17096,17096,acc_6131,20220616,40,23,23,US00484M6012,1,81,0.67,3,USD,1291.3
17097,17097,acc_6131,20220616,34,23,23,US92852R4039,1,19,2.69,3,USD,1291.3
17098,17098,acc_6131,20220616,35,23,23,US28489L1044,2,217,0.232,3,USD,1291.3
17099,17099,acc_6131,20220616,37,23,23,US28489L1044,1,24,0.2351,3,USD,1291.3
17100,17100,acc_6131,20220616,36,23,23,US28489L1044,2,7,0.232,3,USD,1291.3
17101,17101,acc_6131,20220616,39,23,23,US00484M6012,2,81,0.65,3,USD,1291.3
17102,17102,acc_6131,20220616,1,0,0,US28489L1044,1,139,0.426,3,USD,1291.3
17103,17103,acc_6131,20220616,2,0,0,US7091028008,2,11,5.18,3,USD,1291.3
17104,17104,acc_6131,20220616,44,23,23,US00484M6012,1,88,0.6601,3,USD,1291.3
17105,17105,acc_6131,20220616,45,23,23,US28489L1044,2,139,0.42,3,USD,1291.3
17106,17106,acc_6131,20220616,42,23,23,US7091028008,1,9,6.2905,3,USD,1291.3
17107,17107,acc_6131,20220616,38,23,23,US28489L1044,1,200,0.2351,3,USD,1291.3
17108,17108,acc_6131,20220616,41,23,23,US7091028008,2,9,5.99,3,USD,1291.3
17109,17109,acc_6131,20220616,33,21,21,US92852R4039,2,19,2.64,3,USD,1291.3
17110,17110,acc_6131,20220616,43,23,23,US00484M6012,2,88,0.64,3,USD,1291.3
17111,17111,acc_6131,20220616,5,0,0,US8261651025,1,7,8.06,3,USD,1291.3
17112,17112,acc_6131,20220616,24,21,21,US85513Q1031,2,47,1.0,3,USD,1291.3
17113,17113,acc_6131,20220616,25,21,21,US85513Q1031,1,47,0.9573,3,USD,1291.3
17114,17114,acc_6131,20220616,20,17,17,US03843E1047,2,2,1.05,3,USD,1291.3
17115,17115,acc_6131,20220616,19,7,7,MHY3894J1047,2,87,0.625,3,USD,1291.3
17116,17116,acc_6131,20220616,18,7,7,US00788A1051,1,15,3.5,3,USD,1291.3
17117,17117,acc_6131,20220616,17,5,5,US00788A1051,2,15,3.9,3,USD,1291.3
17118,17118,acc_6131,20220616,16,5,5,US00973Y1082,1,6,10.2,3,USD,1291.3
17119,17119,acc_6131,20220616,15,1,1,US00973Y1082,2,1,10.3899,3,USD,1291.3
17120,17120,acc_6131,20220616,14,1,1,US00973Y1082,2,5,10.6999,3,USD,1291.3
17121,17121,acc_6131,20220616,13,1,1,CA00971M1068,1,49,1.3,3,USD,1291.3
17122,17122,acc_6131,20220616,12,1,1,CA00971M1068,2,49,1.28,3,USD,1291.3
17123,17123,acc_6131,20220616,11,1,1,US28489L1044,1,145,0.435,3,USD,1291.3
17124,17124,acc_6131,20220616,3,0,0,US7091028008,1,11,5.3601,3,USD,1291.3
17125,17125,acc_6131,20220616,10,0,0,US28489L1044,2,145,0.43,3,USD,1291.3
17126,17126,acc_6131,20220616,9,0,0,US00484M6012,1,102,0.61,3,USD,1291.3
17127,17127,acc_6131,20220616,8,0,0,US00484M6012,2,102,0.5964,3,USD,1291.3
17128,17128,acc_6131,20220616,7,0,0,US00788A1051,1,19,3.0809,3,USD,1291.3
17129,17129,acc_6131,20220616,4,0,0,US8261651025,2,7,8.0268,3,USD,1291.3
17130,17130,acc_6131,20220616,22,21,21,US00484M6012,2,83,0.56,3,USD,1291.3
17131,17131,acc_6131,20220616,23,21,21,US00484M6012,1,83,0.5703,3,USD,1291.3
17132,17132,acc_6131,20220616,21,21,21,US03843E1047,1,55,0.8502,3,USD,1291.3
17133,17133,acc_6131,20220616,6,0,0,US00788A1051,2,19,3.06,3,USD,1291.3
17134,17134,acc_6131,20220617,15,0,0,US8177631053,1,38,0.8879,3,USD,1284.1
17135,17135,acc_6131,20220617,8,0,0,US09609G1004,2,9,4.1198,3,USD,1284.1
17136,17136,acc_6131,20220617,27,1,1,US80706P1030,1,4,8.75,3,USD,1284.1
17137,17137,acc_6131,20220617,28,1,1,US80706P1030,2,4,8.49,3,USD,1284.1
17138,17138,acc_6131,20220617,30,1,1,US7995661045,2,6,5.09,3,USD,1284.1
17139,17139,acc_6131,20220617,35,2,2,US80706P1030,1,4,7.06,3,USD,1284.1
17140,17140,acc_6131,20220617,7,0,0,US80706P1030,1,6,6.3201,3,USD,1284.1
