,index,cus_no,act_no
2452,14481,7dfec6b497b995e256708fa5812137072215c08a7d5051a34ff7b2b69970039a,453e8120e3a9f475a01cad537fbc078d51810c3b213677caf82059db082b39a7
2453,14487,b9ede3e369ebbe2b1295683ee54c2c71788affcce443d97548c6bac286b66087,d461bcff17b69901f917a2ebe1765d9d61fb0f06131c5c66bdbc09cb501d4282
2454,14493,5798a9f8a940221a0588efc989c076e06796bfcded3c157f13e34377e0bc9a44,137475c69063289b0fc25cffe439442b0deb6cc039963aff68d03ecdc929009a
2455,14499,6ad2f144e7e76012c6746a65f6ade45200854f2bf0caaaec72763e624676f1a6,458939298556378dd2f7ed09db51f30d51402b03ef741039bd479479654b92da
2456,14505,98ec231b81926d3526008bfbe9c7326899eff988c1e2b590cd6349131c67be98,c36ba1cb371c086d0de23c45fd3b7529514d07ed8df6135a4ca7a81150f6da8f
2457,14507,8938d257899a479ed45a3f55ffeba69837ecd13989d45d01a47afa0f671fff91,4554d6a7759d1f85e72a4f2012973348572c37252f6b7dd34ef936937d35693e
2458,14513,b6b949e5a53fbdfe6c401ef620903425e3c51812bc07ea32de4e77b5c64bc50a,d0660e4815d341df42718ca6cf36be12f9f7043559c561d846803678ba39c884
2459,14519,256530c2791f33e2c081eaacfb686c197a888ae52c39e3e7a3201e0fde3b775e,61e630e6cc9bce3f3d1f264356813f723710a391316fdb632fe5b6f6bc8ed741
2460,14525,fce809d956a90cd9ec0c25a120889b301274d1f1d64a26b97839c44a1903dec3,8e82dcf37ff7cca1e5beff1872d6c18e89b45e4150dc636ad71230b5136e7356
2461,14531,7c8663acb0d1ffd92f20c343b867d467fd5e25d08431714550fd8b817d27d748,cac3356ef1bedce1883e0eb2c7493b0106cfbbeda02dea572c98e640ca2702d2
2462,14537,1583cacb4f825c8ce8630295104895a4fca440eaa45aae05b84e833f8d9e8cf4,fbd4f776509b906934d95d5fefb565ed5c6009398dfe2db7e0f107f63540de2d
2463,14543,2c5698c8a2685d19db22ab52fb15d364e52665724f8467e4b033705890c7f3dc,bde698b222b265e6a3c184d4797943d9da680019a210adb6d25076d9e323b17f
2464,14549,67c51bf746fc37001b926ee71883b23272c6f7ae766e580e954eda5d37682207,9fccb0f1c1fd4e05a983bfe8d0f0faad0f6aecf8489c509034eb3cf900dc12a2
2465,14555,076ed0541bd7121c63bb81943f4afd8d23eb6a6d6637be9b6f93ff78d859760f,785b6aa9822059f276b210b9d56cac364869aaa5d7acf0c6abbc773637ebc999
2466,14561,d97b6028e9fc057a967c811d640c8808ac63d876298b5b4e407eb13e191016d8,46166f17485b3be44b146a2daf9b7cc935f4d04aa337d2131f2292e5e205cb76
2467,14567,b2de3abf1e2a9591447093212f178c64ef9f5d157fb762dfb0eb7aa0bdcc1273,06ef13d7e986af02bbc453a4832fced9b810cb202db539c049d3a1221611eea9
2468,14573,23edbda9b688ac345457ce15eccb497132ff665af2174c595a486f30f92d2aab,7f0effa6c22a66893db2e03e2cea24508de9e0bee3dc7be4a10dfc80c5b75016
2469,14579,0dc2ff437685f16dbaa14161c1eef32dd69d469224d84719a88ceaf2c1b5a6eb,7a2559bf65a4d98cd9fcd22e6e25ee61297c30d80f75c848db4f1d1eb8576e36
2470,14585,b2c57c5dbb9e609b21f81c86dc81b5de8d8b5dbddb0fcfaa0c7ff6099c25fa15,e5a127d38f52b40a71263e975abac60fed4a62a826b54961e52ef01cdab0a462
2471,14591,324f2ba993cb11900243ecd2457d5ea7776dbe728e6f17a977d274c27a999b7d,8faad468b6b0568637a8e2b2acaa1815696c490d8a9aabced6e96b8abe402487
2472,14597,343675bb103e6e7b92cc7868024c746b9d9f335a2caf71e3151e5d9ccd425d89,6cd434639a857e2378fc55337e6e0947564e8d89559f7875bd97fd4dde258e92
2473,14603,bd00e638a28301f05c80e23a6590a93fe59b52e1ccfa18ad03bef3d868425913,03e54145e24f5305e2b0a8584b1251db104dca5205871e9fd35d1785e756bcde
2474,14609,770bbb7c4f782589b07a1d471ba2e9b4a60bdeb49ab9b6c0409dd139cd0a22f0,9f16fbd665da30455d8b412a619de5012a006f5f9f1ae9e84b431131c4165932
2475,14615,31fe2b39bf45cbfc20128809685121775ccfa798af4c84b48dbfbd65599d8192,f5cc4bce3edaa3637e0aff2f7fe1004ba30649a8a7611838c9d53e1b199618b9
2476,14621,d141603557ed56262334950017503df9dc483a310b01419c20e994c000419e5c,4c861abd03ad0d082b308283a87d1229558e7cd2383166647ba9ffcc58e1d5d8
2477,14627,2c21666fd3fd5bd67c91c7990118a9b02c27fb9bfc4e9675d54982eec7d9e1ed,c42e94c132929bacba7951bf3d440a663eb008d521486c09d6e12e029e8f3c2d
2478,14633,b9be496c832bba0964352d13312047e93013d61ed62dec7283890c25d217c2d0,953daa4e4025b79d0fe2a820eae288bea30d74bdc0efb9abffc161457726e6fb
2479,14639,d31853d17e83e35dca3d1105777e4cb46d451ffb33053fee89403311466cc76c,6c0a9955629f54a88d8056b593f2d9889fe1ad97aa492ec45eeaf05a2565f2c5
2480,14645,7ef18d30bfb39f142368b219c1393f13b2e61500c99003c83915aaf7f33e9255,294a3148c5c9a85542b53fe700ab2fa2bbc187ba522afff468e7f88afb76bb00
2481,14651,4315223e4750f216a00d4c5d407e29fe20633e59d927faaf7f3055e1c93070f5,7a34d5f6b56cb1968ad2bb56523dbffef2ddd1d5184f4b516d04d4792ea044eb
2482,14657,e87e22673ba8bdf8dacb343bcc71c05ed83f7eadb809d90fa4614fd1d5029ee6,35b4147a910ab4ca236c70ff8056c45215148ec9c6af4b9e9e5cfa00d25c4a51
2483,14663,a2327a09366352a1e9d04c7004238debad3ad16e1bd9f24df64219514d571bec,4ba546d7951b30950aa025a3a36036feaff912d0d69bac4a4625cd29e7087785
2484,14669,5c8b5f3d68d65bd71e949daefe032817b00377987fb18676dbf0a3d290b14bea,d8cd858772f4e630f428769f1822090d003ab688cb08efd41fe7017aa63f3b8f
2485,14675,59bcfa681e310dd12f5ae2a224122d72fe9e5353cf932bd37b0f5ef17958208a,586215523656d023218e5a2abce110cfb54b49ce6df11fc5a68e974404be6bd7
2486,14681,5ecf1ea3560635b2d29f5ea01960c3b6704bcdfb8426d20debb4f8da0711277d,62542e50a813b253bd20efc984692c334cab5cd3c2fafc4cff50b5708ab5b2b9
2487,14687,f440bffd40e55b432a0166126d2c520dd877fb9daf4b565cd6b569b120fdf1d4,172ff42cc0ca4158c9827e584f3267a62242d2570b3ca48db458363233b8db74
2488,14693,e05ad65a7e1982087f920799165277f68cefade9851a7e17f5f3cba204090984,d9db836f8858c404a57d9d12666bb0e10036e97f1452f3f8f046fd891e0fc475
2489,14699,aecf0438b0bca4d4295b0ee1c38e4dcadd4972d7740c3a6aa11fc4e2c72b3b42,b179e9c10c5f13b74fd796304ff646d74da68e083339f50d6509a18a46a29455
2490,14705,a16b4789ff75b8533adc70fab80c8a748f85e1533aa4b39799df0bf86ecafae7,949d299891c6f7447ad71c4835cd8e4d39e77781ff5a4bcd01dc66afb9f026c6
2491,14711,e263ef92dff4ab081eb84d9278efb5f1e0c81443b576a128641692739e67faf2,f0f7376ca9a276b0b26e8b2ae2e9313f987a53b4d3380c33afe84adf3a9d542b
2492,14717,da36ad6c4458d3ab75483d1cb44013d5e4238075c7b12a0c6b6e6a5a675ec67d,f3d9e6cdcf2b4ff65efcf90fd8a142f6c7d624cd7cbbdfebb5a2ed998e5b0270
2493,14723,3a2ff779ac015add8620e70f71ad461dbf718a57687b8f17c869970a2811d7a9,43f7a71baf17c77eded1bcca2023a096fb6d914a7d3bf0222142602914ad8bf1
2494,14729,6e304260d69696486f89996220701bb61326d72035e1931a07b76614983e4c84,55228574154be1e24eba0a62031c4010cf77da4ac5c12a9d2aeaefdde6df70a8
2495,14735,4fe54d2c612b5cd476269df53f778383e70e95d33c00528febcf182c039d3a85,aee8ec07b90f65b72269235a08f9bea6fb5375f1b9ec0f26b8d5f1082815bebc
2496,14741,ab715cb8bc87fd27e77b36b2bc02a0c3824be93c277867f5204cf051ee20dc57,078b1db7f679e2970fec97617991c1cffad047a27ff90e143e6d41640a753eef
2497,14747,0df17a877c2b17922ab254a4829f3964975dc7fc243b9dfbd7f031dd15b9cc08,d0444182d965759ddfc1702b88bc8a16aaa70ba8b383ed09f08f83f65aee8d71
2498,14753,9af25fdd68761e27ed1d0184d25ed8a4e13904f07b6628b8107b553cc6ffb328,44e78a7603ed4ccf13b0225fca746faaf71a107e02b974fa5013b1a1cb033e13
2499,14759,464cab2ff8d9d2e3684be583622f72db9ca05f931b3929d818ce753d9faa562c,ae51ebf8b9cd8a520282489944f0563faa4a29af1da642cdb10f8922f966caef
2500,14765,4f3b130e3b75d218cdd435e48e13b4b7cd99367f92b73c254ae1eb7249924205,b18933913999008c73a0a5562ff8aef277e6fee1bd722d4dce4d4e34a471d04d
2501,14771,a4d4d65895d4f895c0982eae4bc931b8f3eab88fd0126dd820ea33ed33a5a58e,d3fbf4dffe75d5db7ae4d8fcfb10daec5e2127bdef95127be564020d2c9a2935
2502,14777,0c7b34172fdb0467f1e80a270d734d97a1a5b923dc39414986c84065fa840731,03277cef4de146ba4ad0152316bb2c1b238933412a28d9cb09709a90ba6272e6
2503,14783,9f546d8ee3d52f996986754c8e81ebf5f40bb7411e2e5f0bba10ea86e05bf659,f89fc48fb5c892210c72498190d6a2cda09d05217b57304d2b873643f08607dd
2504,14789,25e717986fcd0c25994ae69bc20ef472938d920e73eb668e43947d8a0c17d9f5,7fb4523d3f9b1469477783271272f825c57cbae33c1364183bff38b48331151a
2505,14795,7135040a38327783bee0720dbe5e3d8d59595f7cf5d3885002d47938dd6596d0,3d42750419c13695b4673072a6c1abf920c847a9c0f9782eebafd29fd7aa56f3
2506,14801,888d4839311aa8c3bc7fac322bde198d7b422e08d5c4f785ac2fc7c315cc89b3,2c28b43dd9ccdfe0077ef6fb9148b973a45f4076211fa9a948c965aaa029a9d5
2507,14807,752725a5fb7247a0bc6b993fb8310173bbdff01375294eee7f19b229de0f97c2,da6fe02aea39e6d0f2ab10d26056e20363aefc1552251e88f25202db892f47c8
2508,14813,af04b3270defe163ec9b2f4b630bda98aab753a509d9098583bb6e01b52b1959,27a0e8967037b7a53e26d764503440fac37361b2569a6701207f27122aee33e8
2509,14819,2322381c5326244a56dafb8368857163e3b2e9b96d3de7c993b8079fe606b341,418946823f0907cc241e0b777f5d6a650db36b8af8464af9372db5a49dc964f6
2510,14825,7a39580683ab5a85d87f73d71d670ca64a503058ad3d61bd8a72ad9ef0ca1dc7,4270902d05b87c3d501ceb05699c3b5229cc0fcdb6b23be720d8309b4424c95f
2511,14831,229c7d4ff58e54f10c94c51e29d5d8961a1e009c8ab84adee35b3006fdffaaae,009551d4b98856ba133715897c8514db2d3fb279895efeab75679fc5c979b815
2512,14836,1213efbb0e2a3fdf0e34f162966a8b5b48659d4577a5a34280768db27ed9314e,972f84e4ad608c9de360e119bfa5dca0c15a596a6b27ccd619d4b99c1c4afe8d
2513,14842,23de2fe8a2a69340d7580b421e843144cd644754764bee7342da489f773aa270,5b420d1e569f1e5008ad5d186d2de6df99fbcbced249d6e8244c5a0244e1d7cc
2514,14848,5020f800e02ed7882d6d5f477640e5b7a9ff15ec0da210a1223e14266f68223b,d8fef455d98a8e660d00a15d58f18cf7f01d01c08d06976321dc407c91a6683d
2515,14854,38981ddfcafc675c2febce61ad4a816b2780ec6bd4fbfd63ddcfa866a1ed4cf0,d7b7ab5192548338a857c419b277f8f482d747a22645f615ab5878c46d4b4a89
2516,14860,f7a1c056b927599f39312abf091dd9f860a485f7973e1127467f3d6c72b4b3b1,910b783946f1035b726747a3c05423bad3ee3dcf5020d248a537cb2917bea10e
2517,14866,a9be14a06db76e29164a3e663dc8cfa8b9b00fb1f81d0aeac3db0e1444e9e640,b37f80da09125056a259b302e6c18882ed07265e8eaa2516cdb22f9b9aff4e51
2518,14872,d205c0e62092341ce41b0d4aa7c52672142d2efaa338678130ed6ee5892db1d0,0b3993cbefa60a8a7046e029e6a4fc1426252cb08e2fdd5b1244988916990307
2519,14878,1459522fb4c26b73bceaf401d587dce31cead15607134d7deb331a522f369c4c,208c7e4ff3d74dfde60c8e1e7635511c611cac34abbe3e574167d8762bad246c
2520,14884,69d2d55d7b3eb450afaf510a5654b0248707a4139307713dd8318db9d1a7f98f,a237da8ea733d951167fa36ab270b955717e39cc0ef9f31063753fade5289abc
2521,14890,3eebd231940ed038ee885d5a165f49a8986f92a65fc344e48796e85ad70500d8,9fe8ce226abf62b3a1ea81e15764a0c45c330d65290a66a6d9c141250c3e7238
2522,14896,1e7d7fb80008d89a49f1bf55e786dfa21dd5fbc17d3193ccd1dcc11f994a5e59,3ab56e3059426433f4ac60ba5a56a97bdd59af70df8909d6de821176b5d11461
2523,14902,92a8dc9f37e5c5f160c0a43073a7ff5fecaa6e3a9ce6149ec205c81fd73c6550,ce517245bae9593a4663445c2375810426320c4f8c1a4121e60b1d95efe3b664
2524,14905,2e30b4e1d3977c6cd4848aff4fbbd1facf91d5473948440d8468a6fc51481d3f,f17a953c0c9becd3eb5201442828456b15f0442f90b7475efc791a30c62237db
2525,14911,d71f22060d7d1fb83fba1c4aef28beba1a61302483ad41bae579929c45d623b9,529f01d2898bacb73e2549ae99445756e92df31b3d61e6f9e8aff254f0062b0f
2526,14917,1630aa2c621ceeb57d9a981ff8d887fe20a96d8d995d15574b5dd397ae6d6acd,0eeb74aa955e1a6c7ddca8b44ce877fb79c76f097665e58348ea7e6661ef9224
2527,14923,088a0bc5ad0e10770ac8f937a3d74eaa820d7c183a5e5d809381a99265f4b332,d93f62669d91be87ac2111c9bc8d9c557d97da4dc9215792ad6cff2ccba34699
2528,14929,0bb466fbe1df5f78150ce6dc8ddea4ed1ef2da3c4734dedfda284df23f67cf35,03d292038a12fad22ad2fd78d5506a9e4a8e1023e3d2718e1f36ebf5db66b94d
2529,14935,b4e3411ea93809b9317e18c6dfc774b73655ff0bc1902a03d8f2eca29c226f4b,0b51d18be602dcf11e76a7b5645dc4e6c4e74aed84ba884b17c26d66b1f05f0a
2530,14941,071894cf19de5b40867f29de09c588136e2532cfbe321a73301fc311b9577bb2,b17e37c3be925ed246a172d7fcdc00d299ea5ac7efb5525fac11691316449ad7
2531,14947,05276c7db69c965dd4e3e153e11e32c707520a265b80db48994efcedfb2ba0eb,24c929134b1c4177558abfcbecc3fc34e3a37a7ce1a09bd20679ddb4d7737dfe
2532,14953,70304a7efab03c1f1881d651825bc8481381ed3c7d3a6a0e98533c805aef544e,0aa4ed5d2400be23fca2f20930ba23f41d0ed7ec4b29d1b7980931621d98693c
2533,14959,b554c05db8c9dae21462702b65db8343124b20baa4a43f91fbf4523f6dc4b9c5,f7da7d516d6c6b5950503d2ac8ff47e07cc7d3514db22b6b8f6573789ce3c42d
2534,14965,b5a284503b88eb2139d868f827e0256d1f4a25a4768e526297231c49bbe3a2c1,bd875ad00802276ec9d1e1d42f50876e28510f3b3937b6e52efec8ec5185c880
2535,14970,b5cc1b70dde4fce4c2d818a007db83316e6ee4cbb4660125f75323a486b7d6d5,0442ea85fd947a44efd5bbe67395bbeaf5899a3d6d35567ac823a3ceb34f7429
2536,14976,e4e59cbcebb9f0759a935ad9aedf948d4cafd5b6f0e16589c919367a4b4b7c2b,f2939fa657846c6e89ecbd54ff29adfe6a8a237d3ec12c41e6f8493aaa0f34e0
2537,14982,76af7dd0209d03ce79acc668e27fa127373152945ed61a2b8a2d1bd81f537336,2e3858850230c65b37c5475e1cb94e8e455bb25a60378605dbeabb4cecada393
2538,14988,fcdf65dbf224d075b3fdbc64aea74375477aecb17af139acf9bc196d7d3c0426,4bda4c5f80bb99b2f97554de328891484cd5f58f6844c24859cdba2777ea3f26
2539,14994,a1e6455e245c8526f63c1c03acb218e3d81a06addf4453cd560e0dc4a050ccb1,3bbc2f0b257b6479e13c89abe2bdc24331a23c0e0961252d3aa6127ee670c73f
2540,15000,12b51843db0d9e13e0632e9c8e170f449102e285c2f8baf17ee0cfd467d9a5ea,4ada161472b8081060a930bccf2e8306a02f876b991a5ad8f455c9db7fbf01cf
2541,15006,1decb39b565843924e0f23b2f15803c5c48b4e22bf3f46d14516cdf0c503aa50,bbbcbdeac4b35d6adfe0dae268e05ec58076c7e493878264fdfb9595effbc16b
2542,15012,8259bdaf429648ac1bf7632cbec5525f149ee677f560ba8e8a0af4cdc805c05b,b5f44a03bf5588350bf02a87e21d6a1b96e5280507f2d418da222ac868866954
2543,15018,e13d927e60eaf19b39ddc8774eb964ea2ed4fd5eb29957bbba9baf46f01c3c17,a243bbefdb307ab78e622d6ebce1f7b90b8bdaff352eba33e2eafa3777e0acd1
2544,15024,cacc432dba1321383b4939feeed84690c2dfa0e3aab2c3b881727f41515c0e88,26319ecb446441e88c414459a93fd5f461a04d4a1b085783dface6d123799daa
2545,15030,6eb7b63e13642904307f4879e2ea6c2a5e2b6b114f39858d7a8a45a63ee6bbcf,d97989b072ceba59f8b99aa68cc662e290e5d67f4db4d70d42e8d0d4c99b4767
2546,15036,512b20389a43ddf6caf2242ca7a2acc4b1ed64ba907d551dc8a40cab9af65051,53d5930f577adecb0869a5c8137c05537dd0f492c1f67fdb8dc152ac36e16f02
2547,15042,5e43e8a6719154da930f3f3713907cfb0d5ba4625f43e876ebd0582b20b45067,80b4eb00ad576327b5cf1e362d056e88b74b6133f2f589925033d5623393354d
2548,15048,ba9a95356416e36ebef21682f2d89c6e139b4eef116ed81785726beb3c011970,6f2766aeae96f11acd3d33aa72e182696e5ad41f9e387cc1693e3b30954e1e30
2549,15054,cf478effd887f787be9469144e47f9c5897df84986a4aa16b8cb4a91d62db614,f84efb791d234567f4a3cf2c022aa96be98575f6e3b67540374e879e1e5f6d99
2550,15060,f5211648c118282a28121ba35e5108c15c323da2466a0cd68f48b8490cd82bef,8bc1f9e00a0d201f9d1aebbac693269a93e15ed0808372521cb2a42d6c978b48
2551,15066,240d392ea140ce2aa19e5e8e3463835514a068001060b110a8a172990eca963c,649c9da6a5910d6eedea8ea141aaaac12315f3e3b6756df0b27cd25496ba49aa
2552,15072,8197edac1837c75cccc7d444e1b90e5ed442004ebaf27d05e570943e45dc5fe5,f0cdfe113f288ed25d4f65fce26af93be78f22269827d2d5a25834cd4b03a572
2553,15078,050373db0fd0e76292b6dec8db40fbc5303a1b1466d60cadef5f1a0018e18824,779f0b1099ecd73acbce9ca5f58a4a9ad02ae39aee942745f4ed6e3d0c03c4a2
2554,15084,a7b49559af3fbf6fcc2be9eeb7a35b2e2c433007b40bf00a2627d981c9f80312,67a00d8493709a3acdf7f63d2bcd995615d76933f9419d468293d9c3275ff520
2555,15090,0e1fec024adcd5daa11dacb9f38b0c9da775a53caf6430274bc959da051a03b4,df5fe653ca709d8762ad6455e682cea31357d9d99c0a17a7f6d9966359668d48
2556,15096,adcff1b0f90fa2ae9fab8d61e938684340bdf047fb2ab8cfa3546457aa6f07bd,cd4a8d428de3230ec2a92f95df090dcb9dc20f6657818a058b07becb30dea2c2
2557,15102,2fcccadeef9ca4d2113f47cacd4fb89eb008fd84a3ac25a551e2aead2f7902c6,b4b9ea0086f554ff7b30e83a43f08f44a01db1b6315a555794b06b98a01cfba3
2558,15108,25d9e7e51c3f1bb4460d983263be4d21c360efd08e35a37a9f4648b145b58fef,326f59ba385a659710500e9c282b6b6dba7c649c7ddb94159a54a4d35135add7
2559,15114,64e192f7e99b8b1486cbb9a7215aabf52282f48104b48665d5410da60f37e983,ddac86fc9fbeaccc4854e3bbb89466288fdcc41a1fdb5365b4888e2d6df43701
2560,15120,3cbdb7d2816f8be1c11ec0e4aef3f5a6802a41197636c2fcf41e5fa9ab9fcc53,cd9574b4bf5262209999b1c2160d50d0e92246cbc5490587a5b457c41380f472
2561,15126,c8878cb0323bab7c37f49f8bdcba2519e4da4bd8349730ba69b66f75f2cf2312,25b3de17b7ea918160661db62e2bff56a2dc9d8c5bd5eb125156f1c0c6edf91a
2562,15132,18bfa442e5e962df9092b0316c0cc62903f4bc608b8322b27621e02ff442f681,3c0bbc15e20a2829c0dd6ef484dbb24cf42cad47883d827fc729e8496dceeb34
2563,15138,dfe8ae0a2472dfd8733a70fc82397b30f43ccafdbb13abd924279a34f8d1b770,96e5bf34afd0b051472c2ed9cbd120209cbee10b5b4ee5115da2b0e0cfb79dcf
2564,15144,5056c7ca2ca96b30be48fec33b0293d53be9e61c0e5237fdf20e2183f0346ab6,2f324c71ad14d1375d46d9df6274c6565ad714f2fe3d39c13cafd37b570ad2c8
2565,15150,79ea732efb35bf6d0c57e31e25b43d50b454fb5f064a8f2a386a6427165411da,71875b4d430deabefbe741f03a83db9b3e81f4d152cc7559a2f54f2c47b3539d
2566,15156,844a0768cb60e970191ec70629e8c798005ba0ac9646e698432bbc23b6690917,d9c4c2fa5dec97db24a930d60a3c6515f24ece58290028cf86202243c0cef055
2567,15162,f483448ff7eb52c1ddaa5776c019cf6f0d1e85ec896f3d839c466c11f10ba7ba,f9690e6e570f68955df3eef77b6004bb34cb6bbd2f295ee972fc1b0938d8be44
2568,15166,b911eeef13614688cb038087dc8306f33aa776abc728cd5e6d8cd5d0f05237e1,7e9d53e70fe5fed61d60ef28473e5d3e7e24f67e2676c5ce8f95398b5a26fa93
2569,15172,a1049b54be2de41881d11d1d196e66a490c79715b2026e54af4067628c51d4d1,9337003137fb569935e4de9af1ba92b1262161e30b58d94eee3d85417fc8bfd1
2570,15178,572da888537123e957dc51c237b7730ca9becf807d5c65725bf59fe629726942,e25c14e9acc40172f93281bfdb361a16a46bd89c18a31b956f5df0b48a3294bd
2571,15184,b53eb8c025759e8603f7cf3162375ac0f353d1d7db6d5335cc049d4c7df71e4d,1431992a22eb47a3c541d81bd4e0da65347950a6e3bd6af7d7eef84903c2a623
2572,15190,3e4d0565fd3809b8d8580a5dd0d4552985b847b65577a20116f93d62fca1fcbb,952cf50b658ae30cfa507201cf133763e4cbccc4bd9b36cdc830c4979e887aa7
2573,15196,ab1acb5384c751cd2b9d34487c6d5fe7cc50a9f3ee810865163f95237fb3cb91,344199474b68e68637b76decad22eb30f76c2223bafccf39f31018c45c0a0e52
2574,15202,430d321e0504eb2210f5ac765f18ca3b2414fc291f5ac0f606aa0338bbdb36b9,38bc93e260e9c9f45928dba68cb20282c770d2501311b017a863ea9b48dcdda1
2575,15208,1d7b09754336223439193331f88c0253611b546d75f2aa338cdeb4b6764722a3,78d6972bdd4a04f33c77ce78f7e4be7fd9b1b99b74893460f9f03fb9f40bbb6c
2576,15214,72857001ec452032cc509fda71af1a1647fb26c116459794e1dd257f9f0846fa,b8402d34c812e7063ff592699b545724834395f3ead63a6dcdad1c83b31dfde8
2577,15220,d3725d6fcadb34a3bca87228316c9dac109363c966f24d7bf1103b9b8f6939ca,02f637daa010680f46e1c5bcb7ba15b9d86d43e2c54cd573e458cbb631bfd5d6
2578,15226,2a4a70176545c784dc22777119fa32d482b3f2b65818232be3cf2708e2a0f4e8,80d1a860634860a696a13926e412f2491fb4d56e8a2cde51dff012788da2dd74
2579,15229,bac766d6cd7450f3d95e98cdd7ea4a69457cc89ed7e1e408628ed43feb05e986,5cf868db6e5c5d99a44983942ae74ae6e110643ec9a3c0156079ab0d193354d0
2580,15235,02d96e8f0e3ead1ddae24eae8aa34cd9eb9bbc3fa754e1bd48dd293903e4e8ee,d98e9aca3d4904c3027113246c305ba208630f1ef530a95104b6ec90714a2941
2581,15241,f9fa7a86cea72c0395003c837b1f1be40d8beb0805e1e6a6fcb1b2349cefed78,5262ca16459a1b2f44882d430a5675ec5179fb649ef2ca302c7cffe34a0ad0e5
2582,15247,8b7da2da0f3b4132ea1f8c44a1a9936a4228d060e04c86e9c87f9d6c2d782ad0,366123a70e10230c29dc86978a3dc3d857b9e6380e58bfa4fde6753258a2e615
2583,15253,48aeb890a3930404ba5434eabf77ca0062a9b2f9803338f0a4d72f93ddb4fd1d,9e2032ba4e326a1675792f20b5283012598a967d0dcf93e9b11a542b32f4f5c2
2584,15259,364e1d38a478b8a62d97f6c025ce81b3ee9beb1527c5041c2754d14d5632c111,4c0af921063d35c1a47957fb897e15cd2fe34636be6b597364945b11ed1fcc7b
2585,15265,0de5d334a318e76cdff5f80867f2b59f51c21b9863f9437dbfed2829d6b1a448,5e0c3220671d66281cb8d9ff061dad0c684527c6dd0bddaa073c73a1f46c9781
2586,15271,37a4ee6ae764282ffbfce47cd1ba0707d280c29144a5d43462236db7bb658ab8,161af39448691b02827c449a1bada9df67a1c23cc59d7ad34b5c7b16085024c6
2587,15277,a5f6f7c33d0eaee254320f4c2036a6257a68bcbd84b63e436dd489d4d1f21cb4,7c02e4172f702b1e8c76c27115fa6954cdcf4a7195e06548de1715b04d1f68e9
2588,15283,f5d05aa9b5db885a40872d2006140b16cc8730cd73e8520272d6f744d02017dd,06dcd258277accb5e06598cd2a5aaaf711efd160ab83e2da61564bc6e90226d7
2589,15289,abadd7cb48add431ec794af95f541adb1b2fb8b2ef53e6e7f5974e3e64436737,20241475501798e4a91da1f66b0444aa03b41c9cc4d160ded0559f9687a43863
2590,15295,9347e69ff03912055cb798ea13a719c6d0705d2b1214509763d5f1ffb422f57f,006a40eb47e715b024fa240562196ab2bb94db5987030353c1d19c926c75e240
2591,15301,c94560f952285812e1c6821d859173dbacfcf3d994c63f5af24cac5e29efa855,9821ea54909ca7e9371f51c62d458323afe5a1f9c83c2927f07554f4aef9eec3
2592,15307,9a0525271daaeb778605249defef84c3a51e988ede4b03ffc894d805bc36fda9,80d0ffdfc8b1e39cfbfea02bb973231ec935583e90e838f0c8376d88f1af84dd
2593,15313,38a2a286d49354a2d4aa12be3295e646302e267d487b928e8be820202a7e337a,fd6adaf92384d245f9272ab6946588dfb65a3771ec4a22ddef79ef0010239244
2594,15319,ba2a40c2efefb050a0fd56227c3680239e8b77bcb78a29b31f6e258e8eda8f64,14ff84366cdf238d5781da4c178c197808aeb2384700cdfd9c9f1931dd900f82
2595,15325,f18d10379f42e9bf49608958e3c5f1db4ab4b15edb22eaea7ce54a07f173a634,c7896f2edb22d6a8c57c99c385ab807829a4ea8491e141832cba8e5f687abeca
2596,15331,80c349bd1e689cd004eab8878774a3db87f4fb29e4cb4d84eccc677c47394c51,6767821b96cb1d85a5adec2bf6ee90427c6307d66db115dbffc0322fa2f2eeb1
2597,15337,7c551eecd59128ff56da2bfd3965af5ccb4b76dc536b5b624d0b37364f30d803,863cd5749ee331e25f8ed81d4944133f7a49aa69cba621d0fc143a849cca7354
2598,15343,b1aa1c1559c64aa3f5afb62853b4d64b449e7b144263ca1bc204665e359d3e6d,6b9445a258638bcac4b97c60f9babc662576d68a08c886271e459b6955b08ab0
2599,15349,f3c18b25036b162723dae75bc052cf578f9cfbf81ecc060fe3757d4a5d08e5ae,923636e420ddce22ff427265e533559f13c74e475beab59d29220b814c2c06a7
2600,15355,4617b6aaed313c829118e991e2b89e70a601d4d3db322adde89127307d1e110f,4a1870119b734a0c6eb05b18261aa5521ff1ab84bd1168b3c2ac7b4129363796
2601,15361,43d4a8185feb499f17368c27beaa630227021646c28fac3c48cb0ed0efbd1c86,ba1366f3fe001c8e20d7ff4f15b69c8a33ba6c5d5e717f31a7887e08b64df93b
2602,15367,937441942c56ae74d83110b8ea7ae69dc72886429e0c249cae4d03c234b4b6e6,aeafff9b372f6630b1f370d79e4bea8d1d6695ee26ff9c102aca58d1bb76d8c8
2603,15373,608fc9f6e9cf687958dd4bc619933fd2d38e03758fb5f50b3bbb6a922cce80dc,40c6ed18516d4a99535f294c5c6a90f17baee848ccdf1e5729c68e1c885a0b51
2604,15379,f82723195a175d6731cfc10778a9d90df6b7c0e718d08cee57caafb0f3923c6a,8e09799ab5e31a28cf6bb2a1094cd806702e866b4cd7489358f3f8a640a864ec
