,act_no,orr_dt,orr_ord,orr_rtn_hur,lst_cns_hur,iem_cd,sby_dit_cd,cns_qty,orr_pr,orr_mdi_dit_cd,trd_cur_xcg_rt,FX_AUD,FX_CNY,FX_EUR,FX_GBP,FX_HKD,FX_JPY,FX_USD,FX_VND
15776,3095,20220412,2,22,22,CA00971M1068,1,1,9.78,3,1232.0,0,0,0,0,0,0,1,0
15777,3095,20220413,1,0,0,MHY3894J1047,1,192,1.2212,3,1236.6,0,0,0,0,0,0,1,0
15778,3095,20220418,1,22,22,US0079031078,2,2,92.41,3,1230.1,0,0,0,0,0,0,1,0
15779,3095,20220419,5,23,23,US82003F1012,1,75,3.1605,3,1232.8,0,0,0,0,0,0,1,0
15780,3095,20220419,6,23,23,US74347X8314,2,4,49.19,3,1232.8,0,0,0,0,0,0,1,0
15781,3095,20220419,4,23,23,US82003F1012,2,75,3.2191,3,1232.8,0,0,0,0,0,0,1,0
15782,3095,20220419,1,22,22,US0079031078,1,2,95.15,3,1232.8,0,0,0,0,0,0,1,0
15783,3095,20220419,2,23,23,US82003F1012,2,72,3.2392,3,1232.8,0,0,0,0,0,0,1,0
15784,3095,20220419,3,23,23,US82003F1012,1,72,3.29,3,1232.8,0,0,0,0,0,0,1,0
15785,3095,20220420,9,23,23,US0198181036,1,28,7.93,3,1234.9,0,0,0,0,0,0,1,0
15786,3095,20220420,6,22,22,US18271L1070,2,132,1.808,3,1234.9,0,0,0,0,0,0,1,0
15787,3095,20220420,3,4,4,US54303L1044,1,17,12.2107,3,1234.9,0,0,0,0,0,0,1,0
15788,3095,20220420,4,4,4,US4620442073,2,287,0.73,3,1234.9,0,0,0,0,0,0,1,0
15789,3095,20220420,7,23,23,US18271L1070,1,132,1.79,3,1234.9,0,0,0,0,0,0,1,0
15790,3095,20220420,8,23,23,US0198181036,2,28,8.26,3,1234.9,0,0,0,0,0,0,1,0
15791,3095,20220420,2,3,3,US54303L1044,2,17,12.61,3,1234.9,0,0,0,0,0,0,1,0
15792,3095,20220420,5,22,22,US74347X8314,1,4,49.5204,3,1234.9,0,0,0,0,0,0,1,0
15793,3095,20220420,10,23,23,US25459W4583,2,7,29.77,3,1234.9,0,0,0,0,0,0,1,0
15794,3095,20220420,1,3,3,US25459W4583,1,7,28.51,3,1234.9,0,0,0,0,0,0,1,0
15795,3095,20220428,4,7,7,KYG2287A1004,1,420,0.17,3,1263.1,0,0,0,0,0,0,1,0
15796,3095,20220428,7,22,22,US8730483000,1,2,7.74,3,1263.1,0,0,0,0,0,0,1,0
15797,3095,20220428,2,4,4,KYG2287A1004,2,418,0.18,3,1263.1,0,0,0,0,0,0,1,0
15798,3095,20220428,3,4,4,KYG2287A1004,2,372,0.18,3,1263.1,0,0,0,0,0,0,1,0
15799,3095,20220428,1,4,4,VGG863021090,1,14,10.0,3,1263.1,0,0,0,0,0,0,1,0
15800,3095,20220428,6,22,22,US8730483000,2,2,7.65,3,1263.1,0,0,0,0,0,0,1,0
15801,3095,20220428,5,7,7,KYG2287A1004,1,370,0.17,3,1263.1,0,0,0,0,0,0,1,0
15802,3095,20220428,9,22,22,US8575611046,2,348,0.44,3,1263.1,0,0,0,0,0,0,1,0
15803,3095,20220428,10,23,23,US8575611046,1,348,0.385176,3,1263.1,0,0,0,0,0,0,1,0
15804,3095,20220428,11,23,23,VGG863021090,2,14,9.5,3,1263.1,0,0,0,0,0,0,1,0
15805,3095,20220428,8,22,22,US4620442073,1,287,0.49,3,1263.1,0,0,0,0,0,0,1,0
15806,3095,20220502,6,0,0,US8361001071,1,4,10.56,3,1265.4,0,0,0,0,0,0,1,0
15807,3095,20220502,20,2,2,US34629L1035,2,10,24.7997,3,1265.4,0,0,0,0,0,0,1,0
15808,3095,20220502,12,1,1,US74347X8314,1,7,36.1801,3,1265.4,0,0,0,0,0,0,1,0
15809,3095,20220502,22,21,21,IL0011745804,2,26,5.09,3,1265.4,0,0,0,0,0,0,1,0
15810,3095,20220502,19,2,2,US83587W1062,1,100,0.67,3,1265.4,0,0,0,0,0,0,1,0
15811,3095,20220502,21,2,2,US34629L1035,1,10,24.4001,3,1265.4,0,0,0,0,0,0,1,0
15812,3095,20220502,1,0,0,IL0011745804,1,26,4.2706,3,1265.4,0,0,0,0,0,0,1,0
15813,3095,20220502,9,1,1,US75724T1034,1,23,8.45,3,1265.4,0,0,0,0,0,0,1,0
15814,3095,20220502,8,1,1,US75724T1034,2,30,8.85,3,1265.4,0,0,0,0,0,0,1,0
15815,3095,20220502,5,0,0,US8361001071,2,25,10.23,3,1265.4,0,0,0,0,0,0,1,0
15816,3095,20220502,4,0,0,US75724T1034,1,29,8.96,3,1265.4,0,0,0,0,0,0,1,0
15817,3095,20220502,3,0,0,US75724T1034,2,17,8.85,3,1265.4,0,0,0,0,0,0,1,0
15818,3095,20220502,13,1,1,US83587W1062,2,100,0.64,3,1265.4,0,0,0,0,0,0,1,0
15819,3095,20220502,11,1,1,US74347X8314,2,7,36.71,3,1265.4,0,0,0,0,0,0,1,0
15820,3095,20220502,7,0,0,US8361001071,1,21,10.56,3,1265.4,0,0,0,0,0,0,1,0
15821,3095,20220502,15,1,1,US83587W1062,2,100,0.64,3,1265.4,0,0,0,0,0,0,1,0
15822,3095,20220502,16,1,1,US83587W1062,2,1,0.64,3,1265.4,0,0,0,0,0,0,1,0
15823,3095,20220502,14,1,1,US83587W1062,2,201,0.64,3,1265.4,0,0,0,0,0,0,1,0
15824,3095,20220502,2,0,0,US75724T1034,2,12,8.955,3,1265.4,0,0,0,0,0,0,1,0
15825,3095,20220502,10,1,1,US75724T1034,1,7,8.45,3,1265.4,0,0,0,0,0,0,1,0
15826,3095,20220502,17,2,2,US83587W1062,1,102,0.67,3,1265.4,0,0,0,0,0,0,1,0
15827,3095,20220502,18,2,2,US83587W1062,1,200,0.67,3,1265.4,0,0,0,0,0,0,1,0
15828,3095,20220503,4,23,23,US0079031078,2,3,89.95,3,1265.8,0,0,0,0,0,0,1,0
15829,3095,20220503,3,23,23,KYG679271067,1,73,4.0,3,1265.8,0,0,0,0,0,0,1,0
15830,3095,20220503,2,23,23,KYG679271067,2,23,3.51,3,1265.8,0,0,0,0,0,0,1,0
15831,3095,20220503,1,23,23,KYG679271067,2,50,3.69,3,1265.8,0,0,0,0,0,0,1,0
15832,3095,20220506,4,1,1,US8261651025,2,110,2.88,3,1261.8,0,0,0,0,0,0,1,0
15833,3095,20220506,5,1,1,US8261651025,1,110,3.1016,3,1261.8,0,0,0,0,0,0,1,0
15834,3095,20220506,6,1,1,US0079031078,2,3,96.87,3,1261.8,0,0,0,0,0,0,1,0
15835,3095,20220506,2,0,0,US9273301005,2,93,3.28,3,1261.8,0,0,0,0,0,0,1,0
15836,3095,20220506,3,0,0,US9273301005,1,93,3.34,3,1261.8,0,0,0,0,0,0,1,0
15837,3095,20220506,1,0,0,US0079031078,1,3,96.94,3,1261.8,0,0,0,0,0,0,1,0
15838,3095,20220511,1,23,23,CA29258Y1034,2,13,3.64,3,1275.5,0,0,0,0,0,0,1,0
15839,3095,20220516,1,1,1,US0079031078,1,3,95.42,3,1286.0,0,0,0,0,0,0,1,0
15840,3095,20220516,2,1,1,CA29258Y1034,1,13,3.464,3,1286.0,0,0,0,0,0,0,1,0
15841,3095,20220516,3,1,2,CAC009481069,2,147,2.21,3,1286.0,0,0,0,0,0,0,1,0
15842,3095,20220516,4,7,7,CAC009481069,1,147,2.71,3,1286.0,0,0,0,0,0,0,1,0
15843,3095,20220517,2,1,2,US91680M1071,2,9,43.7,3,1281.6,0,0,0,0,0,0,1,0
15844,3095,20220517,3,6,6,US91680M1071,1,2,46.72,3,1281.6,0,0,0,0,0,0,1,0
15845,3095,20220517,1,0,0,US6793451088,1,57,4.73,3,1281.6,0,0,0,0,0,0,1,0
15846,3095,20220517,5,23,23,US25459W4583,2,17,23.59,3,1281.6,0,0,0,0,0,0,1,0
15847,3095,20220517,4,6,6,US91680M1071,1,7,46.71,3,1281.6,0,0,0,0,0,0,1,0
15848,3095,20220517,7,23,23,US25459W4583,2,17,23.45,3,1281.6,0,0,0,0,0,0,1,0
15849,3095,20220517,6,23,23,US25459W4583,1,17,23.75,3,1281.6,0,0,0,0,0,0,1,0
15850,3095,20220517,10,23,23,US25459W4583,2,9,23.34,3,1281.6,0,0,0,0,0,0,1,0
15851,3095,20220517,9,23,23,US6793451088,2,40,4.62,3,1281.6,0,0,0,0,0,0,1,0
15852,3095,20220517,11,23,23,US6793451088,1,15,4.92,3,1281.6,0,0,0,0,0,0,1,0
15853,3095,20220517,12,23,23,US6793451088,1,25,4.92,3,1281.6,0,0,0,0,0,0,1,0
15854,3095,20220517,13,23,23,US25459W4583,1,9,23.0109,3,1281.6,0,0,0,0,0,0,1,0
15855,3095,20220517,8,23,23,US25459W4583,1,17,23.52,3,1281.6,0,0,0,0,0,0,1,0
15856,3095,20220517,14,23,23,US6793451088,2,57,4.73,3,1281.6,0,0,0,0,0,0,1,0
15857,3095,20220518,1,0,0,US91680M1071,2,8,50.65,3,1277.2,0,0,0,0,0,0,1,0
15858,3095,20220518,2,2,2,US91680M1071,1,8,48.06,3,1277.2,0,0,0,0,0,0,1,0
15859,3095,20220518,3,2,2,US25460G3368,2,8,49.43,3,1277.2,0,0,0,0,0,0,1,0
15860,3095,20220519,4,7,7,CA05223F1062,1,200,2.05,3,1269.3,0,0,0,0,0,0,1,0
15861,3095,20220519,5,7,7,CA05223F1062,1,1,2.05,3,1269.3,0,0,0,0,0,0,1,0
15862,3095,20220519,7,23,23,CA05223F1062,2,100,2.1292,3,1269.3,0,0,0,0,0,0,1,0
15863,3095,20220519,2,5,6,CA05223F1062,1,1,2.07,3,1269.3,0,0,0,0,0,0,1,0
15864,3095,20220519,1,0,0,CA05223F1062,2,118,1.98,3,1269.3,0,0,0,0,0,0,1,0
15865,3095,20220519,6,19,19,US25460G3368,1,8,52.79,3,1269.3,0,0,0,0,0,0,1,0
15866,3095,20220519,3,5,6,CA05223F1062,1,3,2.07,3,1269.3,0,0,0,0,0,0,1,0
15867,3095,20220520,3,23,23,US58286E1029,2,50,8.78,3,1274.6,0,0,0,0,0,0,1,0
15868,3095,20220520,2,23,23,CA05223F1062,1,13,1.9501,3,1274.6,0,0,0,0,0,0,1,0
15869,3095,20220520,1,2,2,US58286E1029,1,50,8.94,3,1274.6,0,0,0,0,0,0,1,0
15870,3095,20220523,3,0,0,US75724T1034,2,21,6.0,3,1269.5,0,0,0,0,0,0,1,0
15871,3095,20220523,12,23,23,US75724T1034,2,30,6.21,3,1269.5,0,0,0,0,0,0,1,0
15872,3095,20220523,13,23,23,US75724T1034,2,18,6.01,3,1269.5,0,0,0,0,0,0,1,0
15873,3095,20220523,14,23,23,US75724T1034,1,48,6.25,3,1269.5,0,0,0,0,0,0,1,0
15874,3095,20220523,19,23,23,US25460G3368,2,5,52.53,3,1269.5,0,0,0,0,0,0,1,0
15875,3095,20220523,7,7,7,US56400P7069,1,126,4.25,3,1269.5,0,0,0,0,0,0,1,0
15876,3095,20220523,8,21,21,US8902608624,2,20,2.59,3,1269.5,0,0,0,0,0,0,1,0
15877,3095,20220523,4,0,0,US75724T1034,2,10,6.08,3,1269.5,0,0,0,0,0,0,1,0
15878,3095,20220523,1,0,0,US75724T1034,2,40,6.16,3,1269.5,0,0,0,0,0,0,1,0
15879,3095,20220523,20,23,23,US25460G3368,1,5,53.17,3,1269.5,0,0,0,0,0,0,1,0
15880,3095,20220523,5,0,2,US75724T1034,1,82,6.49,3,1269.5,0,0,0,0,0,0,1,0
15881,3095,20220523,11,22,22,US8902608624,1,174,2.7501,3,1269.5,0,0,0,0,0,0,1,0
15882,3095,20220523,9,21,21,US8902608624,2,130,2.59,3,1269.5,0,0,0,0,0,0,1,0
15883,3095,20220523,10,21,21,US8902608624,2,24,2.61,3,1269.5,0,0,0,0,0,0,1,0
15884,3095,20220523,16,23,23,US14888D2080,2,42,1.01,3,1269.5,0,0,0,0,0,0,1,0
15885,3095,20220523,18,23,23,US14888D2080,1,477,1.0509,3,1269.5,0,0,0,0,0,0,1,0
15886,3095,20220523,17,23,23,US14888D2080,2,195,1.01,3,1269.5,0,0,0,0,0,0,1,0
15887,3095,20220523,6,4,4,US56400P7069,2,126,4.2,3,1269.5,0,0,0,0,0,0,1,0
15888,3095,20220523,15,23,23,US14888D2080,2,240,1.02,3,1269.5,0,0,0,0,0,0,1,0
15889,3095,20220523,2,0,0,US75724T1034,2,11,6.17,3,1269.5,0,0,0,0,0,0,1,0
15890,3095,20220524,16,1,1,US74766W1080,2,104,2.06,3,1267.7,0,0,0,0,0,0,1,0
15891,3095,20220524,4,0,0,US05552Q2021,2,50,0.77,3,1267.7,0,0,0,0,0,0,1,0
15892,3095,20220524,18,1,1,US74766W1080,1,293,2.23,3,1267.7,0,0,0,0,0,0,1,0
15893,3095,20220524,6,0,0,US05552Q2021,1,150,0.8,3,1267.7,0,0,0,0,0,0,1,0
15894,3095,20220524,5,0,0,US05552Q2021,1,50,0.8,3,1267.7,0,0,0,0,0,0,1,0
15895,3095,20220524,20,17,17,US08773T1043,2,66,1.47,3,1267.7,0,0,0,0,0,0,1,0
15896,3095,20220524,3,0,0,US05552Q2021,2,100,0.78,3,1267.7,0,0,0,0,0,0,1,0
15897,3095,20220524,21,17,17,US08773T1043,2,34,1.47,3,1267.7,0,0,0,0,0,0,1,0
15898,3095,20220524,8,0,0,US05552Q2021,1,100,0.8,3,1267.7,0,0,0,0,0,0,1,0
15899,3095,20220524,17,1,1,US74766W1080,2,189,2.01,3,1267.7,0,0,0,0,0,0,1,0
15900,3095,20220524,19,2,2,US88160R1014,2,1,637.4,3,1267.7,0,0,0,0,0,0,1,0
15901,3095,20220524,33,23,23,IL0010951403,2,40,3.32,3,1267.7,0,0,0,0,0,0,1,0
15902,3095,20220524,30,23,23,IL0010951403,2,28,3.46,3,1267.7,0,0,0,0,0,0,1,0
15903,3095,20220524,11,0,0,US3736785078,2,19,2.86,3,1267.7,0,0,0,0,0,0,1,0
15904,3095,20220524,12,0,0,US3736785078,2,20,2.87,3,1267.7,0,0,0,0,0,0,1,0
15905,3095,20220524,13,0,0,US3736785078,1,134,2.88,3,1267.7,0,0,0,0,0,0,1,0
15906,3095,20220524,7,0,0,US05552Q2021,1,50,0.8,3,1267.7,0,0,0,0,0,0,1,0
15907,3095,20220524,15,0,0,US3736785078,1,7,2.88,3,1267.7,0,0,0,0,0,0,1,0
15908,3095,20220524,32,23,23,IL0010951403,2,11,3.41,3,1267.7,0,0,0,0,0,0,1,0
15909,3095,20220524,22,18,18,US08773T1043,1,100,1.58,3,1267.7,0,0,0,0,0,0,1,0
15910,3095,20220524,31,23,23,IL0010951403,2,28,3.43,3,1267.7,0,0,0,0,0,0,1,0
15911,3095,20220524,14,0,0,US3736785078,1,7,2.88,3,1267.7,0,0,0,0,0,0,1,0
15912,3095,20220524,2,0,0,US05552Q2021,2,200,0.78,3,1267.7,0,0,0,0,0,0,1,0
15913,3095,20220524,1,0,0,IL0010951403,1,107,3.5512,3,1267.7,0,0,0,0,0,0,1,0
15914,3095,20220524,29,23,23,KYG4236L1124,1,655,0.741133,3,1267.7,0,0,0,0,0,0,1,0
15915,3095,20220524,9,0,0,US3736785078,2,99,2.8392,3,1267.7,0,0,0,0,0,0,1,0
15916,3095,20220524,24,18,18,KYG4236L1124,2,107,0.69,3,1267.7,0,0,0,0,0,0,1,0
15917,3095,20220524,23,18,18,KYG4236L1124,2,89,0.6899,3,1267.7,0,0,0,0,0,0,1,0
15918,3095,20220524,28,23,23,KYG4236L1124,2,100,0.71,3,1267.7,0,0,0,0,0,0,1,0
15919,3095,20220524,27,23,23,KYG4236L1124,2,200,0.71,3,1267.7,0,0,0,0,0,0,1,0
15920,3095,20220524,26,21,21,KYG4236L1124,2,120,0.74,3,1267.7,0,0,0,0,0,0,1,0
15921,3095,20220524,25,19,19,KYG4236L1124,2,39,0.68,3,1267.7,0,0,0,0,0,0,1,0
15922,3095,20220524,10,0,0,US3736785078,2,10,2.82,3,1267.7,0,0,0,0,0,0,1,0
15923,3095,20220525,16,21,21,US3724274010,1,582,0.1051,3,1264.3,0,0,0,0,0,0,1,0
15924,3095,20220525,1,0,0,US75724T1034,2,87,6.17,3,1264.3,0,0,0,0,0,0,1,0
15925,3095,20220525,3,17,17,US88160R1014,1,1,628.6,3,1264.3,0,0,0,0,0,0,1,0
15926,3095,20220525,4,17,17,US8293224031,2,80,5.91,3,1264.3,0,0,0,0,0,0,1,0
15927,3095,20220525,9,18,18,US3724274010,2,932,0.09,3,1264.3,0,0,0,0,0,0,1,0
15928,3095,20220525,19,23,23,US8293224031,1,28,3.2301,3,1264.3,0,0,0,0,0,0,1,0
15929,3095,20220525,5,17,17,US8293224031,2,29,5.91,3,1264.3,0,0,0,0,0,0,1,0
15930,3095,20220525,6,17,17,US8293224031,1,59,4.63,3,1264.3,0,0,0,0,0,0,1,0
15931,3095,20220525,7,17,17,US8293224031,1,50,4.64,3,1264.3,0,0,0,0,0,0,1,0
15932,3095,20220525,8,17,17,US3724274010,2,3500,0.09,3,1264.3,0,0,0,0,0,0,1,0
15933,3095,20220525,2,5,5,US75724T1034,1,87,6.55,3,1264.3,0,0,0,0,0,0,1,0
15934,3095,20220525,10,18,18,US8293224031,2,28,3.8,3,1264.3,0,0,0,0,0,0,1,0
15935,3095,20220525,18,21,21,US3724274010,1,100,0.1075,3,1264.3,0,0,0,0,0,0,1,0
15936,3095,20220525,12,18,18,US3724274010,1,100,0.0981,3,1264.3,0,0,0,0,0,0,1,0
15937,3095,20220525,13,18,18,US3724274010,1,312,0.0978,3,1264.3,0,0,0,0,0,0,1,0
15938,3095,20220525,14,21,21,US3724274010,1,150,0.1051,3,1264.3,0,0,0,0,0,0,1,0
15939,3095,20220525,15,21,21,US3724274010,1,100,0.1073,3,1264.3,0,0,0,0,0,0,1,0
15940,3095,20220525,17,21,21,US3724274010,1,100,0.1073,3,1264.3,0,0,0,0,0,0,1,0
15941,3095,20220525,11,18,18,US3724274010,1,2988,0.0995,3,1264.3,0,0,0,0,0,0,1,0
15942,3095,20220526,7,0,0,US40145Q4010,2,300,0.21,3,1263.3,0,0,0,0,0,0,1,0
15943,3095,20220526,3,0,0,US40145Q4010,2,230,0.2,3,1263.3,0,0,0,0,0,0,1,0
15944,3095,20220526,14,23,23,IL0011415309,1,70,3.86,3,1263.3,0,0,0,0,0,0,1,0
15945,3095,20220526,9,18,18,IL0011415309,2,70,4.5,3,1263.3,0,0,0,0,0,0,1,0
15946,3095,20220526,10,19,19,US75724T1034,2,35,7.25,3,1263.3,0,0,0,0,0,0,1,0
15947,3095,20220526,11,20,20,US75724T1034,1,35,7.38,3,1263.3,0,0,0,0,0,0,1,0
15948,3095,20220526,12,21,21,KYG651631007,2,42,6.12,3,1263.3,0,0,0,0,0,0,1,0
15949,3095,20220526,2,0,0,US40145Q4010,2,70,0.2,3,1263.3,0,0,0,0,0,0,1,0
15950,3095,20220526,5,0,0,US40145Q4010,2,300,0.2,3,1263.3,0,0,0,0,0,0,1,0
15951,3095,20220526,1,0,0,US40145Q4010,2,200,0.2,3,1263.3,0,0,0,0,0,0,1,0
15952,3095,20220526,13,23,23,KYG651631007,1,42,5.3808,3,1263.3,0,0,0,0,0,0,1,0
15953,3095,20220526,6,0,0,US40145Q4010,2,400,0.21,3,1263.3,0,0,0,0,0,0,1,0
15954,3095,20220526,4,0,4,US40145Q4010,2,200,0.2,3,1263.3,0,0,0,0,0,0,1,0
15955,3095,20220526,8,0,0,US40145Q4010,2,701,0.21,3,1263.3,0,0,0,0,0,0,1,0
15956,3095,20220527,1,1,1,US09263B1089,2,62,2.64,3,1266.4,0,0,0,0,0,0,1,0
15957,3095,20220527,2,1,1,US09263B1089,1,164,2.6009,3,1266.4,0,0,0,0,0,0,1,0
15958,3095,20220527,5,23,23,US09263B1089,2,49,2.71,3,1266.4,0,0,0,0,0,0,1,0
15959,3095,20220527,4,23,23,US09263B1089,2,53,2.71,3,1266.4,0,0,0,0,0,0,1,0
15960,3095,20220527,3,23,23,US40145Q4010,1,2401,0.183105,3,1266.4,0,0,0,0,0,0,1,0
15961,3095,20220531,1,19,19,US28617K1016,2,52,4.17,3,1245.8,0,0,0,0,0,0,1,0
15962,3095,20220531,4,20,20,US28617K1016,2,11,3.77,3,1245.8,0,0,0,0,0,0,1,0
15963,3095,20220531,2,19,19,US28617K1016,2,10,3.89,3,1245.8,0,0,0,0,0,0,1,0
15964,3095,20220531,3,19,19,US28617K1016,2,4,3.89,3,1245.8,0,0,0,0,0,0,1,0
15965,3095,20220601,2,0,0,KYG989A61029,2,8,19.58,3,1245.8,0,0,0,0,0,0,1,0
15966,3095,20220601,3,0,0,KYG989A61029,2,6,19.06,3,1245.8,0,0,0,0,0,0,1,0
15967,3095,20220601,4,18,18,US88338N2062,2,9,11.85,3,1245.8,0,0,0,0,0,0,1,0
15968,3095,20220601,5,19,19,US28617K1016,1,77,3.16,3,1245.8,0,0,0,0,0,0,1,0
15969,3095,20220601,6,20,20,IE00BJ3V9050,2,214,0.68,3,1245.8,0,0,0,0,0,0,1,0
15970,3095,20220601,7,20,20,IE00BJ3V9050,2,79,0.68,3,1245.8,0,0,0,0,0,0,1,0
15971,3095,20220601,8,20,20,IE00BJ3V9050,2,74,0.68,3,1245.8,0,0,0,0,0,0,1,0
15972,3095,20220601,9,22,22,IE00BJ3V9050,1,257,0.56,3,1245.8,0,0,0,0,0,0,1,0
15973,3095,20220601,10,22,22,IE00BJ3V9050,1,100,0.5609,3,1245.8,0,0,0,0,0,0,1,0
15974,3095,20220601,11,22,22,IE00BJ3V9050,1,10,0.561,3,1245.8,0,0,0,0,0,0,1,0
15975,3095,20220601,12,22,22,US42328V6039,2,39,2.32,3,1245.8,0,0,0,0,0,0,1,0
15976,3095,20220601,13,22,22,US42328V6039,2,48,2.35,3,1245.8,0,0,0,0,0,0,1,0
15977,3095,20220601,15,22,22,US42328V6039,2,39,2.26,3,1245.8,0,0,0,0,0,0,1,0
15978,3095,20220601,16,22,22,US42328V6039,2,1,2.25,3,1245.8,0,0,0,0,0,0,1,0
15979,3095,20220601,17,23,23,US42328V6039,1,100,2.34,3,1245.8,0,0,0,0,0,0,1,0
15980,3095,20220601,18,23,23,US42328V6039,1,27,2.34,3,1245.8,0,0,0,0,0,0,1,0
15981,3095,20220601,20,23,23,US8902608624,2,28,4.6,3,1245.8,0,0,0,0,0,0,1,0
15982,3095,20220601,1,0,0,US8902608624,1,65,4.3,3,1245.8,0,0,0,0,0,0,1,0
15983,3095,20220601,14,22,22,US88338N2062,1,9,9.8812,3,1245.8,0,0,0,0,0,0,1,0
15984,3095,20220601,19,23,23,US8902608624,2,37,4.5,3,1245.8,0,0,0,0,0,0,1,0
15985,3095,20220602,1,2,2,KYG989A61029,1,14,16.0501,3,1238.4,0,0,0,0,0,0,1,0
15986,3095,20220602,2,2,2,US8900232039,2,19,1.07,3,1238.4,0,0,0,0,0,0,1,0
15987,3095,20220602,3,2,2,US8900232039,2,100,1.07,3,1238.4,0,0,0,0,0,0,1,0
15988,3095,20220602,4,2,2,US8900232039,2,101,1.06,3,1238.4,0,0,0,0,0,0,1,0
15989,3095,20220624,1,8,8,US8900232039,1,220,0.722,3,1300.7,0,0,0,0,0,0,1,0
15990,3100,20220120,1,5,5,US91332U1016,2,5,115.66,3,1191.8,0,0,0,0,0,0,1,0
15991,3100,20220121,1,23,23,US67066G1040,2,5,237.0,3,1190.4,0,0,0,0,0,0,1,0
15992,3118,20220214,1,22,22,US88160R1014,2,1,857.57,3,1199.6,0,0,0,0,0,0,1,0
15993,3135,20220422,1,2,2,US02079K3059,2,1,2399.0,3,1236.4,0,0,0,0,0,0,1,0
15994,3135,20220422,2,3,3,US67066G1040,2,1,196.51,3,1236.4,0,0,0,0,0,0,1,0
15995,3135,20220509,1,22,0,US0378331005,2,1,152.0,3,1272.7,0,0,0,0,0,0,1,0
15996,3135,20220511,3,4,4,US5949181045,2,1,260.0,3,1275.5,0,0,0,0,0,0,1,0
15997,3135,20220511,2,3,4,US0378331005,2,1,146.5,3,1275.5,0,0,0,0,0,0,1,0
15998,3135,20220511,1,3,3,US0378331005,2,1,147.5,3,1275.5,0,0,0,0,0,0,1,0
15999,3135,20220518,1,7,7,US0378331005,2,1,140.96,3,1277.2,0,0,0,0,0,0,1,0
16000,3135,20220519,1,23,23,US0378331005,2,1,138.0,3,1269.3,0,0,0,0,0,0,1,0
16001,3135,20220616,1,4,4,US0378331005,2,1,129.75,3,1291.3,0,0,0,0,0,0,1,0
16002,3147,20220211,1,0,0,US7710491033,2,2,70.4,3,1196.0,0,0,0,0,0,0,1,0
16003,3147,20220217,2,0,0,US67066G1040,2,1,243.38,3,1196.9,0,0,0,0,0,0,1,0
16004,3147,20220217,1,0,0,US67066G1040,2,1,242.6891,3,1196.9,0,0,0,0,0,0,1,0
16005,3147,20220406,1,0,0,US67066G1040,2,2,245.02,3,1212.6,0,0,0,0,0,0,1,0
16006,3147,20220411,1,22,22,US67066G1040,2,2,220.9819,3,1224.0,0,0,0,0,0,0,1,0
16007,3147,20220425,1,22,22,US67066G1040,2,1,193.85,3,1241.7,0,0,0,0,0,0,1,0
16008,3147,20220427,1,23,23,US67066G1040,2,1,186.94,3,1248.3,0,0,0,0,0,0,1,0
16009,3147,20220509,1,5,5,US67066G1040,2,2,168.69,3,1272.7,0,0,0,0,0,0,1,0
16010,3156,20220204,1,0,0,US74347X8314,2,4,56.8899,3,1205.4,0,0,0,0,0,0,1,0
16011,3156,20220218,3,1,1,US98422D1054,2,1,37.92,3,1197.1,0,0,0,0,0,0,1,0
16012,3156,20220218,2,1,1,US91332U1016,2,6,99.31,3,1197.1,0,0,0,0,0,0,1,0
16013,3156,20220218,1,0,1,US74347X8314,2,25,50.74,3,1197.1,0,0,0,0,0,0,1,0
16014,3156,20220321,1,23,23,US8190471016,2,5,66.22,3,1211.1,0,0,0,0,0,0,1,0
16015,3156,20220331,4,23,23,US04965B1008,2,4,13.13,3,1210.8,0,0,0,0,0,0,1,0
16016,3156,20220331,1,22,23,US91332U1016,2,4,101.1,3,1210.8,0,0,0,0,0,0,1,0
16017,3156,20220331,3,23,23,US0378331005,2,2,176.01,3,1210.8,0,0,0,0,0,0,1,0
16018,3156,20220331,2,22,23,US8190471016,2,6,67.82,3,1210.8,0,0,0,0,0,0,1,0
16019,3156,20220614,5,23,23,US98422D1054,1,2,25.7,3,1286.0,0,0,0,0,0,0,1,0
16020,3156,20220614,4,23,23,US91332U1016,1,13,34.65,3,1286.0,0,0,0,0,0,0,1,0
16021,3156,20220614,1,0,0,US88160R1014,2,4,645.1363,3,1286.0,0,0,0,0,0,0,1,0
16022,3156,20220614,7,23,23,US8190471016,1,7,39.28,3,1286.0,0,0,0,0,0,0,1,0
16023,3156,20220614,8,23,23,US8190471016,1,5,39.29,3,1286.0,0,0,0,0,0,0,1,0
16024,3156,20220614,3,23,23,US04965B1008,1,69,9.2703,3,1286.0,0,0,0,0,0,0,1,0
16025,3156,20220614,6,23,23,US74347X8314,1,29,23.245,3,1286.0,0,0,0,0,0,0,1,0
16026,3156,20220614,2,23,23,US0378331005,1,6,132.68,3,1286.0,0,0,0,0,0,0,1,0
16027,3157,20220103,1,1,1,US5949181045,2,3,331.34,3,1185.5,0,0,0,0,0,0,1,0
16028,3157,20220131,1,23,23,US5949181045,2,3,307.9199,3,1202.4,0,0,0,0,0,0,1,0
16029,3157,20220131,3,23,23,US6541061031,2,2,146.17,3,1202.4,0,0,0,0,0,0,1,0
16030,3157,20220131,2,23,23,US8552441094,2,1,97.06,3,1202.4,0,0,0,0,0,0,1,0
