cus_no,act_no,mts_mm_access_type,tot_aet_tld_rnd_202201,tot_aet_tld_rnd_202202,tot_aet_tld_rnd_202203,tot_aet_tld_rnd_202204,tot_aet_tld_rnd_202205,tot_aet_tld_rnd_202206
5e0a718559444becd3d4aabe76af73b590cdc1ddd35ad65e48130df38e209a88,407bc4110f9f78adbe8e05f0ff603e2cb9958c039a4184c82b1afcb5aafd1913,110111,14343055.0,15178240.0,16095048.0,14863596.0,14611992.0,13811333.0
730346b70e52c793e8e6df8426fed4ccb9fb7bd82ceb96b5a467d23dfafa29f2,7d68fabb54c2bf08cdab6c582dc15e49004c376131249de67073a094a8784fb8,110011,19943454.0,19586800.0,20195051.0,20121624.0,19681802.0,19263714.0
085702298f3fbef1c84ed5d46455c878fe064aaaf5c5a865af777ff594c8c60d,9fe6612970de32bc10bddfda136d8acb5cd61824f2f274a16d7779f64301c95c,111111,22490428.0,22363231.0,22533501.0,21090631.0,21559328.0,19481099.0
256005fe0de8a72ecec34bcadbadd1e4ed8dab809328ae0b40a2cf0284989a49,31a12c762a133af9ce19da9562bd310fb09cc4bc6f308b434734c18bba3c7dee,111111,22571121.0,22828821.0,23276421.0,21726969.0,21376844.0,18229444.0
7b42f9ab1a6569c237b6025ace10b05fab98fed7e49a33ead57419b1bbbe2756,b69c1b280cda07263e54c90e30dfdb35772679a08b1050e23d4d13c9d716cdcb,111111,6455722.0,6321035.0,6171921.0,6529160.0,6632635.0,5609329.0
71955e138aa9d53dd88888002f574048189de08a85c385c35fce74523dc888a9,e8e1989b63b64e9fc936b9b8fb612e8dca0cd3fab5bb07d298cd16db57f9a782,111111,5852473.0,8060279.0,10502541.0,10280711.0,9987219.0,11136363.0
2d84b479046421e49f03d2559fb51036be01e17fcba2abc5179fd0b6220691fe,6d89be8dd44308da8ad01c23365238c78e2c8cd91d27edd4be0dcae368a2ce38,111100,663056.0,635086.0,657119.0,681152.0,708194.0,557242.0
1e60ab534578d6cc274ba224d80ad12487f6d9d237cfa2a76ca45ff005eaee67,04139de1824006c5cf8ca38cd3d0600297752b206918997ef9edfc71bce7fa91,011111,,301014.0,303041.0,281305.0,279364.0,387661.0
0cd228e8b5dde8a99bfde8287cd5560035204fe5be683f04071d471dddda8d30,78d51cd27a7fa411aed7637e7b9985429110d04cb27dcdb219189e2b529f7aa9,111111,13262620.0,15477430.0,16487180.0,22400434.0,26634274.0,22743384.0
399a2c4e3fcecaa24a25494d8b096d94c32c8988de053350a2a904299d57e8dd,37e60c5daab87cae78ee9ac00b53d93e80e61f5e99ee8956c95f1656a0393fd1,111111,19826470.0,21197945.0,20468945.0,18997657.0,19114242.0,16351242.0
c311dd89a23a0a02f7955d2569b2ba1c5ce9ff14098da6846b5f1fa6654c9730,d3081ee3ff6ba1c7fb455d89ba83a7cc36051d6562b84ca90b3cc0cc166cb0c3,111111,40240380.0,39255803.0,42050825.0,40879222.0,40282424.0,41556521.0
76596473b509c38c7e61c44a2e025e405f1cfc6c33b367968773e2def80a4906,311331ddf755476483b79943aac0ed10a95cedf9db694a6c379f3fd4e6e7ed74,111001,1446351.0,1627473.0,1746169.0,1673439.0,1670121.0,1554619.0
96d9d1345c1465930109e57aebdd6775239ec53977a625a810577ccfe17c5d61,b16670a9994cea290e899e7ff451fb3ac8c4a1ef949a45123d76409f3554e9a8,111111,245799718.0,184941803.0,179431167.0,240041977.0,231399045.0,79239499.0
c916fabec0bc984c9a091ae44fa1bd472a064f343c927e9716c0995bbd867193,035fe887cfbb95e6fb18bf370a67722b8d32054ab94294c7edb2a753351034d2,111111,10001535.0,10127250.0,10323875.0,10248958.0,10366220.0,8342103.0
7fab7dd1ae37b23c41218ea91ce7046c8cc9cc59017de299c2b82c281940c217,d1eb5b615c44b883359428ca8920b3eca716536e5619b37de7fd3f7184c572f2,111110,36076766.0,37767651.0,36391276.0,34795819.0,37421004.0,33219849.0
a52e088de0e993c56e34f5e412de639cbb6d29e525874113ea5e1c0b6b249743,6934df2b6f2f4cdc6b484fb59c09fc3cba2576536230506c8e932b01c47bcf30,111111,932030.0,804532.0,872032.0,597552.0,581052.0,488052.0
9bbd760d4d26342b297a4913f16b6fbcdf5e3af35f59bc068d7a85750e92d2bd,f7427bce43437f76096c8baf73da98b2353005698555e9eff8f2b75540bdcba8,111111,961474.0,1037171.0,1388181.0,1054760.0,1394145.0,1848870.0
fc847cf372e1bbe7c2bebc03560fa09c1c5a184e97576c83bed9cbc8055528b0,362e6e717aa78c5f3f440af569287b9a56317130719cfa8b1c984a316820375e,110101,5078.0,5078.0,5078.0,5078.0,10078.0,10079.0
00fb977aae001f25466702b965f1d4eb2ac17d1c643dde60641440dc810760ce,4e477df6b05a36833dc92a6c3c5c492b20ed35c6d9ebcfe338f299158670a5df,100000,24682468.0,26429491.0,26746697.0,26837218.0,26013028.0,21617030.0
42d105f6d5b05631de6e4a07308763127f31e8270d3e1450e540260a0ab82117,dcf8d997991037883b0e401ac0a3f391443508db306e07b73a2dbd48b70c8ae7,101000,3472234.0,3370442.0,3671324.0,3765018.0,4687632.0,4408163.0
0811542c63de1ad8a6321229bb15b13c1803c0df3e0145f5916bd522647d4f1f,3ea354a84096fa812059e295c6a3e0a73afe2b6118a210788c575be2ce13d166,111111,19523938.0,25172705.0,26234087.0,26748402.0,32383937.0,47429973.0
872db55ee20d3ea335092099273f2e6d3af9daa84060cf0ae41ee58d0d4cc06e,af296248c09956a1a1379e40eb135fe79ff7caed93a286d1d3597e1a731fd462,111111,29470816.0,29479872.0,29023210.0,28459204.0,28856153.0,55509409.0
1b795bb2cd68cde73a6ad8238cbb1d7530258b85d683d732b5c0177f3c1c0b54,09afadbd55c2282a7f2b3792e2ffe08f52928474fa3321f642cae24becacecbe,111111,6015125.0,6032505.0,6677698.0,5965500.0,5872000.0,5254200.0
567f441096be9296104c3889ecc41025c03c3a10ea8c18e772d1aab534ac69ea,de95386571801034b870e321b54ceeeb2a36b9540a6cec27475385032c0a6fce,111111,201487881.0,204671008.0,217477773.0,184389300.0,186896276.0,170235976.0
d946943992313a4115a06d761f793b5e1c2f8b8d2b6ffa54386b0062d77d89e9,c12655b21718bcf1dd0323387f554c5222fa6d2c4f98313431e325d1826c6950,111111,2108085.0,2109200.0,1639100.0,2764731.0,2651420.0,2137934.0
23081a096194d0fb3ae535d37e2378786437dc8333c93511ed920db4c2fa293f,073396d4ff13e2ea360673fdb6499ccea5f325567c907773ae4983b0b616c98c,100000,401720.0,401280.0,393360.0,423973.0,402664.0,350676.0
b43ca0ecb8265ea3b4cfe8e415315d5e7a975c4c508b15e587f2a7c81fa51756,01cb33b876d450d9860b0375bdf5b93407580d7c73cc069e9cf0658ad6e5162c,111111,550393.0,550443.0,533543.0,527429.0,525795.0,459395.0
aa7b3e74c60c53605e3783ebe4cce60afddfbef3c805fe382a2eb3b41eb574cc,50a3f1b494099e8f81b2b9e131352a75803c761b5ecc63e542f5d8c66b234815,111011,133000.0,150672.0,179813.0,178285.0,177835.0,31270.0
77e030ae21ecde443c19f0bc372d04e3b09acb44a37e12c6b673b09d0e563b2e,5318b88957291ea8b086a6ed3dfaa7c62d5b6962019edc3060bef73f1427ff56,111111,57020580.0,54094165.0,60726972.0,51419626.0,39501860.0,27105016.0
b24e5846ea5d205abae4a960a103b6f59acc5012ae4c771c9658612bad4451a5,fabe40fad0f431443dda0902d0d75efe7b2fe9953b83ef400010df99b06475f1,111111,807250.0,821361.0,819675.0,789438.0,846643.0,802364.0
bc11a6e23077099f2bc3c8695a501087b296f810d5db68bb63b9debf074753f4,f27c1a2012e423ed66aa881d6dd5cf3a8d96e335bcd6f400f24620e1cdd3d04d,111111,33842632.0,31762923.0,35858456.0,33689963.0,34980151.0,42351545.0
ae7236ccd48daa2e79a3d5320d619289c737394e8c0e200dd7f3e8d7ce3c5654,d91bb8b2d966263659689e6043bb2e42447e2a364859b1a93f6585782e81ae8b,110001,87661.0,89111.0,88761.0,86572.0,86683.0,2052423.0
11f1de1d94e93511b5b7e9d43f592a83ca4be2afe2379ac75af5b6b7892c2fe3,28ba39cac275fc566e56458a70a08db107c4fab84f99968d86d3a61c40398980,000101,6526490.0,6583763.0,6827601.0,8768369.0,8446344.0,7829645.0
30d890818e4da9410d091051c6fa027dd8bd7a38981855c336071d4a0791b223,1fc99d462051719d72d9098ea8729fec3bab6ac31fe7d1be7bc4a600d74e0a8e,110110,21724.0,21884.0,22434.0,22408.0,22058.0,21568.0
2185a4c1f3092a724a05e305c827b80ecf3780542ce78887f732f93e1809b09c,89280d3711f7731d03e34284bcfb73f48294ff3925d0282ce79019a450a6c109,011100,60013.0,60013.0,100313.0,106057.0,101857.0,94357.0
ebeb5d7ef47313b2e46ae87b435f078abaa042e8f1357ebb04e2522791fb866b,e687d2e5561bc6b0c7a837cce41bb053f7261ef650e23e4f3e7d97d741b57cc7,111101,118671.0,131760.0,152160.0,152205.0,152005.0,231777.0
04b7949f8ff8fc21e103afb5a8a6351b783ed758b3eeea9507dd7683a40348ec,26e146b4736509aae9ae7cd3a2fafc17b917e6f45b2033ab7a9e664b92b5b2ec,000100,1968919.0,2007094.0,2025044.0,2001402.0,1954337.0,1692372.0
7fddad72bdd7d19621ecadb31471f3557ad31cd9af48558c00acde5cbdc75682,5601545d63d05d9843bba93ba45c946156444322d0ea8b17008bafec3ee702c3,111101,1044408.0,1044123.0,17883.0,12579.0,11436.0,8416.0
e605328579dc7b02825a5920fad112f42811cf2066b5fb1e6814c00f65c9e8f1,b3bcc477683d15d44241800b603381c200efd38ff301f2b1d1b41c638b950b3d,111111,11807318.0,15672647.0,11841441.0,10777949.0,11346117.0,10598641.0
c63a5f00c25f3b8f361ff7f23a81b065a715d3e0f4942c7983be635675ceb115,6f218f64fbaf0d3de1ec72de3bab06ebbaea984e39e5c6f6c2c2b61bb79dfcf9,111111,127315593.0,150676163.0,246655012.0,243135708.0,244466791.0,205918555.0
808748cf0f1007cb2c621a75c8e6abd5b1fd76663ea3a3cdd9c8dc85cd0f5199,1b91ab1a4f94d3a118258095656ab8d375180b33f8a0f0cba4f2181d52d69f81,110010,1311473.0,1310129.0,1358330.0,1250302.0,1242626.0,1127608.0
e375f8cb95e0f246b8a52891014571e03fb062de11ecc808b41a2be27d171dac,d9be703068cf88ff9866e607305525b035ec695082316e8e150ac9647f89dbb1,101100,1242385.0,1270345.0,1471697.0,1552075.0,1680311.0,1743898.0
b6c0ab5a8f70c8b2f0afdc7545583016d511434d7f084efefd1513e6b14f3b9f,c485cd98e0cbbe81c201b171cf6714af9eb8fb524ddbf30936d7b4c72c7e406a,111110,1016970.0,1001340.0,1258810.0,1837901.0,1843056.0,1928306.0
9524682991f0cbb42af4cac59e3d25da2a168fb2ecc218b3232a1e87b702759d,a2ec00bed31a0599a33085d5071b5f9e7fcc90269e78ccf1e9da4764bb8b8d2e,011111,39404.0,40910.0,50119.0,38812.0,32186.0,31007.0
3eccf8ea97dc59407530e070fc132d2b0915f689d9d93889651b0a1e82497ed1,ac95d1102071156759fade08c43e35d3906c54b08561b5c4d434667f4dfc7ea0,111110,1685800.0,2008400.0,1944000.0,1848700.0,1868900.0,1573550.0
86202f5727c4846a25ce5f6ca16ca095125fffc7a3919b7cf93b3f09c46fb842,60c5763037fcc461a63dce14fca3dedcda2aa0e6435079dc991fe673f790fe0a,111111,138817.0,255316.0,296658.0,291936.0,326446.0,261751.0
ce1a2440eb4567292ca805709576d386d8fd395ca404056c0dceaadc206018b9,a88404ce639ce816bf831fdc97d25446a3df978199f4da519ca133ef2ad5a22f,111101,20695549.0,19928242.0,20033485.0,20348109.0,19926720.0,15003389.0
10ae0ba963cde5c837ed9cd434c5ce456cc919137ce97626763ba0ef39c9c2c2,ec677d0cb7884cac7ce13016dab79d5ec0300454914376d7178451d29b1b319d,111000,889230.0,966980.0,951480.0,982705.0,835256.0,715056.0
8e1cb7ca2d2a534b9464070bc22babf3c4f4a17396f098300032040152ca2e85,4c5f584cce5a83792f157a5516aa15c33d797aba0df7d27c2d1d4e7182d6cdf8,111111,46381381.0,44814963.0,47850295.0,49009424.0,46027962.0,40698874.0
56ff4992711c02c36f62896bf656beea0465ae5f73d37eb6e6081f80934c2575,0b1a745394e49cb4bfe743858d73905dbf49d4c2f09ee0c96add2d1d46066f18,111111,33250902.0,38603968.0,41884261.0,40842616.0,39802863.0,34269441.0
72f49ba72a20c5ec15ffa528a01f1f7883cb0b52903dae1dbe5168e8999e4895,0954f11192ea70ad3b37048a6af6598423ee001985224f63a60d8d1f2bb5c71b,111111,17776005.0,20739370.0,21808739.0,21308143.0,21774935.0,18802343.0
e6f290651ec81905ddfca8864eb5d6f6a8b238496ba819c4e92471733ccb49d6,6afd8961774a3ddeaca259c6081012446fa1da457a6531513a06db77248e65b1,111111,3601896.0,3532961.0,3381400.0,3211174.0,3254458.0,3090684.0
e0bfaecb309297a179a9116588546c5ab3f62fe549f6f1948d9304752b97da00,eebcf00212c409c68b3355c798d1d25348c473f42f9ea60588f81e7bb17d7823,111111,19365346.0,19332730.0,19967196.0,19650964.0,20614302.0,18767226.0
0f1bd9bd153b5d6a5be93c53acf1db09d138a05926b5bbc11a739ace0a06d064,ef3090e29cbdc658b9cc8f7b3af03712bf0d7684971abf154a36c78d6efb2d7c,111110,6968.0,7433.0,7978.0,8416.0,8444.0,8612.0
bc13f1f1dfed19149e358a11608a8bf276d3851d82ef911dccd42272ee10f138,eacfd0bbde22d51dd0f7482623dbdcce3393834db70a189991725cd3bff502aa,110111,1018835.0,894473.0,864496.0,842453.0,846818.0,1722686.0
0e3e4ed3cc0177e8bd8c26a0272e12c3320a1820b3586d67be07cb7116069591,eefdf503ac0bf0902985e5ac41ce5dd528a62af010146bd674a5af6d55c39ae0,111001,152571.0,91353.0,92460.0,90764.0,103111.0,79506.0
1f3eff0879eca2983cd2dc1f2fd2381061c4ab3fa59730d2a436d7db1254f691,67c60388682e04e165b9c03f5f7d683dc42913353d81b86a3a6e44beba050b58,111110,9834010.0,10125727.0,6048427.0,5986924.0,5854764.0,4835794.0
f3ce91c71e75fd7df10f0ffda379f68f15e16c606133dd1a34fcc14033ec1a90,2d3a2696a23594a6f3e3a055e18ec8f7c34048fcbaad6c237adcfd6b80f25c84,111010,1009919.0,1010040.0,1015468.0,1015091.0,1015099.0,1015520.0
a28c31ccd3b0c588272c6f01c56c9d61578b847a0170d96e0bc00f266f4468a1,621c352503c2b98557350e7cda9c251c78860189dd1e8defbad5dc4bb4c14bad,111111,125832950.0,130542939.0,137216075.0,128163239.0,131519924.0,110774665.0
ea05f1bc1124a8b294c6de4f8a723cbc189d98a75f973804239198b7b27554c0,aa6e15f9c719e34244c0a304873526ec8a677471136771055a7875c5b715b7b5,111111,600159.0,377385.0,387085.0,364287.0,352097.0,265610.0
d2692a7e439486897c113e5eac0db5cc4a2c374d86a21339f05b0a410672cb36,a6e8eb7559a4fab7034803084977026e6dd836d1f97df9857723aa5866cbe8a3,111011,96407.0,195233.0,192828.0,190729.0,191196.0,180911.0
d49b28f6e23f3a2c277cf3ba56447751bcb143dede077971c1886882d320cbe8,db24bd0425171b904a45c5105f55247421225b22d92d575a51baaa8d87aeac7c,111111,87960000.0,86520000.0,83520000.0,81246666.0,81613624.0,68400000.0
b70f39158e7c29b60a528957095729f221e3b21935626565ecf39a3db55dcbc2,bab4fb5c1f4530d120236e95fc0c5cd04f0d644dbeea6031e6fe8ee22055034a,111111,272336.0,787124.0,808505.0,811309.0,792435.0,711718.0
036a125f0484f39f5427337feade4da63cf7edbef0dfa15544679b4b98e10de5,c3679feae779dc4e7dab1017c58ecbe225d112856b6fb9c36d8e9f1d7562b0aa,111111,139195973.0,134513973.0,133966973.0,111586867.0,115443367.0,88671874.0
c5800ab1ef8f591240de69c92d3701aff1216a12b64e64c6a175680a3f444d84,b1efe50f80e9ae551f009635d88f1769967c19d8500c4f46144e50032a9dbb31,000001,4190258.0,4249398.0,4757573.0,5104975.0,4793431.0,3990779.0
874bc82c24931e4eb464d21d56ce4bea05e78063cf1fafe4875fe64c6af8c231,09df20cd30ed6380f70e2bef0acadb3bb40584453c75a7d41bab8e9450c9d7f6,100110,380156.0,399226.0,399513.0,367820.0,1045821.0,880769.0
c6e65a066c3111264a57bb060d94cb14bebf61b02467a4a89df4be0ff844b6d8,f09fdf2406f89fde7e85c1786ff0e68eae77d831a7b607b8d917fa03bacdcc68,111111,1060517.0,1184241.0,1416590.0,1626582.0,1829170.0,1509622.0
70f69ab5d3b44abe53308301ed55e2e7885acbe2559764ab18c8ce1c20ea62ea,26b66f82be10c0c68324ab73948ab6dfce8f8d138deb9499e5dafebe74afdbbc,111100,0.0,3091.0,3499.0,2882.0,2292.0,2237.0
4402b15c3dfbdbe24bd6293da87b997038cc1ca5ae884e77dfc4d91ebc79792a,a62ac75c5f7fd0fb5094ce6e85a90cca96f2c24a07f4facec471721af5919b58,111100,37789891.0,38946921.0,40548452.0,41710328.0,39316979.0,43081140.0
54d7cc9e69fed6462b8dcabbe644b22a6f97e58bf35abc5fa4cb69aa93447cec,a3f2ad060c1b41c4e33b782703e182746c9a29fb160ee9ee8f0d7ec855daba94,110111,3461000.0,3495500.0,3537000.0,3506589.0,3529559.0,2984059.0
a07f294fe133b3cfb74c6f55da569af3d813888f429d7aa997d98ebcdb663777,961123f9c0177da78bad2266ee4c7e37cc5cadfab1148c5577909bff13a1c6ba,111111,8160741.0,7772941.0,8067141.0,10152679.0,10574359.0,10390259.0
6ce6260f292dab543f58d550dce1aa6e36856d31b8159cb4c686d0aa870f7f9e,daedc82cdf1fc34b84ff99e557abc2bada2a9ba692b9ae04c8a3e725343ef45f,101111,1002549.0,1048249.0,903845.0,588894.0,453563.0,329463.0
4ad6b102f1c21fcaa60d0c6265edee72d046576f8a3a547b47f32f9840418b20,3af2c71f8074c537a28fbd218e3356a167a7366cbb39748e1da0c638547a424f,111111,79976591.0,85043492.0,89894992.0,86197662.0,84942679.0,73936693.0
b4b6a6243fc2bd83bdd51db8651001192bf1f7b890763e7083535e1b068588a4,3b45e797470a6569c7b0474e95c987d33e987a09cd4d60a619fede00273c52f2,111111,11063408.0,11097110.0,11054680.0,10482395.0,10415862.0,8863799.0
edec908ad862fbfede725e6a04be3d879a64713708de4f0e6c24a5f08f46618f,b802e6dd1bd0504a80c6dfb80369e46426cc6cc9465d914abaf8079f7f941d04,111111,1425123.0,1501806.0,1484066.0,1355721.0,2454506.0,2379673.0
2c09ce56aaf2c933fd2c4396298bf90915ccfe22c1a1749ab82663263e2ee750,baef75fc157c191029fb5c81ba327db3249472131914ec2b29aec6d89450001f,111111,7074352.0,7474384.0,9219915.0,8733588.0,8395712.0,7370476.0
ce08d91e3a69a22b697dc527044ea0848d41b905f3d33f84003e098b0f58d8b4,84bcc3678e73ef8e6dffde279101ca0be1e5bc9a303e9cd54fe2c088fe5a53ad,111111,96695.0,2493265.0,2777715.0,2681580.0,2804125.0,2642280.0
45173960882d61fe7679689f6bd6ca3c480700687c9cda877ee4167f38fe055f,cf0fcd592a2198d36c7ced577c19b5289831434fc2cfbb96ae12f9ae9b07d3f6,100000,4846.0,4739.0,4807.0,5966.0,5232.0,5042.0
a537a6b8df6483cda5de49abe8845b687c0c5050f239aafb6ac9c61ecd68440b,9846dec5ae77020fcb93545a45ab0442c86512cd133facb4a0c0e4d2f39605ee,111111,28220999.0,28447684.0,27236666.0,21794706.0,30764426.0,32784039.0
d67f1496b931677444377b5136521ce28d6c2cad9f669cc1d195b816bb5a90b7,ec1797baf71b1cb35c17a026a46c0895726e8ad654387b057c7e49007f96c4ac,110100,11721320.0,13780560.0,15577470.0,15688680.0,15810050.0,14772120.0
40803c6d3ca9d2f0501f28976ecefce6d1c59125420bf2284416fc2225a9b612,32353c2cd0ed02add2f18df11b557d437488d6be116d2bb3f862196840dc1234,111111,29204261.0,32098933.0,36327462.0,35663898.0,33301898.0,29409898.0
3df8209194941e7d24e9e613eef6b90ca6e197513b25c28b28c0144ce7cce1ab,938b1a637ce1a17f4d6dd27b237b1e32636b8744c82f0be6789d8665ee2676a0,111111,22956650.0,24825898.0,33767472.0,28183295.0,24327024.0,21269860.0
faad8cec0e648ea8a48c5cda75f170d121a4aac3f0fdb9f71c538dca74adcb81,7f4d374526a74e176accfd78a897e254dec5d4990904677af711d43c32e1a591,111111,23289903.0,21066857.0,26007767.0,21842709.0,20657670.0,19574015.0
0321e42807223591c1826fe38fb3ec2b14fbc19404a69ba9a4dd3520c676c6ac,6fd65db14d8510f1a0ca8040204c0c360e38b96aa1ee49a949e4b327c1838ad4,111111,12605331.0,12177343.0,12105253.0,12250080.0,12459587.0,10679829.0
5c7ac8d34d7b7d59b6aae67dd60c11c48777a1e7966bad9344861136b6bd8a50,1d521bace549728502091f5de3cbcbef0cdc01210f17e12a3368c596203b9e05,001000,905407.0,1061984.0,1554667.0,971091.0,898845.0,882404.0
3336264c92fdac20747ee3d71ef5aff007640fa9801f9ae9a62e4db7fa73f266,c0af80b97b2113ffbdb33a50d29e2a751632e1e9d621e2bcac4d9d95cc2aa994,111101,2074241.0,2070602.0,2118169.0,2092395.0,2015662.0,1823332.0
ef09a9020b626857960ffa51cf94b0cdfda1e9fc39fc5af3725b41b205620654,8c3eac16036dd7992b486a796ba09db84ee70c42c5affe9027c35deee0b31bd1,111111,2002144.0,3062494.0,3764875.0,4037316.0,4019587.0,3899699.0
23a847d97fd0dba09cce59675e758eadf6e25414f99a89380f0ed86ef7c37964,00e870d991b51af3e0ad198380d0a514f538115a528c7834109965715683102c,010000,789094.0,777094.0,752094.0,733745.0,737355.0,633355.0
fb1a6927e99b57e54a5203590a87c0fbba68f81d9804aca254b7074db05119b8,2317b962b2ce50aebee41189a43f35622ed8cc50257f41d494cb97dbd4dd1422,000100,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
ff5bfde7fee013359a62d1a077fdd50be1adc877cd1e44d95e262c11afbe4539,44c47d42a9f18f40c0313d36e43e66ea68e255cd3484f618c79ca0f46686ca03,111111,16639014.0,19701274.0,19606257.0,13898650.0,12934177.0,10244025.0
54510eaa9667cc2d6cf62c93df1473d2881a408cd860358d32f334ab39332f16,b8b1b3a50931fb7b4c4ed27788815c5d3ec95f4972cf6fb9bc5eb96b4ed6a8d1,111111,622814.0,0.0,2901480.0,2813043.0,2825574.0,6248780.0
f639dd88f7e454d3c29682fd3c5033b8fd94c27451ff976fcaff2619885116cd,0e7e8e30f37684ac7fb43da94ddf195746bcca492e9902de2e5c2c79891a69c5,111111,17057724.0,17240547.0,17017272.0,16758842.0,16067457.0,13674397.0
ac5e9beb6b2c025b3f3ff97debbd7636bd02de109dd2a26d2b78bfb268025929,72adaeee87e03a8d4d0b02915705fdb97616ab4cf5473cdf80cdd6c9ef0632b6,101111,21415871.0,21338671.0,21410371.0,21595634.0,22058486.0,18819646.0
b3f7b7b0ec648fcbddadc00cba6e979d7ca96e5a3b86103d97b0839956228a77,cb18d1aae56993e6974c1af00272eff769455c30a388e391eb640d34ef6e569e,111111,32300862.0,32677742.0,37274861.0,33852544.0,32726311.0,30634262.0
c296b47e2192d29fabcf68693b1e97704a93a832fef43df0435258b5a39e995d,a8b14d44a30c6d6db72785fa600a2596956d6f8aeedc6a5626765bb7db82905f,111100,9195202.0,9180327.0,9444184.0,8729002.0,8574397.0,7748219.0
15619220c090a1260b93fcd3eba90a00112f301bc8ff255223537da390b1a4e8,8a730d2c381e774103dee8ff247acd98c2f17ab712ac40a9fd45ff6e79b1e74f,000010,4468712.0,4583712.0,5534962.0,5450327.0,7544480.0,7226069.0
fe66d44e9192a973a35fff5c147a3c71b0b3634e92699588cf7351b3fe23ff12,1c50fa2996d6e75752aed034ee47077d0996b3003ffca502e8d839b421996f8c,010000,43657.0,47131.0,39435.0,36240.0,33031.0,46502.0
53479bd7db9a9b99019555a9b1d5e1a50c3cd67263266af15a6b415c69804a67,6e179c73a089a40d69563fcf22ad307c605592c90fb69607121ec00a8c950052,001110,,,0.0,0.0,29300.0,26260.0
e12450e9348b5223c283fc871266205c42a686b1bd01c81177075b3fd4b1c6ec,d5e01d46acb235ba11788b73ab1f5f91d78420f5d659e9457c5e3942ede7818d,011000,0.0,0.0,15000.0,15000.0,15000.0,15000.0
63208ca404c52166c50938dd08040773257fe026a9004911e308183e1d5c6389,37dd173c5144d38cba48491e9d94c621b5b1e5fec6d29ad83bdf441a39505f5a,111111,35174988.0,35205443.0,28423055.0,22665321.0,20827354.0,18822032.0
7e1367252a2fc744e05f6ac2c0b0079a5df64c01bcc2d238d85e206bcb483def,5baebcf35c2b8e426eb7344e88eb2cac4d61f215b0b96630ad69fe3acc5d674e,111110,1979209.0,2108738.0,2088406.0,2014665.0,1984503.0,1803259.0
668ab7ffc6dd5ccad6ba8ccdb19e8ad1528b70039f0f89a3c4ae48a41f645f64,a5c5610c41f7a1b7cebc6fb10355216ea7c95d40707f697ede191407174229e9,111111,4288535.0,4132335.0,4110635.0,3535735.0,3726667.0,3146947.0
34ab9de6b7a876e79f18522cdaed5ce7e393fbe80f2c51e3d0b197fb6954c664,3b2014edd415e3712673dcb8b544a5d3ad63f35215ab5124612b26e20f3a259f,111111,8203340.0,8361990.0,8590535.0,8079896.0,7917881.0,6624406.0
f08d86eca65d80130d346c06298d9e436791f4806f574b0bbea550be1b1f5c97,48b1076b3834300d3bf6134a359f2a6f412c71b597f0c4c32bd0fde00581437a,111111,16454834.0,16206834.0,17570834.0,16641233.0,14657233.0,13355233.0
abc4551b4897d7a4616590c57d8957425a2c7df83bd248605dd8e24a3e2fec78,f13409c74229bc29ce75b08eaa749c7d942c0b91b4d4a9918f25e77a445a5025,111111,8139011.0,8453027.0,7700289.0,8233341.0,13301551.0,12760061.0
19fe6db659e59141ac4d23a61fe8d229b8ed9ffeda5aebb0fea10e3c8e20cacc,f81a748f6a5d5ba30b426a0a2c00bc7b71f5cebfaff36d1bd3d3ffe2a0d479ca,111111,11049743.0,8497396.0,8953360.0,20976753.0,9258523.0,5166761.0
0ec8aeb5212584bb3756b96df641af064977aaf1eeca297e317df2ce340526d6,c5f844da9c5d1024f03d16a19d27a8a51d4da6c0e795166cac5bb9aee34f1734,110000,118892.0,143835.0,158835.0,158918.0,158918.0,158918.0
3e3b54a6e2cdbc27946122a7f879289eb76bb82819bc6f4be28ac3bda187fbe7,1a888aa2713660afedaf2fad563136b16757f2b9f6fc32db00843c68a275cf4b,000001,,,,,,111399.0
dddcc5df338d2195e3acb5ce3e9e030762861b6a1fb1c9ed108f90d64fbfa868,282efe2e23b6c3ee551d77f25e580276a92e371067a703b0d88b86b026e1f3a1,111111,29229458.0,37093120.0,37466837.0,36107711.0,40291186.0,31927223.0
230bafe170c0722705b9ff8d8dfed079b03d441a48ab230e715522191e561ddc,ef78fe7d0e550300abee8fd536b0ee8a4ea0fb242f985569309a95d692b77c0c,111111,25338018.0,26162621.0,26667061.0,25870275.0,26230497.0,22912157.0
ceaebc8b05bfadc3d7cb38e7e3fa10106b15f26fcfc7301a3798664ce13a5ce7,84228f0991966e9e92da4a7e20698d9f90036205fa60d2b40cd0613bbdccdddb,111111,10506900.0,10348840.0,11625213.0,11859409.0,11509864.0,10447976.0
833aecf1de18c8ae4a6606eba7aa77027585639282fc2f82aefa86298e58814a,16932de39f5534d470e06e323983fba560b15bca5f5e825ea8b780519feca5b8,111111,184698782.0,185627482.0,195824082.0,191499433.0,186927418.0,158907919.0
7073ca394b690403480b65e78872a61491c1f75d435fbd9c2e7e17d235ef342b,c77a2c51b0df450d8d928ee883c858b359a298491c018e615f73696e0b25a3b1,111111,16659093.0,13162414.0,9069000.0,5018154.0,1512182.0,999623.0
